Município,Ano,População
Couto de Magalhães de Minas,2020,4423
Crisólita,2020,6760
Cristais,2020,12931
Cristália,2020,5982
Cristiano Otoni,2020,5156
Cristina,2020,10226
Crucilândia,2020,5054
Cruzeiro da Fortaleza,2020,3639
Cruzília,2020,15474
Cuparaque,2020,5005
Curral de Dentro,2020,7799
Curvelo,2020,80616
Datas,2020,5421
Delfim Moreira,2020,8016
Delfinópolis,2020,7131
Delta,2020,10768
Descoberto,2020,5029
Desterro de Entre Rios,2020,7255
Desterro do Melo,2020,2884
Diamantina,2020,47825
Diogo de Vasconcelos,2020,3790
Dionísio,2020,7609
Divinésia,2020,3424
Divino,2020,19976
Divino das Laranjeiras,2020,4974
Divinolândia de Minas,2020,7614
Divinópolis,2020,240408
Divisa Alegre,2020,6868
Divisa Nova,2020,6025
Divisópolis,2020,11211
Dom Bosco,2020,3655
Dom Cavati,2020,5048
Dom Joaquim,2020,4451
Dom Silvério,2020,5232
Dom Viçoso,2020,2997
Dona Euzébia,2020,6619
Dores de Campos,2020,10223
Dores de Guanhães,2020,5154
Dores do Indaiá,2020,13427
Dores do Turvo,2020,4230
Doresópolis,2020,1533
Douradoquara,2020,1912
Durandé,2020,7870
Elói Mendes,2020,28320
Engenheiro Caldas,2020,11202
Engenheiro Navarro,2020,7241
Entre Folhas,2020,5377
Entre Rios de Minas,2020,15380
Ervália,2020,18958
Esmeraldas,2020,71551
Espera Feliz,2020,25122
Espinosa,2020,31610
Espírito Santo do Dourado,2020,4710
Estiva,2020,11386
Estrela Dalva,2020,2325
Estrela do Indaiá,2020,3491
Estrela do Sul,2020,8018
Eugenópolis,2020,11330
Ewbank da Câmara,2020,3923
Extrema,2020,36951
Fama,2020,2376
Faria Lemos,2020,3221
Felício dos Santos,2020,4704
São Gonçalo do Rio Preto,2020,3173
Felisburgo,2020,7504
Felixlândia,2020,15433
Fernandes Tourinho,2020,3466
Ferros,2020,9696
Fervedouro,2020,11054
Florestal,2020,7533
Formiga,2020,67822
Formoso,2020,9688
Fortaleza de Minas,2020,4437
Fortuna de Minas,2020,2967
Francisco Badaró,2020,10321
Francisco Dumont,2020,5242
Francisco Sá,2020,26369
Franciscópolis,2020,5338
Frei Gaspar,2020,5869
Frei Inocêncio,2020,9664
Frei Lagonegro,2020,3487
Fronteira,2020,18492
Fronteira dos Vales,2020,4561
Fruta de Leite,2020,5299
Frutal,2020,60012
Funilândia,2020,4392
Galiléia,2020,6790
Gameleiras,2020,5096
Glaucilândia,2020,3164
Goiabeira,2020,3378
Goianá,2020,3990
Gonçalves,2020,4355
Gonzaga,2020,6171
Gouveia,2020,11818
Governador Valadares,2020,281046
Grão Mogol,2020,15890
Grupiara,2020,1387
Guanhães,2020,34573
Guapé,2020,14258
Guaraciaba,2020,10315
Guaraciama,2020,4989
Guaranésia,2020,19017
Guarani,2020,8918
Guarará,2020,3775
Guarda-Mor,2020,6569
Guaxupé,2020,52078
Guidoval,2020,7051
Guimarânia,2020,8105
Guiricema,2020,8343
Gurinhatã,2020,5577
Heliodora,2020,6591
Iapu,2020,11045
Ibertioga,2020,5010
Ibiá,2020,25358
Ibiaí,2020,8437
Ibiracatu,2020,5369
Ibiraci,2020,13986
Ibirité,2020,182153
Ibitiúra de Minas,2020,3492
Ibituruna,2020,2996
Icaraí de Minas,2020,12097
Igarapé,2020,43817
Igaratinga,2020,11005
Iguatama,2020,7923
Ijaci,2020,6610
Ilicínea,2020,12444
Imbé de Minas,2020,6940
Inconfidentes,2020,7358
Indaiabira,2020,7339
Indianópolis,2020,6951
Ingaí,2020,2776
Inhapim,2020,24079
Inhaúma,2020,6312
Inimutaba,2020,7560
Ipaba,2020,18769
Ipanema,2020,20000
Ipatinga,2020,265409
Ipiaçu,2020,4225
Ipuiúna,2020,10118
Iraí de Minas,2020,7027
Itabira,2020,120904
Itabirinha,2020,11576
Itabirito,2020,52446
Itacambira,2020,5417
Itacarambi,2020,18164
Itaguara,2020,13435
Itaipé,2020,12836
Itajubá,2020,97334
Itamarandiba,2020,34936
Itamarati de Minas,2020,4375
Itambacuri,2020,23209
Itambé do Mato Dentro,2020,2056
Itamogi,2020,10157
Itamonte,2020,15714
Itanhandu,2020,15423
Itanhomi,2020,12244
Itaobim,2020,21029
Itapagipe,2020,15379
Itapecerica,2020,21761
Itapeva,2020,9881
Itatiaiuçu,2020,11252
Itaú de Minas,2020,16199
Itaúna,2020,93847
Itaverava,2020,5369
Itinga,2020,15022
Itueta,2020,6063
Ituiutaba,2020,105255
Itumirim,2020,6000
Iturama,2020,39690
Itutinga,2020,3768
Jaboticatubas,2020,20418
Jacinto,2020,12323
Jacuí,2020,7691
Jacutinga,2020,26264
Jaguaraçu,2020,3142
Jaíba,2020,39388
Jampruca,2020,5429
Janaúba,2020,72018
Januária,2020,67852
Japaraíba,2020,4384
Japonvar,2020,7982
Jeceaba,2020,4852
Jenipapo de Minas,2020,7738
Jequeri,2020,12315
Jequitaí,2020,7468
Jequitibá,2020,5207
Jequitinhonha,2020,25474
Jesuânia,2020,4780
Joaíma,2020,15455
Joanésia,2020,4476
João Monlevade,2020,80416
João Pinheiro,2020,47726
Joaquim Felício,2020,4727
Jordânia,2020,10842
José Gonçalves de Minas,2020,4487
José Raydan,2020,5050
Josenópolis,2020,4889
Nova União,2020,5732
Juatuba,2020,27392
Juiz de Fora,2020,573285
Juramento,2020,4345
Juruaia,2020,10681
Juvenília,2020,5715
Ladainha,2020,18193
Lagamar,2020,7600
Lagoa da Prata,2020,52711
Lagoa dos Patos,2020,4082
Lagoa Dourada,2020,13063
Lagoa Formosa,2020,18111
Lagoa Grande,2020,9608
Lagoa Santa,2020,65657
Lajinha,2020,19918
Lambari,2020,20907
Lamim,2020,3379
Laranjal,2020,6833
Lassance,2020,6503
Lavras,2020,104783
Leandro Ferreira,2020,3226
Leme do Prado,2020,4920
Leopoldina,2020,52640
Liberdade,2020,5031
Lima Duarte,2020,16724
Limeira do Oeste,2020,7589
Lontra,2020,9714
Luisburgo,2020,6258
Luislândia,2020,6718
Luminárias,2020,5438
Luz,2020,18257
Machacalis,2020,7111
Machado,2020,42413
Madre de Deus de Minas,2020,5109
Malacacheta,2020,18602
Mamonas,2020,6554
Manga,2020,18226
Manhuaçu,2020,91169
Manhumirim,2020,22802
Mantena,2020,27647
Maravilhas,2020,8046
Mar de Espanha,2020,12901
Maria da Fé,2020,14056
Mariana,2020,61288
Marilac,2020,4097
Mário Campos,2020,15619
Maripá de Minas,2020,2987
Marliéria,2020,4034
Marmelópolis,2020,2728
Martinho Campos,2020,13443
Martins Soares,2020,8531
Mata Verde,2020,8644
Materlândia,2020,4436
Mateus Leme,2020,31364
Matias Barbosa,2020,14548
Matias Cardoso,2020,11260
Matipó,2020,19005
Mato Verde,2020,12412
Matozinhos,2020,38151
Matutina,2020,3741
Medeiros,2020,3832
Medina,2020,20759
Mendes Pimentel,2020,6446
Mercês,2020,10758
Mesquita,2020,5546
Minas Novas,2020,31497
Minduri,2020,3893
Mirabela,2020,13620
Miradouro,2020,10787
Miraí,2020,15111
Miravânia,2020,4914
Moeda,2020,4934
Moema,2020,7554
Monjolos,2020,2202
Monsenhor Paulo,2020,8727
Montalvânia,2020,14747
Monte Alegre de Minas,2020,21236
Monte Azul,2020,20696
Monte Belo,2020,13152
Monte Carmelo,2020,47931
Monte Formoso,2020,4923
Monte Santo de Minas,2020,21513
Montes Claros,2020,413487
Monte Sião,2020,24029
Montezuma,2020,8315
Morada Nova de Minas,2020,8910
Morro da Garça,2020,2437
Morro do Pilar,2020,3153
Munhoz,2020,5994
Muriaé,2020,109392
Mutum,2020,26961
Muzambinho,2020,20545
Nacip Raydan,2020,3220
Nanuque,2020,40665
Naque,2020,7051
Natalândia,2020,3308
Natércia,2020,4728
Nazareno,2020,8660
Nepomuceno,2020,26826
Ninheira,2020,10326
Nova Belém,2020,3128
Nova Era,2020,17551
Nova Lima,2020,96157
Nova Módica,2020,3573
Nova Ponte,2020,15800
Nova Porteirinha,2020,7497
Nova Resende,2020,16832
Nova Serrana,2020,105520
Novo Cruzeiro,2020,31335
Novo Oriente de Minas,2020,10778
Novorizonte,2020,5324
Olaria,2020,1720
Olhos-d'Água,2020,6171
Olímpio Noronha,2020,2809
Oliveira,2020,41840
Oliveira Fortes,2020,2130
Onça de Pitangui,2020,3152
Oratórios,2020,4663
Orizânia,2020,8079
Ouro Branco,2020,39867
Ouro Fino,2020,33791
Ouro Preto,2020,74558
Ouro Verde de Minas,2020,5914
Padre Carvalho,2020,6423
Padre Paraíso,2020,20252
Paineiras,2020,4462
Pains,2020,8296
Pai Pedro,2020,6094
Paiva,2020,1523
Palma,2020,6611
Palmópolis,2020,5349
Papagaios,2020,15800
Paracatu,2020,93862
Pará de Minas,2020,94808
Paraguaçu,2020,21605
Paraisópolis,2020,21221
Paraopeba,2020,24700
Passabém,2020,1633
Passa Quatro,2020,16393
Passa Tempo,2020,8057
Passa Vinte,2020,2031
Passos,2020,115337
Patis,2020,6002
Patos de Minas,2020,153585
Patrocínio,2020,91449
Patrocínio do Muriaé,2020,5715
Paula Cândido,2020,9584
Paulistas,2020,4812
Pavão,2020,8419
Peçanha,2020,17537
Pedra Azul,2020,24329
Pedra Bonita,2020,7128
Pedra do Anta,2020,3005
Pedra do Indaiá,2020,3974
Pedra Dourada,2020,2532
Pedralva,2020,11146
Pedras de Maria da Cruz,2020,12212
Pedrinópolis,2020,3643
Pedro Leopoldo,2020,64712
Pedro Teixeira,2020,1806
Pequeri,2020,3330
Pequi,2020,4432
Perdigão,2020,11755
Perdizes,2020,16321
Perdões,2020,21485
Periquito,2020,6773
Pescador,2020,4256
Piau,2020,2733
Piedade de Caratinga,2020,8702
Piedade de Ponte Nova,2020,4140
Piedade do Rio Grande,2020,4466
Piedade dos Gerais,2020,5009
Pimenta,2020,8688
Pingo-d'Água,2020,4986
Pintópolis,2020,7524
Piracema,2020,6398
Pirajuba,2020,6348
Piranga,2020,17634
Piranguçu,2020,5488
Piranguinho,2020,8640
Pirapetinga,2020,10772
Pirapora,2020,56640
Piraúba,2020,10759
Pitangui,2020,28215
Piumhi,2020,34918
Planura,2020,12292
Poço Fundo,2020,16846
Poços de Caldas,2020,168641
Pocrane,2020,8359
Pompéu,2020,32035
Ponte Nova,2020,59875
Ponto Chique,2020,4283
Ponto dos Volantes,2020,12179
Porteirinha,2020,37864
Porto Firme,2020,11348
Poté,2020,16616
Pouso Alegre,2020,152549
Pouso Alto,2020,5900
Prados,2020,9080
Prata,2020,28017
Pratápolis,2020,8566
Pratinha,2020,3631
Presidente Bernardes,2020,5341
Presidente Juscelino,2020,3606
Presidente Kubitschek,2020,3001
Presidente Olegário,2020,19627
Alto Jequitibá,2020,8301
Prudente de Morais,2020,10834
Quartel Geral,2020,3584
Queluzito,2020,1943
Raposos,2020,16429
Raul Soares,2020,23711
Recreio,2020,10520
Reduto,2020,7201
Resende Costa,2020,11540
Resplendor,2020,17396
Ressaquinha,2020,4817
Riachinho,2020,8134
Riacho dos Machados,2020,9476
Ribeirão das Neves,2020,338197
Ribeirão Vermelho,2020,4047
Rio Acima,2020,10420
Rio Casca,2020,13473
Rio Doce,2020,2620
Rio do Prado,2020,5133
Rio Espera,2020,5402
Rio Manso,2020,5879
Rio Novo,2020,8957
Rio Paranaíba,2020,12335
Rio Pardo de Minas,2020,31045
Rio Piracicaba,2020,14332
Rio Pomba,2020,17959
Rio Preto,2020,5485
Rio Vermelho,2020,12739
Ritápolis,2020,4562
Rochedo de Minas,2020,2320
Rodeiro,2020,8224
Romaria,2020,3520
Rosário da Limeira,2020,4622
Rubelita,2020,5798
Rubim,2020,10256
Sabará,2020,137125
Sabinópolis,2020,15416
Sacramento,2020,26374
Salinas,2020,41699
Salto da Divisa,2020,7012
Santa Bárbara,2020,31604
Santa Bárbara do Leste,2020,8181
Santa Bárbara do Monte Verde,2020,3182
Santa Bárbara do Tugúrio,2020,4407
Santa Cruz de Minas,2020,8664
Santa Cruz de Salinas,2020,4107
Santa Cruz do Escalvado,2020,4725
Santa Efigênia de Minas,2020,4381
Santa Fé de Minas,2020,3826
Santa Helena de Minas,2020,6386
Santa Juliana,2020,14255
Santa Luzia,2020,220444
Santa Margarida,2020,16302
Santa Maria de Itabira,2020,10857
Santa Maria do Salto,2020,5217
Santa Maria do Suaçuí,2020,14611
Santana da Vargem,2020,7073
Santana de Cataguases,2020,3891
Santana de Pirapama,2020,7589
Santana do Deserto,2020,3981
Santana do Garambéu,2020,2476
Santana do Jacaré,2020,4834
Santana do Manhuaçu,2020,8667
Santana do Paraíso,2020,35369
Santana do Riacho,2020,4315
Santana dos Montes,2020,3765
Santa Rita de Caldas,2020,8924
Santa Rita de Jacutinga,2020,4863
Santa Rita de Minas,2020,7268
Santa Rita de Ibitipoca,2020,3402
Santa Rita do Itueto,2020,5457
Santa Rita do Sapucaí,2020,43753
Santa Rosa da Serra,2020,3357
Santa Vitória,2020,19872
Santo Antônio do Amparo,2020,18613
Santo Antônio do Aventureiro,2020,3602
Santo Antônio do Grama,2020,3886
Santo Antônio do Itambé,2020,3799
Santo Antônio do Jacinto,2020,11604
Santo Antônio do Monte,2020,28427
Santo Antônio do Retiro,2020,7297
Santo Antônio do Rio Abaixo,2020,1760
Santo Hipólito,2020,3065
Santos Dumont,2020,46421
São Bento Abade,2020,5349
São Brás do Suaçuí,2020,3754
São Domingos das Dores,2020,5658
São Domingos do Prata,2020,17327
São Félix de Minas,2020,3362
São Francisco,2020,56477
São Francisco de Paula,2020,6520
São Francisco de Sales,2020,6274
São Francisco do Glória,2020,4800
São Geraldo,2020,12562
São Geraldo da Piedade,2020,3910
São Geraldo do Baixio,2020,4059
São Gonçalo do Abaeté,2020,8459
São Gonçalo do Pará,2020,12597
São Gonçalo do Rio Abaixo,2020,11019
São Gonçalo do Sapucaí,2020,25561
São Gotardo,2020,35782
São João Batista do Glória,2020,7498
São João da Lagoa,2020,4932
São João da Mata,2020,2746
São João da Ponte,2020,25098
São João das Missões,2020,13125
São João del Rei,2020,90497
São João do Manhuaçu,2020,11674
São João do Manteninha,2020,5918
São João do Oriente,2020,7444
São João do Pacuí,2020,4448
São João do Paraíso,2020,23709
São João Evangelista,2020,15767
São João Nepomuceno,2020,26447
São Joaquim de Bicas,2020,32148
São José da Barra,2020,7480
São José da Lapa,2020,24135
São José da Safira,2020,4280
São José da Varginha,2020,5079
São José do Alegre,2020,4210
São José do Divino,2020,3856
São José do Goiabal,2020,5387
São José do Jacuri,2020,6431
São José do Mantimento,2020,2806
São Lourenço,2020,46202
São Miguel do Anta,2020,6944
São Pedro da União,2020,4610
São Pedro dos Ferros,2020,7706
São Pedro do Suaçuí,2020,5202
São Romão,2020,12529
São Roque de Minas,2020,7076
São Sebastião da Bela Vista,2020,5552
São Sebastião da Vargem Alegre,2020,3024
São Sebastião do Anta,2020,6627
São Sebastião do Maranhão,2020,9963
São Sebastião do Oeste,2020,6863
São Sebastião do Paraíso,2020,71445
São Sebastião do Rio Preto,2020,1492
São Sebastião do Rio Verde,2020,2250
São Tiago,2020,10960
São Tomás de Aquino,2020,7000
São Tomé das Letras,2020,7120
São Vicente de Minas,2020,7815
Sapucaí-Mirim,2020,6989
Sardoá,2020,6361
Sarzedo,2020,33413
Setubinha,2020,12378
Sem-Peixe,2020,2606
Senador Amaral,2020,5361
Senador Cortes,2020,2003
Senador Firmino,2020,7858
Senador José Bento,2020,1461
Senador Modestino Gonçalves,2020,4105
Senhora de Oliveira,2020,5786
Senhora do Porto,2020,3519
Senhora dos Remédios,2020,10467
Sericita,2020,7333
Seritinga,2020,1854
Serra Azul de Minas,2020,4292
Serra da Saudade,2020,776
Serra dos Aimorés,2020,8713
Serra do Salitre,2020,11668
Serrania,2020,7668
Serranópolis de Minas,2020,4809
Serranos,2020,1956
Serro,2020,20940
Sete Lagoas,2020,241835
Silveirânia,2020,2264
Silvianópolis,2020,6248
Simão Pereira,2020,2618
Simonésia,2020,19736
Sobrália,2020,5514
Soledade de Minas,2020,6189
Tabuleiro,2020,3708
Taiobeiras,2020,34397
Taparuba,2020,3101
Tapira,2020,4832
Tapiraí,2020,1872
Taquaraçu de Minas,2020,4099
Tarumirim,2020,14302
Teixeiras,2020,11670
Teófilo Otoni,2020,140937
Timóteo,2020,90568
Tiradentes,2020,8072
Tiros,2020,6424
Tocantins,2020,16715
Tocos do Moji,2020,4109
Toledo,2020,6297
Tombos,2020,7850
Três Corações,2020,80032
Três Marias,2020,32716
Três Pontas,2020,56940
Tumiritinga,2020,6765
Tupaciguara,2020,25398
Turmalina,2020,20125
Turvolândia,2020,5070
Ubá,2020,116797
Ubaí,2020,12599
Ubaporanga,2020,12493
Uberaba,2020,337092
Uberlândia,2020,699097
Umburatiba,2020,2596
Unaí,2020,84930
União de Minas,2020,4284
Uruana de Minas,2020,3260
Urucânia,2020,10345
Urucuia,2020,17173
Vargem Alegre,2020,6470
Vargem Bonita,2020,2148
Vargem Grande do Rio Pardo,2020,5026
Varginha,2020,136602
Varjão de Minas,2020,7138
Várzea da Palma,2020,39803
Varzelândia,2020,19305
Vazante,2020,20642
Verdelândia,2020,9443
Veredinha,2020,5727
Veríssimo,2020,4045
Vermelho Novo,2020,4846
Vespasiano,2020,129765
Viçosa,2020,79388
Vieiras,2020,3589
Mathias Lobato,2020,3179
Virgem da Lapa,2020,13740
Virgínia,2020,8663
Virginópolis,2020,10484
Virgolândia,2020,5340
Visconde do Rio Branco,2020,42965
Volta Grande,2020,5261
Wenceslau Braz,2020,2548
Abadia dos Dourados,2021,7022
Abaeté,2021,23263
Abre Campo,2021,13434
Acaiaca,2021,3995
Açucena,2021,9270
Água Boa,2021,13319
Água Comprida,2021,1986
Aguanil,2021,4557
Águas Formosas,2021,19285
Águas Vermelhas,2021,13656
Aimorés,2021,25116
Aiuruoca,2021,5949
Alagoa,2021,2657
Albertina,2021,3015
Além Paraíba,2021,35438
Alfenas,2021,80973
Alfredo Vasconcelos,2021,7052
Almenara,2021,42380
Alpercata,2021,7448
Alpinópolis,2021,20059
Alterosa,2021,14566
Alto Caparaó,2021,5938
Alto Rio Doce,2021,10723
Alvarenga,2021,3783
Alvinópolis,2021,15135
Alvorada de Minas,2021,3605
Amparo do Serra,2021,4643
Andradas,2021,41704
Cachoeira de Pajeú,2021,9470
Andrelândia,2021,12189
Angelândia,2021,8594
Antônio Carlos,2021,11471
Antônio Dias,2021,9233
Antônio Prado de Minas,2021,1577
Araçaí,2021,2360
Aracitaba,2021,2056
Araçuaí,2021,36715
Araguari,2021,118361
Arantina,2021,2779
Araponga,2021,8467
Araporã,2021,6992
Arapuá,2021,2836
Araújos,2021,9523
Araxá,2021,108403
Arceburgo,2021,10990
Arcos,2021,40658
Areado,2021,15288
Argirita,2021,2681
Aricanduva,2021,5305
Arinos,2021,17850
Astolfo Dutra,2021,14358
Ataléia,2021,12496
Augusto de Lima,2021,4833
Baependi,2021,19249
Baldim,2021,7780
Bambuí,2021,23964
Bandeira,2021,4738
Bandeira do Sul,2021,5808
Barão de Cocais,2021,33232
Barão de Monte Alto,2021,5311
Barbacena,2021,139061
Barra Longa,2021,4905
Barroso,2021,20981
Bela Vista de Minas,2021,10269
Belmiro Braga,2021,3422
Belo Horizonte,2021,2530701
Belo Oriente,2021,27277
Belo Vale,2021,7723
Berilo,2021,11813
Bertópolis,2021,4609
Berizal,2021,4792
Betim,2021,450024
Bias Fortes,2021,3282
Bicas,2021,14612
Biquinhas,2021,2482
Boa Esperança,2021,40308
Bocaina de Minas,2021,5088
Bocaiúva,2021,50521
Bom Despacho,2021,51436
Bom Jardim de Minas,2021,6444
Bom Jesus da Penha,2021,4270
Bom Jesus do Amparo,2021,6182
Bom Jesus do Galho,2021,14792
Bom Repouso,2021,10527
Bom Sucesso,2021,17612
Bonfim,2021,6852
Bonfinópolis de Minas,2021,5397
Bonito de Minas,2021,11502
Borda da Mata,2021,19809
Botelhos,2021,14927
Botumirim,2021,6259
Brasilândia de Minas,2021,16950
Brasília de Minas,2021,32460
Brás Pires,2021,4255
Braúnas,2021,4737
Brazópolis,2021,14364
Brumadinho,2021,41208
Bueno Brandão,2021,10982
Buenópolis,2021,10342
Bugre,2021,3984
Buritis,2021,25179
Buritizeiro,2021,28184
Cabeceira Grande,2021,7025
Cabo Verde,2021,14074
Cachoeira da Prata,2021,3580
Cachoeira de Minas,2021,11609
Cachoeira Dourada,2021,2720
Caetanópolis,2021,11869
Caeté,2021,45364
Caiana,2021,5584
Cajuri,2021,3961
Caldas,2021,14600
Camacho,2021,2839
Camanducaia,2021,21831
Cambuí,2021,30068
Cambuquira,2021,12810
Campanário,2021,3739
Campanha,2021,16855
Campestre,2021,21052
Campina Verde,2021,19759
Campo Azul,2021,3830
Campo Belo,2021,54338
Campo do Meio,2021,11648
Campo Florido,2021,8383
Campos Altos,2021,15661
Campos Gerais,2021,28908
Canaã,2021,4533
Canápolis,2021,12251
Cana Verde,2021,5585
Candeias,2021,14890
Cantagalo,2021,4575
Caparaó,2021,5464
Capela Nova,2021,4616
Capelinha,2021,38321
Capetinga,2021,6860
Capim Branco,2021,9896
Capinópolis,2021,16294
Capitão Andrade,2021,5559
Capitão Enéas,2021,15388
Capitólio,2021,8693
Caputira,2021,9318
Caraí,2021,23872
Caranaíba,2021,3150
Carandaí,2021,25831
Carangola,2021,33022
Caratinga,2021,93124
Carbonita,2021,9423
Careaçu,2021,6826
Carlos Chagas,2021,18516
Carmésia,2021,2660
Carmo da Cachoeira,2021,12193
Carmo da Mata,2021,11546
Carmo de Minas,2021,15031
Carmo do Cajuru,2021,22900
Carmo do Paranaíba,2021,30339
Carmo do Rio Claro,2021,21310
Carmópolis de Minas,2021,19756
Carneirinho,2021,10103
Carrancas,2021,4052
Carvalhópolis,2021,3614
Carvalhos,2021,4445
Casa Grande,2021,2251
Cascalho Rico,2021,3108
Cássia,2021,17741
Conceição da Barra de Minas,2021,3939
Cataguases,2021,75942
Catas Altas,2021,5465
Catas Altas da Noruega,2021,3665
Catuji,2021,6206
Catuti,2021,4944
Caxambu,2021,21566
Cedro do Abaeté,2021,1150
Central de Minas,2021,7059
Centralina,2021,10343
Chácara,2021,3216
Chalé,2021,5695
Chapada do Norte,2021,15334
Chapada Gaúcha,2021,14217
Chiador,2021,2657
Cipotânea,2021,6811
Claraval,2021,4873
Claro dos Poções,2021,7478
Cláudio,2021,29093
Coimbra,2021,7631
Coluna,2021,8810
Comendador Gomes,2021,3128
Comercinho,2021,6624
Conceição da Aparecida,2021,10351
Conceição das Pedras,2021,2814
Conceição das Alagoas,2021,28782
Conceição de Ipanema,2021,4581
Conceição do Mato Dentro,2021,17438
Conceição do Pará,2021,5558
Conceição do Rio Verde,2021,13729
Conceição dos Ouros,2021,11852
Cônego Marinho,2021,7730
Confins,2021,6867
Congonhal,2021,12209
Congonhas,2021,55836
Congonhas do Norte,2021,5047
Conquista,2021,6997
Conselheiro Lafaiete,2021,130584
Conselheiro Pena,2021,22975
Consolação,2021,1786
Contagem,2021,673849
Coqueiral,2021,9099
Coração de Jesus,2021,26620
Cordisburgo,2021,8903
Cordislândia,2021,3546
Corinto,2021,23607
Coroaci,2021,9897
Coromandel,2021,27958
Coronel Fabriciano,2021,110709
Coronel Murta,2021,9209
Coronel Pacheco,2021,3095
Coronel Xavier Chaves,2021,3448
Córrego Danta,2021,3168
Córrego do Bom Jesus,2021,3685
Córrego Fundo,2021,6425
Córrego Novo,2021,2688
Couto de Magalhães de Minas,2021,4436
Crisólita,2021,6814
Cristais,2021,13060
Cristália,2021,5992
Cristiano Otoni,2021,5161
Cristina,2021,10211
Crucilândia,2021,5072
Cruzeiro da Fortaleza,2021,3651
Cruzília,2021,15529
Cuparaque,2021,5026
Curral de Dentro,2021,7867
Curvelo,2021,81085
Datas,2021,5431
Delfim Moreira,2021,8007
Delfinópolis,2021,7146
Delta,2021,10994
Descoberto,2021,5044
Desterro de Entre Rios,2021,7266
Desterro do Melo,2021,2867
Diamantina,2021,47924
Diogo de Vasconcelos,2021,3779
Dionísio,2021,7493
Divinésia,2021,3430
Divino,2021,20020
Divino das Laranjeiras,2021,4969
Divinolândia de Minas,2021,7655
Divinópolis,2021,242505
Divisa Alegre,2021,6946
Divisa Nova,2021,6039
Divisópolis,2021,11396
Dom Bosco,2021,3635
Dom Cavati,2021,5025
Dom Joaquim,2021,4436
Dom Silvério,2021,5227
Dom Viçoso,2021,2992
Dona Euzébia,2021,6664
Dores de Campos,2021,10291
Dores de Guanhães,2021,5139
Dores do Indaiá,2021,13373
Dores do Turvo,2021,4202
Doresópolis,2021,1539
Douradoquara,2021,1915
Durandé,2021,7898
Elói Mendes,2021,28556
Engenheiro Caldas,2021,11268
Engenheiro Navarro,2021,7240
Entre Folhas,2021,5383
Entre Rios de Minas,2021,15458
Ervália,2021,19019
Esmeraldas,2021,72512
Espera Feliz,2021,25287
Espinosa,2021,31603
Espírito Santo do Dourado,2021,4728
Estiva,2021,11416
Estrela Dalva,2021,2308
Estrela do Indaiá,2021,3483
Estrela do Sul,2021,8057
Eugenópolis,2021,11383
Ewbank da Câmara,2021,3932
Extrema,2021,37649
Fama,2021,2374
Faria Lemos,2021,3202
Felício dos Santos,2021,4656
São Gonçalo do Rio Preto,2021,3178
Felisburgo,2021,7548
Felixlândia,2021,15528
Fernandes Tourinho,2021,3500
Ferros,2021,9576
Fervedouro,2021,11100
Florestal,2021,7602
Formiga,2021,67956
Formoso,2021,9810
Fortaleza de Minas,2021,4460
Fortuna de Minas,2021,2986
Francisco Badaró,2021,10311
Francisco Dumont,2021,5268
Francisco Sá,2021,26459
Franciscópolis,2021,5287
Frei Gaspar,2021,5858
Frei Inocêncio,2021,9716
Frei Lagonegro,2021,3496
Fronteira,2021,18866
Fronteira dos Vales,2021,4542
Fruta de Leite,2021,5232
Frutal,2021,60508
Funilândia,2021,4434
Galiléia,2021,6764
Gameleiras,2021,5084
Glaucilândia,2021,3177
Goiabeira,2021,3402
Goianá,2021,4014
Gonçalves,2021,4360
Gonzaga,2021,6184
Gouveia,2021,11811
Governador Valadares,2021,282164
Grão Mogol,2021,15943
Grupiara,2021,1386
Guanhães,2021,34818
Guapé,2021,14269
Guaraciaba,2021,10307
Guaraciama,2021,5005
Guaranésia,2021,19014
Guarani,2021,8926
Guarará,2021,3755
Guarda-Mor,2021,6558
Guaxupé,2021,52234
Guidoval,2021,7026
Guimarânia,2021,8168
Guiricema,2021,8296
Gurinhatã,2021,5516
Heliodora,2021,6623
Iapu,2021,11085
Ibertioga,2021,4999
Ibiá,2021,25511
Ibiaí,2021,8478
Ibiracatu,2021,5340
Ibiraci,2021,14128
Ibirité,2021,184030
Ibitiúra de Minas,2021,3497
Ibituruna,2021,3003
Icaraí de Minas,2021,12200
Igarapé,2021,44561
Igaratinga,2021,11146
Iguatama,2021,7901
Ijaci,2021,6667
Ilicínea,2021,12511
Imbé de Minas,2021,6976
Inconfidentes,2021,7387
Indaiabira,2021,7328
Indianópolis,2021,7009
Ingaí,2021,2785
Inhapim,2021,24020
Inhaúma,2021,6352
Inimutaba,2021,7605
Ipaba,2021,18926
Ipanema,2021,20133
Ipatinga,2021,267333
Ipiaçu,2021,4229
Ipuiúna,2021,10156
Iraí de Minas,2021,7067
Itabira,2021,121717
Itabirinha,2021,11637
Itabirito,2021,52996
Itacambira,2021,5447
Itacarambi,2021,18175
Itaguara,2021,13510
Itaipé,2021,12910
Itajubá,2021,97782
Itamarandiba,2021,35130
Itamarati de Minas,2021,4395
Itambacuri,2021,23207
Itambé do Mato Dentro,2021,2032
Itamogi,2021,10122
Itamonte,2021,15844
Itanhandu,2021,15511
Itanhomi,2021,12259
Itaobim,2021,20997
Itapagipe,2021,15511
Itapecerica,2021,21760
Itapeva,2021,9976
