Município,Ano,PIB per capita
Abre Campo,2016,13692.0
Acaiaca,2016,8959.87
Açucena,2016,9405.42
Água Boa,2016,9245.87
Água Comprida,2016,65903.86
Aguanil,2016,14611.1
Águas Formosas,2016,11465.6
Águas Vermelhas,2016,13628.35
Aimorés,2016,15615.35
Aiuruoca,2016,15853.89
Alagoa,2016,11413.04
Albertina,2016,25807.19
Além Paraíba,2016,22878.93
Alfenas,2016,28982.74
Alfredo Vasconcelos,2016,13850.55
Almenara,2016,11401.83
Alpercata,2016,10248.58
Alpinópolis,2016,17587.04
Alterosa,2016,14679.86
Alto Caparaó,2016,15188.45
Alto Rio Doce,2016,11420.27
Alvarenga,2016,8858.18
Alvinópolis,2016,17215.85
Alvorada de Minas,2016,12879.06
Amparo do Serra,2016,9466.52
Andradas,2016,21150.25
Cachoeira de Pajeú,2016,9327.18
Andrelândia,2016,15618.48
Angelândia,2016,9396.89
Antônio Carlos,2016,12170.91
Antônio Dias,2016,15187.87
Antônio Prado de Minas,2016,12767.89
Araçaí,2016,19193.15
Aracitaba,2016,10496.01
Araçuaí,2016,9807.09
Araguari,2016,32951.37
Arantina,2016,18458.77
Araponga,2016,9733.76
Araporã,2016,161170.42
Arapuá,2016,40657.08
Araújos,2016,29952.1
Araxá,2016,46131.44
Arceburgo,2016,25067.17
Arcos,2016,27928.14
Areado,2016,14630.93
Argirita,2016,10648.67
Aricanduva,2016,7368.62
Arinos,2016,11184.66
Astolfo Dutra,2016,19783.75
Ataléia,2016,10630.16
Augusto de Lima,2016,12675.85
Baependi,2016,14077.45
Baldim,2016,12687.01
Bambuí,2016,24260.36
Bandeira,2016,9037.03
Bandeira do Sul,2016,11619.55
Barão de Cocais,2016,20209.92
Barão de Monte Alto,2016,8043.37
Barbacena,2016,18865.9
Barra Longa,2016,12067.31
Barroso,2016,15096.8
Bela Vista de Minas,2016,15259.72
Belmiro Braga,2016,14922.99
Belo Horizonte,2016,35169.76
Belo Oriente,2016,53674.65
Belo Vale,2016,16993.9
Berilo,2016,7038.0
Bertópolis,2016,8020.59
Berizal,2016,9549.59
Betim,2016,59561.98
Bias Fortes,2016,8853.02
Bicas,2016,15987.85
Biquinhas,2016,14866.38
Boa Esperança,2016,21670.55
Bocaina de Minas,2016,9803.62
Bocaiúva,2016,14590.03
Bom Despacho,2016,23170.21
Bom Jardim de Minas,2016,17881.08
Bom Jesus da Penha,2016,29703.35
Bom Jesus do Amparo,2016,12113.75
Bom Jesus do Galho,2016,8856.43
Bom Repouso,2016,12688.46
Bom Sucesso,2016,17548.64
Bonfim,2016,12557.11
Bonfinópolis de Minas,2016,36026.95
Bonito de Minas,2016,6878.48
Borda da Mata,2016,16058.59
Botelhos,2016,15704.01
Botumirim,2016,7000.36
Brasilândia de Minas,2016,12559.66
Brasília de Minas,2016,9278.38
Brás Pires,2016,7938.45
Braúnas,2016,22714.14
Brazópolis,2016,11635.62
Brumadinho,2016,42122.38
Bueno Brandão,2016,12974.09
Buenópolis,2016,10647.62
Bugre,2016,8021.82
Buritis,2016,27262.81
Buritizeiro,2016,15300.92
Cabeceira Grande,2016,26981.14
Cabo Verde,2016,16000.12
Cachoeira da Prata,2016,10077.57
Cachoeira de Minas,2016,28512.02
Cachoeira Dourada,2016,25418.76
Caetanópolis,2016,19413.43
Caeté,2016,13943.22
Caiana,2016,10970.27
Cajuri,2016,15552.59
Caldas,2016,15730.54
Camacho,2016,15393.88
Camanducaia,2016,23993.08
Cambuí,2016,34619.01
Cambuquira,2016,22510.96
Campanário,2016,10531.81
Campanha,2016,19501.35
Campestre,2016,15899.83
Campina Verde,2016,27094.47
Campo Azul,2016,8746.75
Campo Belo,2016,17248.97
Campo do Meio,2016,12970.41
Campo Florido,2016,51628.39
Campos Altos,2016,22786.97
Campos Gerais,2016,16659.55
Canaã,2016,12106.64
Canápolis,2016,27284.4
Cana Verde,2016,11846.07
Candeias,2016,20276.19
Cantagalo,2016,10496.24
Caparaó,2016,16917.89
Capela Nova,2016,9708.44
Capelinha,2016,14451.58
Capetinga,2016,17306.73
Capim Branco,2016,8285.69
Capinópolis,2016,21140.55
Capitão Andrade,2016,8333.17
Capitão Enéas,2016,16406.45
Capitólio,2016,23327.09
Caputira,2016,8974.58
Caraí,2016,6347.07
Caranaíba,2016,9794.18
Carandaí,2016,22327.89
Carangola,2016,15092.74
Caratinga,2016,16725.75
Carbonita,2016,10011.32
Careaçu,2016,20723.6
Carlos Chagas,2016,17947.2
Carmésia,2016,9818.32
Carmo da Cachoeira,2016,19334.53
Carmo da Mata,2016,14219.99
Carmo de Minas,2016,13270.02
Carmo do Cajuru,2016,17505.89
Carmo do Paranaíba,2016,22666.74
Carmo do Rio Claro,2016,20743.04
Carmópolis de Minas,2016,20244.57
Carneirinho,2016,30406.78
Carrancas,2016,18039.15
Carvalhópolis,2016,15611.0
Carvalhos,2016,10868.81
Casa Grande,2016,15770.86
Cascalho Rico,2016,19565.44
Cássia,2016,19243.02
Conceição da Barra de Minas,2016,11503.91
Cataguases,2016,19890.62
Catas Altas,2016,52146.24
Catas Altas da Noruega,2016,7284.78
Catuji,2016,8379.89
Catuti,2016,7757.99
Caxambu,2016,13921.77
Cedro do Abaeté,2016,17969.43
Central de Minas,2016,11615.63
Centralina,2016,17872.71
Chácara,2016,12219.61
Chalé,2016,13010.01
Chapada do Norte,2016,5790.73
Chapada Gaúcha,2016,13830.21
Chiador,2016,10074.79
Cipotânea,2016,6802.22
Claraval,2016,28492.02
Claro dos Poções,2016,8015.0
Cláudio,2016,20543.19
Coimbra,2016,13517.61
Coluna,2016,9265.57
Comendador Gomes,2016,32275.95
Comercinho,2016,7292.8
Conceição da Aparecida,2016,18834.55
Conceição das Pedras,2016,16717.58
Conceição das Alagoas,2016,29398.82
Conceição de Ipanema,2016,8914.8
Conceição do Mato Dentro,2016,31878.79
Conceição do Pará,2016,45182.06
Conceição do Rio Verde,2016,15308.83
Conceição dos Ouros,2016,12354.01
Cônego Marinho,2016,6416.31
Confins,2016,153877.92
Congonhal,2016,16490.58
Congonhas,2016,25435.05
Congonhas do Norte,2016,7532.58
Conquista,2016,60975.48
Conselheiro Lafaiete,2016,15813.88
Conselheiro Pena,2016,11564.56
Consolação,2016,14640.4
Contagem,2016,40517.84
Coqueiral,2016,18565.14
Coração de Jesus,2016,7776.94
Cordisburgo,2016,11123.0
Cordislândia,2016,19811.51
Corinto,2016,12427.2
Coroaci,2016,8569.13
Coromandel,2016,33015.25
Coronel Fabriciano,2016,14733.77
Coronel Murta,2016,8740.49
Coronel Pacheco,2016,12816.34
Coronel Xavier Chaves,2016,15135.97
Córrego Danta,2016,30935.36
Córrego do Bom Jesus,2016,9014.49
Córrego Fundo,2016,24311.12
Córrego Novo,2016,11609.71
Couto de Magalhães de Minas,2016,9970.55
Crisólita,2016,8126.09
Cristais,2016,17038.25
Cristália,2016,6738.89
Cristiano Otoni,2016,15822.1
Cristina,2016,15734.35
Crucilândia,2016,11673.0
Cruzeiro da Fortaleza,2016,22072.05
Cruzília,2016,14206.57
Cuparaque,2016,8755.03
Curral de Dentro,2016,8039.86
Curvelo,2016,17044.31
Datas,2016,9332.66
Delfim Moreira,2016,10759.94
Delfinópolis,2016,23490.08
Delta,2016,33233.32
Descoberto,2016,11821.13
Desterro de Entre Rios,2016,13891.83
Desterro do Melo,2016,11555.1
Diamantina,2016,14802.44
Diogo de Vasconcelos,2016,8647.16
Dionísio,2016,8247.04
Divinésia,2016,12077.93
Divino,2016,11821.67
Divino das Laranjeiras,2016,9449.63
Divinolândia de Minas,2016,7033.04
Divinópolis,2016,24207.91
Divisa Alegre,2016,13706.45
Divisa Nova,2016,14690.05
Divisópolis,2016,6294.67
Dom Bosco,2016,13264.39
Dom Cavati,2016,9993.63
Dom Joaquim,2016,9381.16
Dom Silvério,2016,14857.33
Dom Viçoso,2016,9731.87
Dona Euzébia,2016,11314.49
Dores de Campos,2016,22285.58
Dores de Guanhães,2016,20695.05
Dores do Indaiá,2016,15195.8
Dores do Turvo,2016,9587.13
Doresópolis,2016,36049.23
Douradoquara,2016,25762.16
Durandé,2016,12766.9
Elói Mendes,2016,20165.9
Engenheiro Caldas,2016,9829.82
Engenheiro Navarro,2016,9795.47
Entre Folhas,2016,9278.47
Entre Rios de Minas,2016,12137.79
Ervália,2016,16853.85
Esmeraldas,2016,9702.53
Espera Feliz,2016,17326.83
Espinosa,2016,8577.68
Espírito Santo do Dourado,2016,17915.24
Estiva,2016,22758.29
Estrela Dalva,2016,12347.73
Estrela do Indaiá,2016,27314.81
Estrela do Sul,2016,43505.87
Eugenópolis,2016,12668.73
Ewbank da Câmara,2016,9724.0
Extrema,2016,183119.63
Fama,2016,16366.36
Faria Lemos,2016,14391.53
Felício dos Santos,2016,8688.11
São Gonçalo do Rio Preto,2016,9163.33
Felisburgo,2016,7964.55
Felixlândia,2016,17063.76
Fernandes Tourinho,2016,9876.42
Ferros,2016,10372.76
Fervedouro,2016,9711.77
Florestal,2016,14471.6
Formiga,2016,21770.2
Formoso,2016,19368.06
Fortaleza de Minas,2016,22641.09
Fortuna de Minas,2016,11787.19
Francisco Badaró,2016,5990.42
Francisco Dumont,2016,8879.63
Francisco Sá,2016,14166.36
Franciscópolis,2016,11913.42
Frei Gaspar,2016,9156.83
Frei Inocêncio,2016,10041.32
Frei Lagonegro,2016,7933.84
Fronteira,2016,66686.89
Fronteira dos Vales,2016,7374.34
Fruta de Leite,2016,6500.83
Frutal,2016,27883.29
Funilândia,2016,11780.19
Galiléia,2016,10270.2
Gameleiras,2016,7772.06
Glaucilândia,2016,8332.8
Goiabeira,2016,9953.1
Goianá,2016,14730.77
Gonçalves,2016,12987.0
Gonzaga,2016,7403.77
Gouveia,2016,11603.39
Governador Valadares,2016,20252.69
Grão Mogol,2016,17533.15
Grupiara,2016,18663.86
Guanhães,2016,18005.87
Guapé,2016,16429.15
Guaraciaba,2016,7930.48
Guaraciama,2016,7798.28
Guaranésia,2016,19291.67
Guarani,2016,13989.35
Guarará,2016,11067.58
Guarda-Mor,2016,50122.27
Guaxupé,2016,35527.73
Guidoval,2016,13107.91
Guimarânia,2016,18393.64
Guiricema,2016,10565.21
Gurinhatã,2016,20869.45
Heliodora,2016,15011.77
Iapu,2016,9147.54
Ibertioga,2016,11475.52
Ibiá,2016,35821.68
Ibiaí,2016,8699.4
Ibiracatu,2016,6427.56
Ibiraci,2016,45878.35
Ibirité,2016,11365.23
Ibitiúra de Minas,2016,14632.44
Ibituruna,2016,12531.92
Icaraí de Minas,2016,6406.42
Igarapé,2016,16653.59
Igaratinga,2016,30881.15
Iguatama,2016,43348.65
Ijaci,2016,52541.28
Ilicínea,2016,15901.83
Imbé de Minas,2016,8391.92
Inconfidentes,2016,13132.71
Indaiabira,2016,7732.08
Indianópolis,2016,86982.31
Ingaí,2016,18876.29
Inhapim,2016,11691.83
Inhaúma,2016,15402.71
Inimutaba,2016,11516.97
Ipaba,2016,7285.85
Ipanema,2016,10965.75
Ipatinga,2016,32701.76
Ipiaçu,2016,19437.08
Ipuiúna,2016,16665.63
Iraí de Minas,2016,30876.16
Itabira,2016,31453.37
Itabirinha,2016,8798.04
Itabirito,2016,55413.13
Itacambira,2016,10886.37
Itacarambi,2016,9991.39
Itaguara,2016,17709.67
Itaipé,2016,6891.23
Itajubá,2016,27390.89
Itamarandiba,2016,10477.56
Itamarati de Minas,2016,10401.37
Itambacuri,2016,11034.65
Itambé do Mato Dentro,2016,10665.26
Itamogi,2016,19396.75
Itamonte,2016,47303.99
Itanhandu,2016,26533.37
Itanhomi,2016,8974.21
Itaobim,2016,12057.88
Itapagipe,2016,25991.41
Itapecerica,2016,19432.42
Itapeva,2016,25669.19
Itatiaiuçu,2016,71001.09
Itaú de Minas,2016,30435.36
Itaúna,2016,28451.83
Itaverava,2016,9522.75
Itinga,2016,8101.45
Itueta,2016,12668.48
Ituiutaba,2016,27595.15
Itumirim,2016,9804.97
Iturama,2016,52137.89
Itutinga,2016,25395.67
Jaboticatubas,2016,10330.18
Jacinto,2016,8012.15
Jacuí,2016,14546.68
Jacutinga,2016,19848.07
Jaguaraçu,2016,19665.1
Jaíba,2016,13921.61
Jampruca,2016,9594.67
Janaúba,2016,14382.24
Januária,2016,9304.65
Japaraíba,2016,13782.87
Japonvar,2016,6612.52
Jeceaba,2016,113040.96
Jenipapo de Minas,2016,6068.23
Jequeri,2016,11845.94
Jequitaí,2016,9428.69
Jequitibá,2016,19588.81
Jequitinhonha,2016,9362.63
Jesuânia,2016,13562.45
Joaíma,2016,7995.5
Joanésia,2016,17397.29
João Monlevade,2016,29310.42
João Pinheiro,2016,27504.89
Joaquim Felício,2016,9351.5
Jordânia,2016,7623.07
José Gonçalves de Minas,2016,7565.24
José Raydan,2016,10476.46
Josenópolis,2016,7875.16
Nova União,2016,11717.75
Juatuba,2016,42659.99
Juiz de Fora,2016,25954.13
Juramento,2016,9087.49
Juruaia,2016,17329.85
Juvenília,2016,8492.98
Ladainha,2016,6091.62
Lagamar,2016,20795.79
Lagoa da Prata,2016,27160.87
Lagoa dos Patos,2016,10105.19
Lagoa Dourada,2016,17823.65
Lagoa Formosa,2016,18673.98
Lagoa Grande,2016,22125.14
Lagoa Santa,2016,32337.62
Lajinha,2016,15735.43
Lambari,2016,16043.04
Lamim,2016,10393.4
Laranjal,2016,10521.6
Lassance,2016,13655.47
Lavras,2016,22464.93
Leandro Ferreira,2016,12090.38
Leme do Prado,2016,9308.37
Leopoldina,2016,18424.98
Liberdade,2016,14211.6
Lima Duarte,2016,14740.49
Limeira do Oeste,2016,41963.87
Lontra,2016,6549.43
Luisburgo,2016,11386.48
Luislândia,2016,7439.04
Luminárias,2016,13419.66
Luz,2016,23426.97
Machacalis,2016,10148.54
Machado,2016,22605.61
Madre de Deus de Minas,2016,35465.25
Malacacheta,2016,9970.15
Mamonas,2016,7051.94
Manga,2016,10565.19
Manhuaçu,2016,23670.87
Manhumirim,2016,18723.35
Mantena,2016,12821.61
Maravilhas,2016,14427.88
Mar de Espanha,2016,12035.18
Maria da Fé,2016,10433.69
Mariana,2016,37570.69
Marilac,2016,9286.16
Mário Campos,2016,10439.17
Maripá de Minas,2016,16186.12
Marliéria,2016,9428.34
Marmelópolis,2016,9892.86
Martinho Campos,2016,22389.73
Martins Soares,2016,16584.15
Mata Verde,2016,6942.03
Materlândia,2016,9535.32
Mateus Leme,2016,18747.27
Matias Barbosa,2016,40030.48
Matias Cardoso,2016,13189.89
Matipó,2016,21198.63
Mato Verde,2016,8840.41
Matozinhos,2016,25287.05
Matutina,2016,16943.5
Medeiros,2016,38788.01
Medina,2016,9827.0
Mendes Pimentel,2016,8725.01
Mercês,2016,10458.84
Mesquita,2016,7433.23
Minas Novas,2016,7844.8
Minduri,2016,20453.53
Mirabela,2016,8268.89
Miradouro,2016,12290.42
Miraí,2016,11764.84
Miravânia,2016,6664.62
Moeda,2016,11266.55
Moema,2016,13080.02
Monjolos,2016,14012.62
Monsenhor Paulo,2016,23650.19
Montalvânia,2016,8012.44
Monte Alegre de Minas,2016,27473.36
Monte Azul,2016,8396.44
Monte Belo,2016,19022.98
Monte Carmelo,2016,21583.32
Monte Formoso,2016,6440.53
Monte Santo de Minas,2016,19902.1
Montes Claros,2016,22020.04
Monte Sião,2016,17400.23
Montezuma,2016,6271.27
Morada Nova de Minas,2016,29232.41
Morro da Garça,2016,64631.93
Morro do Pilar,2016,9038.98
Munhoz,2016,12577.56
Muriaé,2016,18879.2
Mutum,2016,12462.89
Muzambinho,2016,21803.78
Nacip Raydan,2016,8999.87
Nanuque,2016,15415.23
Naque,2016,9847.74
Natalândia,2016,14016.93
Natércia,2016,17134.28
Nazareno,2016,28938.48
Nepomuceno,2016,17487.72
Ninheira,2016,7229.86
Nova Belém,2016,16643.86
Nova Era,2016,17214.78
Nova Lima,2016,86179.55
Nova Módica,2016,10797.65
Nova Ponte,2016,57189.45
Nova Porteirinha,2016,15397.63
Nova Resende,2016,16768.22
Nova Serrana,2016,22767.27
Novo Cruzeiro,2016,7355.1
Novo Oriente de Minas,2016,6879.6
Novorizonte,2016,8503.11
Olaria,2016,12569.67
Olhos-d'Água,2016,38310.36
Olímpio Noronha,2016,14831.46
Oliveira,2016,18630.27
Oliveira Fortes,2016,13852.91
Onça de Pitangui,2016,15456.35
Oratórios,2016,10105.7
Orizânia,2016,10161.43
Ouro Branco,2016,77055.54
Ouro Fino,2016,18966.43
Ouro Preto,2016,40963.47
Ouro Verde de Minas,2016,7555.96
Padre Carvalho,2016,9996.62
Padre Paraíso,2016,7874.63
Paineiras,2016,12230.4
Pains,2016,34316.58
Pai Pedro,2016,6693.37
Paiva,2016,12703.29
Palma,2016,9382.88
Palmópolis,2016,7523.09
Papagaios,2016,14718.04
Paracatu,2016,36167.79
Pará de Minas,2016,27067.13
Paraguaçu,2016,23369.41
Paraisópolis,2016,19944.02
Paraopeba,2016,21599.43
Passabém,2016,10869.61
Passa Quatro,2016,19226.91
Passa Tempo,2016,19456.93
Passa Vinte,2016,14788.87
Passos,2016,20210.02
Patis,2016,7312.5
Patos de Minas,2016,27995.31
Patrocínio,2016,28497.01
Patrocínio do Muriaé,2016,12544.03
Paula Cândido,2016,9307.56
Paulistas,2016,9327.1
Pavão,2016,8014.38
Peçanha,2016,9758.33
Pedra Azul,2016,8509.82
Pedra Bonita,2016,10234.52
Pedra do Anta,2016,10258.22
Pedra do Indaiá,2016,20601.97
Pedra Dourada,2016,13286.0
Pedralva,2016,13084.41
Pedras de Maria da Cruz,2016,7079.73
Pedrinópolis,2016,33084.88
Pedro Leopoldo,2016,22509.15
Pedro Teixeira,2016,12153.34
Pequeri,2016,12485.03
Pequi,2016,13044.3
Perdigão,2016,15060.77
Perdizes,2016,41872.54
Perdões,2016,24287.92
Periquito,2016,11467.09
Pescador,2016,9524.81
Piau,2016,20803.27
Piedade de Caratinga,2016,11008.9
Piedade de Ponte Nova,2016,10392.65
Piedade do Rio Grande,2016,20676.95
Piedade dos Gerais,2016,13603.26
Pimenta,2016,20938.21
Pingo-d'Água,2016,7756.56
Pintópolis,2016,7818.58
Piracema,2016,15516.68
Pirajuba,2016,43379.65
Piranga,2016,8535.04
Piranguçu,2016,10025.23
Piranguinho,2016,11424.88
Pirapetinga,2016,42522.53
Pirapora,2016,29790.63
Piraúba,2016,13668.54
Pitangui,2016,14899.15
Piumhi,2016,25491.53
Planura,2016,36213.27
Poço Fundo,2016,15582.51
Poços de Caldas,2016,37131.86
Pocrane,2016,9802.83
Pompéu,2016,21514.21
Ponte Nova,2016,24669.92
Ponto Chique,2016,9033.12
Ponto dos Volantes,2016,8156.58
Porteirinha,2016,7973.36
Porto Firme,2016,7782.21
Poté,2016,8222.44
Pouso Alegre,2016,46899.72
Pouso Alto,2016,24604.99
Prados,2016,17874.68
Prata,2016,34246.3
Pratápolis,2016,16781.85
Pratinha,2016,27244.94
Presidente Bernardes,2016,8460.64
Presidente Juscelino,2016,11891.95
Presidente Kubitschek,2016,8445.43
Presidente Olegário,2016,23627.48
Alto Jequitibá,2016,12183.8
Prudente de Morais,2016,12654.64
Quartel Geral,2016,13455.66
Queluzito,2016,14153.66
Raposos,2016,11372.1
Raul Soares,2016,12120.28
Recreio,2016,8346.94
Reduto,2016,12032.26
Resende Costa,2016,13580.41
Resplendor,2016,13190.69
Ressaquinha,2016,37526.9
Riachinho,2016,12079.52
Riacho dos Machados,2016,17031.41
Ribeirão das Neves,2016,11108.71
Ribeirão Vermelho,2016,24795.92
Rio Acima,2016,13573.95
Rio Casca,2016,12591.55
Rio Doce,2016,11436.47
Rio do Prado,2016,7415.64
Rio Espera,2016,6674.52
Rio Manso,2016,14235.78
Rio Novo,2016,11789.83
Rio Paranaíba,2016,48311.84
Rio Pardo de Minas,2016,8179.51
Rio Piracicaba,2016,26193.17
Rio Pomba,2016,16117.8
Rio Preto,2016,10229.47
Rio Vermelho,2016,8255.04
Ritápolis,2016,12685.26
Rochedo de Minas,2016,11126.26
Rodeiro,2016,47678.33
Romaria,2016,45794.31
Rosário da Limeira,2016,11263.91
Rubelita,2016,7668.16
Rubim,2016,7850.58
Sabará,2016,17178.69
Sabinópolis,2016,11253.73
Sacramento,2016,52120.76
Salinas,2016,13141.34
Salto da Divisa,2016,13073.13
Santa Bárbara,2016,23628.29
Santa Bárbara do Leste,2016,9672.88
Santa Bárbara do Monte Verde,2016,13028.99
Santa Bárbara do Tugúrio,2016,10937.89
Santa Cruz de Minas,2016,8838.85
Santa Cruz de Salinas,2016,8317.52
Santa Cruz do Escalvado,2016,9118.93
Santa Efigênia de Minas,2016,8198.87
Santa Fé de Minas,2016,9403.89
Santa Helena de Minas,2016,6482.29
Santa Juliana,2016,48870.91
Santa Luzia,2016,15180.67
Santa Margarida,2016,16309.47
Santa Maria de Itabira,2016,13293.55
Santa Maria do Salto,2016,7227.8
Santa Maria do Suaçuí,2016,8435.57
Santana da Vargem,2016,21504.85
Santana de Cataguases,2016,11468.09
Santana de Pirapama,2016,11573.2
Santana do Deserto,2016,9305.4
Santana do Garambéu,2016,11800.68
Santana do Jacaré,2016,14819.65
Santana do Manhuaçu,2016,11483.04
Santana do Paraíso,2016,15602.65
Santana do Riacho,2016,14144.53
Santana dos Montes,2016,9167.46
Santa Rita de Caldas,2016,18625.95
Santa Rita de Jacutinga,2016,10875.22
Santa Rita de Minas,2016,11565.97
Santa Rita de Ibitipoca,2016,15477.45
Santa Rita do Itueto,2016,21318.64
Santa Rita do Sapucaí,2016,38977.34
Santa Rosa da Serra,2016,15102.34
Santa Vitória,2016,35376.96
Santo Antônio do Amparo,2016,16457.61
Santo Antônio do Aventureiro,2016,11620.4
Santo Antônio do Grama,2016,17107.5
Santo Antônio do Itambé,2016,8031.42
Santo Antônio do Jacinto,2016,6925.52
Santo Antônio do Monte,2016,17512.02
Santo Antônio do Retiro,2016,6918.85
Santo Antônio do Rio Abaixo,2016,11250.78
Santo Hipólito,2016,12045.08
Santos Dumont,2016,19352.96
São Bento Abade,2016,13702.83
São Brás do Suaçuí,2016,15841.48
São Domingos das Dores,2016,15033.74
São Domingos do Prata,2016,12787.8
São Félix de Minas,2016,10419.15
São Francisco,2016,8494.94
São Francisco de Paula,2016,15091.36
São Francisco de Sales,2016,22816.57
São Francisco do Glória,2016,11652.35
São Geraldo,2016,13390.76
São Geraldo da Piedade,2016,8791.76
São Geraldo do Baixio,2016,10221.5
São Gonçalo do Abaeté,2016,30669.95
São Gonçalo do Pará,2016,15004.24
São Gonçalo do Rio Abaixo,2016,194202.66
São Gonçalo do Sapucaí,2016,24934.04
São Gotardo,2016,20765.07
São João Batista do Glória,2016,16382.86
São João da Lagoa,2016,8744.35
São João da Mata,2016,14214.15
São João da Ponte,2016,7417.46
São João das Missões,2016,5447.67
São João del Rei,2016,20375.34
São João do Manhuaçu,2016,14733.24
São João do Manteninha,2016,11100.84
São João do Oriente,2016,9962.37
São João do Pacuí,2016,8085.45
São João do Paraíso,2016,8054.57
São João Evangelista,2016,10952.1
São João Nepomuceno,2016,14264.11
São Joaquim de Bicas,2016,19150.69
São José da Barra,2016,76923.49
São José da Lapa,2016,20403.46
São José da Safira,2016,8962.38
São José da Varginha,2016,18054.28
São José do Alegre,2016,9341.28
São José do Divino,2016,9972.32
São José do Goiabal,2016,9210.38
São José do Jacuri,2016,9514.55
São José do Mantimento,2016,10395.66
São Lourenço,2016,20323.18
São Miguel do Anta,2016,10387.96
São Pedro da União,2016,20463.68
São Pedro dos Ferros,2016,13670.58
São Pedro do Suaçuí,2016,10475.05
São Romão,2016,14994.49
São Roque de Minas,2016,27204.59
São Sebastião da Bela Vista,2016,47815.0
São Sebastião da Vargem Alegre,2016,17234.77
São Sebastião do Anta,2016,8371.5
São Sebastião do Maranhão,2016,6590.56
São Sebastião do Oeste,2016,43537.3
São Sebastião do Paraíso,2016,23245.79
São Sebastião do Rio Preto,2016,11395.31
São Sebastião do Rio Verde,2016,11081.46
São Tiago,2016,14700.49
São Tomás de Aquino,2016,20704.24
São Tomé das Letras,2016,14018.48
São Vicente de Minas,2016,18875.51
Sapucaí-Mirim,2016,13231.85
Sardoá,2016,9364.26
Sarzedo,2016,26037.92
Setubinha,2016,6039.85
Sem-Peixe,2016,10467.54
Senador Amaral,2016,10900.98
Senador Cortes,2016,11371.89
Senador Firmino,2016,9231.65
Senador José Bento,2016,16001.91
Senador Modestino Gonçalves,2016,8605.16
Senhora de Oliveira,2016,11873.81
Senhora do Porto,2016,9681.84
Senhora dos Remédios,2016,8325.09
Sericita,2016,11406.06
Seritinga,2016,17798.06
Serra Azul de Minas,2016,7237.34
Serra da Saudade,2016,21977.43
Serra dos Aimorés,2016,11004.13
Serra do Salitre,2016,35636.48
Serrania,2016,15410.48
Serranópolis de Minas,2016,6708.48
Serranos,2016,13589.34
Serro,2016,10266.06
Sete Lagoas,2016,31032.3
Silveirânia,2016,10851.52
Silvianópolis,2016,19053.17
Simão Pereira,2016,21827.33
Simonésia,2016,8915.94
Sobrália,2016,8511.38
Soledade de Minas,2016,8860.37
Tabuleiro,2016,12576.06
Taiobeiras,2016,11790.94
Taparuba,2016,10542.33
Tapira,2016,126003.61
Tapiraí,2016,24363.7
Taquaraçu de Minas,2016,11825.47
Tarumirim,2016,9440.07
Teixeiras,2016,10511.79
Teófilo Otoni,2016,16563.86
Timóteo,2016,29837.11
Tiradentes,2016,18189.19
Tiros,2016,26896.58
Tocantins,2016,16420.67
Tocos do Moji,2016,13452.01
Toledo,2016,10478.76
Tombos,2016,11165.85
Três Corações,2016,28171.06
Três Marias,2016,46355.63
Três Pontas,2016,22359.47
Tumiritinga,2016,7545.81
Tupaciguara,2016,25507.18
Turmalina,2016,12140.44
Turvolândia,2016,19526.07
Ubá,2016,22000.15
Ubaí,2016,6896.87
Ubaporanga,2016,9061.37
Uberaba,2016,41390.63
Uberlândia,2016,48611.02
Umburatiba,2016,10963.04
Unaí,2016,37615.7
União de Minas,2016,28919.09
Uruana de Minas,2016,16872.13
Urucânia,2016,15690.08
Urucuia,2016,7983.42
Vargem Alegre,2016,8280.46
Vargem Bonita,2016,20294.72
Vargem Grande do Rio Pardo,2016,8175.93
Varginha,2016,33685.66
Varjão de Minas,2016,28973.37
Várzea da Palma,2016,15267.21
Varzelândia,2016,7399.45
Vazante,2016,28064.69
Verdelândia,2016,9594.77
Veredinha,2016,10512.91
Veríssimo,2016,33820.05
Vermelho Novo,2016,11115.83
Vespasiano,2016,23398.82
Viçosa,2016,19366.08
Vieiras,2016,11315.49
Mathias Lobato,2016,9580.48
Virgem da Lapa,2016,7339.78
Virgínia,2016,13685.19
Virginópolis,2016,12604.81
Virgolândia,2016,8486.66
Visconde do Rio Branco,2016,25346.56
Volta Grande,2016,15036.82
Wenceslau Braz,2016,9530.31
Abadia dos Dourados,2017,21944.76
Abaeté,2017,18043.93
Abre Campo,2017,13538.52
Acaiaca,2017,9535.48
Açucena,2017,9702.86
Água Boa,2017,8926.06
Água Comprida,2017,64247.66
Aguanil,2017,13439.21
Águas Formosas,2017,11699.34
Águas Vermelhas,2017,16276.95
Aimorés,2017,16878.22
Aiuruoca,2017,14443.31
Alagoa,2017,12890.33
Albertina,2017,27812.38
Além Paraíba,2017,25724.73
Alfenas,2017,33425.9
Alfredo Vasconcelos,2017,12423.03
Almenara,2017,11874.49
Alpercata,2017,10478.77
Alpinópolis,2017,17758.23
Alterosa,2017,15027.65
Alto Caparaó,2017,12417.82
Alto Rio Doce,2017,13861.49
Alvarenga,2017,9320.71
Alvinópolis,2017,18015.77
Alvorada de Minas,2017,11579.64
Amparo do Serra,2017,9347.19
Andradas,2017,21441.94
Cachoeira de Pajeú,2017,9263.92
Andrelândia,2017,17483.29
Angelândia,2017,9096.25
Antônio Carlos,2017,12141.17
