Município,Ano,PIB per capita
Abadia dos Dourados,2014,27377.91
Abaeté,2014,14882.01
Abre Campo,2014,11316.06
Acaiaca,2014,7686.15
Açucena,2014,8293.11
Água Boa,2014,7531.95
Água Comprida,2014,47701.48
Aguanil,2014,10993.36
Águas Formosas,2014,9668.72
Águas Vermelhas,2014,11616.51
Aimorés,2014,14885.13
Aiuruoca,2014,11169.5
Alagoa,2014,10208.69
Albertina,2014,23742.8
Além Paraíba,2014,20698.92
Alfenas,2014,24933.05
Alfredo Vasconcelos,2014,11092.69
Almenara,2014,10152.44
Alpercata,2014,8513.65
Alpinópolis,2014,14790.79
Alterosa,2014,11728.52
Alto Caparaó,2014,9950.03
Alto Rio Doce,2014,8724.88
Alvarenga,2014,7500.58
Alvinópolis,2014,14457.65
Alvorada de Minas,2014,18671.72
Amparo do Serra,2014,7709.56
Andradas,2014,18261.55
Cachoeira de Pajeú,2014,7804.77
Andrelândia,2014,13506.04
Angelândia,2014,9042.48
Antônio Carlos,2014,10248.81
Antônio Dias,2014,12535.28
Antônio Prado de Minas,2014,10808.32
Araçaí,2014,15926.45
Aracitaba,2014,8890.79
Araçuaí,2014,9146.81
Araguari,2014,28619.71
Arantina,2014,14165.4
Araponga,2014,7510.08
Araporã,2014,119074.56
Arapuá,2014,32695.03
Araújos,2014,27593.4
Araxá,2014,47033.45
Arceburgo,2014,21536.43
Arcos,2014,33668.69
Areado,2014,12350.14
Argirita,2014,8759.36
Aricanduva,2014,6641.63
Arinos,2014,9992.54
Astolfo Dutra,2014,19097.6
Ataléia,2014,9139.32
Augusto de Lima,2014,11396.52
Baependi,2014,11684.05
Baldim,2014,10042.51
Bambuí,2014,19236.74
Bandeira,2014,7632.31
Bandeira do Sul,2014,9566.05
Barão de Cocais,2014,31161.24
Barão de Monte Alto,2014,7367.36
Barbacena,2014,16882.01
Barra Longa,2014,8424.74
Barroso,2014,17737.89
Bela Vista de Minas,2014,23274.97
Belmiro Braga,2014,12170.76
Belo Horizonte,2014,35024.13
Belo Oriente,2014,45738.0
Belo Vale,2014,16510.01
Berilo,2014,6932.53
Bertópolis,2014,6917.92
Berizal,2014,7736.29
Betim,2014,54130.7
Bias Fortes,2014,8130.9
Bicas,2014,14267.21
Biquinhas,2014,12719.16
Boa Esperança,2014,16203.96
Bocaina de Minas,2014,7533.26
Bocaiúva,2014,13321.75
Bom Despacho,2014,20362.65
Bom Jardim de Minas,2014,14594.1
Bom Jesus da Penha,2014,24153.85
Bom Jesus do Amparo,2014,10253.21
Bom Jesus do Galho,2014,7899.42
Bom Repouso,2014,10266.27
Bom Sucesso,2014,16042.86
Bonfim,2014,10902.48
Bonfinópolis de Minas,2014,26857.68
Bonito de Minas,2014,7519.14
Borda da Mata,2014,13871.12
Botelhos,2014,12548.18
Botumirim,2014,6222.06
Brasilândia de Minas,2014,11724.58
Brasília de Minas,2014,8140.56
Brás Pires,2014,7004.58
Braúnas,2014,18252.03
Brazópolis,2014,10021.29
Brumadinho,2014,79263.77
Bueno Brandão,2014,10252.78
Buenópolis,2014,9550.88
Bugre,2014,7134.99
Buritis,2014,23217.53
Buritizeiro,2014,11322.14
Cabeceira Grande,2014,25668.94
Cabo Verde,2014,12628.25
Cachoeira da Prata,2014,11131.3
Cachoeira de Minas,2014,18471.24
Cachoeira Dourada,2014,22165.98
Caetanópolis,2014,19625.24
Caeté,2014,13706.29
Caiana,2014,8683.19
Cajuri,2014,12657.47
Caldas,2014,13792.15
Camacho,2014,8816.65
Camanducaia,2014,21635.94
Cambuí,2014,26475.26
Cambuquira,2014,17606.82
Campanário,2014,10253.26
Campanha,2014,17630.02
Campestre,2014,12848.85
Campina Verde,2014,23648.09
Campo Azul,2014,7541.67
Campo Belo,2014,15369.38
Campo do Meio,2014,9721.73
Campo Florido,2014,43833.31
Campos Altos,2014,16945.5
Campos Gerais,2014,12739.73
Canaã,2014,9724.12
Canápolis,2014,23621.92
Cana Verde,2014,9641.52
Candeias,2014,13734.04
Cantagalo,2014,8638.48
Caparaó,2014,10363.5
Capela Nova,2014,7900.11
Capelinha,2014,13659.82
Capetinga,2014,13118.67
Capim Branco,2014,8079.02
Capinópolis,2014,15340.44
Capitão Andrade,2014,7362.5
Capitão Enéas,2014,16595.0
Capitólio,2014,20915.85
Caputira,2014,8206.71
Caraí,2014,5492.62
Caranaíba,2014,7583.99
Carandaí,2014,21717.45
Carangola,2014,12285.63
Caratinga,2014,14551.92
Carbonita,2014,15484.77
Careaçu,2014,16729.22
Carlos Chagas,2014,16118.16
Carmésia,2014,9327.01
Carmo da Cachoeira,2014,16113.31
Carmo da Mata,2014,13864.92
Carmo de Minas,2014,11536.56
Carmo do Cajuru,2014,16473.81
Carmo do Paranaíba,2014,17918.94
Carmo do Rio Claro,2014,16038.29
Carmópolis de Minas,2014,18741.19
Carneirinho,2014,25368.56
Carrancas,2014,16019.43
Carvalhópolis,2014,12110.9
Carvalhos,2014,9550.27
Casa Grande,2014,13316.15
Cascalho Rico,2014,16913.26
Cássia,2014,15843.79
Conceição da Barra de Minas,2014,9332.09
Cataguases,2014,18376.5
Catas Altas,2014,87923.76
Catas Altas da Noruega,2014,7666.32
Catuji,2014,6872.3
Catuti,2014,6494.41
Caxambu,2014,12570.79
Cedro do Abaeté,2014,12769.24
Central de Minas,2014,9735.49
Centralina,2014,13170.36
Chácara,2014,10369.52
Chalé,2014,10210.73
Chapada do Norte,2014,5230.52
Chapada Gaúcha,2014,9901.96
Chiador,2014,8988.01
Cipotânea,2014,5795.09
Claraval,2014,20887.32
Claro dos Poções,2014,7177.55
Cláudio,2014,17982.21
Coimbra,2014,10058.64
Coluna,2014,7118.44
Comendador Gomes,2014,31285.27
Comercinho,2014,6769.26
Conceição da Aparecida,2014,15338.72
Conceição das Pedras,2014,12863.36
Conceição das Alagoas,2014,24546.61
Conceição de Ipanema,2014,9998.34
Conceição do Mato Dentro,2014,19249.41
Conceição do Pará,2014,38163.1
Conceição do Rio Verde,2014,12215.05
Conceição dos Ouros,2014,10828.39
Cônego Marinho,2014,5704.72
Confins,2014,145133.52
Congonhal,2014,13034.64
Congonhas,2014,68596.05
Congonhas do Norte,2014,6864.6
Conquista,2014,26391.06
Conselheiro Lafaiete,2014,14389.28
Conselheiro Pena,2014,11036.69
Consolação,2014,11580.88
Contagem,2014,41085.68
Coqueiral,2014,13276.24
Coração de Jesus,2014,6544.57
Cordisburgo,2014,9350.75
Cordislândia,2014,14306.08
Corinto,2014,11349.06
Coroaci,2014,7249.44
Coromandel,2014,28094.69
Coronel Fabriciano,2014,13630.04
Coronel Murta,2014,6730.41
Coronel Pacheco,2014,11500.88
Coronel Xavier Chaves,2014,11574.91
Córrego Danta,2014,22783.0
Córrego do Bom Jesus,2014,7666.22
Córrego Fundo,2014,31223.3
Córrego Novo,2014,10310.73
Couto de Magalhães de Minas,2014,10140.53
Crisólita,2014,7119.54
Cristais,2014,11275.64
Cristália,2014,6928.64
Cristiano Otoni,2014,16160.36
Cristina,2014,14222.61
Crucilândia,2014,10206.14
Cruzeiro da Fortaleza,2014,17511.85
Cruzília,2014,11629.29
Cuparaque,2014,8418.47
Curral de Dentro,2014,7431.9
Curvelo,2014,15761.45
Datas,2014,8650.75
Delfim Moreira,2014,9905.91
Delfinópolis,2014,18794.22
Delta,2014,28063.2
Descoberto,2014,10286.48
Desterro de Entre Rios,2014,7963.72
Desterro do Melo,2014,10343.17
Diamantina,2014,12619.8
Diogo de Vasconcelos,2014,6458.01
Dionísio,2014,7177.22
Divinésia,2014,11012.06
Divino,2014,9813.0
Divino das Laranjeiras,2014,7457.44
Divinolândia de Minas,2014,6295.92
Divinópolis,2014,23187.39
Divisa Alegre,2014,11314.2
Divisa Nova,2014,10865.86
Divisópolis,2014,5952.93
Dom Bosco,2014,10902.07
Dom Cavati,2014,8819.16
Dom Joaquim,2014,9397.26
Dom Silvério,2014,13032.09
Dom Viçoso,2014,8113.66
Dona Euzébia,2014,8592.8
Dores de Campos,2014,19508.01
Dores de Guanhães,2014,12654.15
Dores do Indaiá,2014,13118.2
Dores do Turvo,2014,9610.69
Doresópolis,2014,27687.51
Douradoquara,2014,23404.89
Durandé,2014,9892.53
Elói Mendes,2014,17310.84
Engenheiro Caldas,2014,9490.0
Engenheiro Navarro,2014,8223.7
Entre Folhas,2014,8015.69
Entre Rios de Minas,2014,10336.03
Ervália,2014,14058.28
Esmeraldas,2014,7926.29
Espera Feliz,2014,13348.95
Espinosa,2014,6869.07
Espírito Santo do Dourado,2014,13262.28
Estiva,2014,18615.03
Estrela Dalva,2014,9897.44
Estrela do Indaiá,2014,22472.64
Estrela do Sul,2014,52621.44
Eugenópolis,2014,11154.63
Ewbank da Câmara,2014,9500.74
Extrema,2014,149463.66
Fama,2014,12377.33
Faria Lemos,2014,12428.6
Felício dos Santos,2014,7068.79
São Gonçalo do Rio Preto,2014,8175.78
Felisburgo,2014,6988.92
Felixlândia,2014,16542.9
Fernandes Tourinho,2014,9265.64
Ferros,2014,9863.99
Fervedouro,2014,8569.86
Florestal,2014,13159.11
Formiga,2014,19070.18
Formoso,2014,18365.86
Fortaleza de Minas,2014,22890.74
Fortuna de Minas,2014,11864.7
Francisco Badaró,2014,5361.13
Francisco Dumont,2014,7763.79
Francisco Sá,2014,11951.27
Franciscópolis,2014,9605.15
Frei Gaspar,2014,7537.37
Frei Inocêncio,2014,10040.0
Frei Lagonegro,2014,6836.46
Fronteira,2014,25297.58
Fronteira dos Vales,2014,6015.4
Fruta de Leite,2014,5849.52
Frutal,2014,24248.17
Funilândia,2014,10171.0
Galiléia,2014,10119.2
Gameleiras,2014,6536.14
Glaucilândia,2014,7533.28
Goiabeira,2014,8678.52
Goianá,2014,11656.65
Gonçalves,2014,11006.55
Gonzaga,2014,6771.19
Gouveia,2014,10494.24
Governador Valadares,2014,18156.61
Grão Mogol,2014,21649.5
Grupiara,2014,16026.32
Guanhães,2014,16299.83
Guapé,2014,12471.63
Guaraciaba,2014,6690.36
Guaraciama,2014,6666.37
Guaranésia,2014,20827.22
Guarani,2014,11255.4
Guarará,2014,9792.07
Guarda-Mor,2014,42699.66
Guaxupé,2014,35191.73
Guidoval,2014,15001.27
Guimarânia,2014,14068.6
Guiricema,2014,9316.31
Gurinhatã,2014,17221.84
Heliodora,2014,11404.69
Iapu,2014,8030.17
Ibertioga,2014,10397.33
Ibiá,2014,29925.73
Ibiaí,2014,8219.58
Ibiracatu,2014,5747.49
Ibiraci,2014,32888.59
Ibirité,2014,10879.82
Ibitiúra de Minas,2014,13864.78
Ibituruna,2014,11960.87
Icaraí de Minas,2014,5437.05
Igarapé,2014,21678.92
Igaratinga,2014,14575.4
Iguatama,2014,39222.53
Ijaci,2014,62796.03
Ilicínea,2014,11506.42
Imbé de Minas,2014,7544.96
Inconfidentes,2014,10079.14
Indaiabira,2014,7313.12
Indianópolis,2014,59348.16
Ingaí,2014,19149.25
Inhapim,2014,9508.27
Inhaúma,2014,14578.06
Inimutaba,2014,7591.76
Ipaba,2014,6318.44
Ipanema,2014,10609.61
Ipatinga,2014,35793.37
Ipiaçu,2014,14443.16
Ipuiúna,2014,12307.16
Iraí de Minas,2014,27795.31
Itabira,2014,48327.47
Itabirinha,2014,6630.93
Itabirito,2014,76034.88
Itacambira,2014,11288.76
Itacarambi,2014,9296.48
Itaguara,2014,15252.69
Itaipé,2014,6159.08
Itajubá,2014,27985.96
Itamarandiba,2014,12311.41
Itamarati de Minas,2014,14244.58
Itambacuri,2014,8806.03
Itambé do Mato Dentro,2014,9250.07
Itamogi,2014,14518.58
Itamonte,2014,41348.15
Itanhandu,2014,25547.52
Itanhomi,2014,8123.1
Itaobim,2014,11331.09
Itapagipe,2014,25978.73
Itapecerica,2014,16995.4
Itapeva,2014,37682.97
Itatiaiuçu,2014,172425.37
Itaú de Minas,2014,38862.86
Itaúna,2014,27527.28
Itaverava,2014,7419.84
Itinga,2014,7623.66
Itueta,2014,10629.58
Ituiutaba,2014,25968.57
Itumirim,2014,7680.72
Iturama,2014,41133.79
Itutinga,2014,14428.31
Jaboticatubas,2014,9108.5
Jacinto,2014,6639.38
Jacuí,2014,12013.72
Jacutinga,2014,18072.73
Jaguaraçu,2014,19128.49
Jaíba,2014,11801.51
Jampruca,2014,8558.5
Janaúba,2014,12016.28
Januária,2014,8177.84
Japaraíba,2014,12880.62
Japonvar,2014,6036.96
Jeceaba,2014,135226.46
Jenipapo de Minas,2014,5548.77
Jequeri,2014,10362.66
Jequitaí,2014,8650.66
Jequitibá,2014,16209.67
Jequitinhonha,2014,7466.28
Jesuânia,2014,10256.54
Joaíma,2014,6664.9
Joanésia,2014,9334.94
João Monlevade,2014,30429.44
João Pinheiro,2014,22509.59
Joaquim Felício,2014,9557.85
Jordânia,2014,6550.88
José Gonçalves de Minas,2014,7189.43
José Raydan,2014,8974.07
Josenópolis,2014,5789.17
Nova União,2014,10793.03
Juatuba,2014,41299.54
Juiz de Fora,2014,25341.28
Juramento,2014,8005.89
Juruaia,2014,14795.5
Juvenília,2014,7138.23
Ladainha,2014,5169.69
Lagamar,2014,17250.8
Lagoa da Prata,2014,26083.78
Lagoa dos Patos,2014,8598.63
Lagoa Dourada,2014,10562.9
Lagoa Formosa,2014,14368.66
Lagoa Grande,2014,19202.08
Lagoa Santa,2014,28351.08
Lajinha,2014,11972.06
Lambari,2014,13521.69
Lamim,2014,8943.68
Laranjal,2014,9108.82
Lassance,2014,17308.57
Lavras,2014,21124.05
Leandro Ferreira,2014,10741.05
Leme do Prado,2014,6912.56
Leopoldina,2014,16812.25
Liberdade,2014,11244.37
Lima Duarte,2014,13219.3
Limeira do Oeste,2014,28459.44
Lontra,2014,5684.9
Luisburgo,2014,10258.55
Luislândia,2014,6180.81
Luminárias,2014,9977.65
Luz,2014,23021.24
Machacalis,2014,7650.29
Machado,2014,18613.93
Madre de Deus de Minas,2014,18068.77
Malacacheta,2014,8593.11
Mamonas,2014,5491.01
Manga,2014,8863.84
Manhuaçu,2014,21092.47
Manhumirim,2014,16390.7
Mantena,2014,11387.81
Maravilhas,2014,14672.84
Mar de Espanha,2014,10757.26
Maria da Fé,2014,8954.88
Mariana,2014,86007.06
Marilac,2014,8527.39
Mário Campos,2014,9783.01
Maripá de Minas,2014,14404.03
Marliéria,2014,8349.7
Marmelópolis,2014,9407.55
Martinho Campos,2014,18101.62
Martins Soares,2014,12900.07
Mata Verde,2014,5864.33
Materlândia,2014,7965.34
Mateus Leme,2014,18523.67
Matias Barbosa,2014,35745.42
Matias Cardoso,2014,11574.03
Matipó,2014,13145.28
Mato Verde,2014,7795.75
Matozinhos,2014,27030.62
Matutina,2014,14682.22
Medeiros,2014,27380.6
Medina,2014,8823.82
Mendes Pimentel,2014,7289.02
Mercês,2014,8908.9
Mesquita,2014,6335.18
Minas Novas,2014,8049.54
Minduri,2014,14454.36
Mirabela,2014,6954.49
Miradouro,2014,10246.59
Miraí,2014,13468.39
Miravânia,2014,6195.23
Moeda,2014,11182.24
Moema,2014,10310.71
Monjolos,2014,11335.03
Monsenhor Paulo,2014,21446.55
Montalvânia,2014,6954.54
Monte Alegre de Minas,2014,24245.72
Monte Azul,2014,7347.55
Monte Belo,2014,15021.16
Monte Carmelo,2014,26614.44
Monte Formoso,2014,5328.78
Monte Santo de Minas,2014,15633.33
Montes Claros,2014,19996.02
Monte Sião,2014,14782.04
Montezuma,2014,6347.8
Morada Nova de Minas,2014,20092.03
Morro da Garça,2014,17995.58
Morro do Pilar,2014,9580.02
Munhoz,2014,8517.0
Muriaé,2014,17189.52
Mutum,2014,10588.36
Muzambinho,2014,17691.97
Nacip Raydan,2014,8165.69
Nanuque,2014,13742.15
Naque,2014,8789.42
Natalândia,2014,11449.23
Natércia,2014,11728.54
Nazareno,2014,24995.93
Nepomuceno,2014,13934.8
Ninheira,2014,5768.97
Nova Belém,2014,11568.66
Nova Era,2014,20828.98
Nova Lima,2014,103257.53
Nova Módica,2014,9648.01
Nova Ponte,2014,47661.89
Nova Porteirinha,2014,10371.39
Nova Resende,2014,15270.45
Nova Serrana,2014,21064.52
Novo Cruzeiro,2014,6507.04
Novo Oriente de Minas,2014,5462.07
Novorizonte,2014,6866.36
Olaria,2014,9356.59
Olhos-d'Água,2014,11135.25
Olímpio Noronha,2014,11668.69
Oliveira,2014,16633.66
Oliveira Fortes,2014,11424.37
Onça de Pitangui,2014,14385.33
Oratórios,2014,9263.29
Orizânia,2014,7336.91
Ouro Branco,2014,82112.09
Ouro Fino,2014,15421.75
Ouro Preto,2014,79061.04
Ouro Verde de Minas,2014,6598.14
Padre Carvalho,2014,6162.95
Padre Paraíso,2014,6736.5
Paineiras,2014,10986.01
Pains,2014,33943.84
Pai Pedro,2014,5907.67
Paiva,2014,11013.94
Palma,2014,8611.18
Palmópolis,2014,5834.93
Papagaios,2014,13975.55
Paracatu,2014,31581.65
Pará de Minas,2014,25921.98
Paraguaçu,2014,17369.08
Paraisópolis,2014,17062.62
Paraopeba,2014,18123.57
Passabém,2014,10299.97
Passa Quatro,2014,17603.91
Passa Tempo,2014,16439.31
Passa Vinte,2014,14090.6
Passos,2014,18527.5
Patis,2014,6144.43
Patos de Minas,2014,23784.84
Patrocínio,2014,24938.75
Patrocínio do Muriaé,2014,14378.45
Paula Cândido,2014,8067.51
Paulistas,2014,7389.37
Pavão,2014,7532.93
Peçanha,2014,8213.28
Pedra Azul,2014,9421.02
Pedra Bonita,2014,8109.14
Pedra do Anta,2014,8906.65
Pedra do Indaiá,2014,19626.41
Pedra Dourada,2014,11501.58
Pedralva,2014,10517.52
Pedras de Maria da Cruz,2014,6091.73
Pedrinópolis,2014,21868.33
Pedro Leopoldo,2014,25330.23
Pedro Teixeira,2014,11035.1
Pequeri,2014,11194.76
Pequi,2014,12595.25
Perdigão,2014,13123.1
Perdizes,2014,31546.13
Perdões,2014,17112.96
Periquito,2014,10526.61
Pescador,2014,8222.43
Piau,2014,14567.62
Piedade de Caratinga,2014,8920.28
Piedade de Ponte Nova,2014,10034.6
Piedade do Rio Grande,2014,15876.57
Piedade dos Gerais,2014,9095.1
Pimenta,2014,17000.29
Pingo-d'Água,2014,7164.61
Pintópolis,2014,6467.59
Piracema,2014,13236.99
Pirajuba,2014,36790.24
Piranga,2014,7038.35
Piranguçu,2014,8175.32
Piranguinho,2014,10204.67
Pirapetinga,2014,40329.88
Pirapora,2014,28682.71
Piraúba,2014,11719.21
Pitangui,2014,14844.54
Piumhi,2014,19801.49
Planura,2014,24926.96
Poço Fundo,2014,11782.56
Poços de Caldas,2014,39790.47
Pocrane,2014,7791.01
Pompéu,2014,18156.18
Ponte Nova,2014,21628.78
Ponto Chique,2014,8197.35
Ponto dos Volantes,2014,6955.93
Porteirinha,2014,7058.13
Porto Firme,2014,7010.46
Poté,2014,7344.08
Pouso Alegre,2014,41705.82
Pouso Alto,2014,17706.66
Prados,2014,13037.76
Prata,2014,29760.09
Pratápolis,2014,15845.12
Pratinha,2014,20277.51
Presidente Bernardes,2014,6676.11
Presidente Juscelino,2014,11753.64
Presidente Kubitschek,2014,7334.99
Presidente Olegário,2014,17761.22
Alto Jequitibá,2014,10050.41
Prudente de Morais,2014,13567.41
Quartel Geral,2014,11873.04
Queluzito,2014,11303.84
Raposos,2014,8583.83
Raul Soares,2014,9753.39
Recreio,2014,7733.67
Reduto,2014,10026.93
Resende Costa,2014,10063.84
Resplendor,2014,13116.28
Ressaquinha,2014,27751.75
Riachinho,2014,9707.21
Riacho dos Machados,2014,17789.55
Ribeirão das Neves,2014,10333.57
Ribeirão Vermelho,2014,24034.41
Rio Acima,2014,19784.03
Rio Casca,2014,10785.11
Rio Doce,2014,9677.63
Rio do Prado,2014,6083.74
Rio Espera,2014,6171.4
Rio Manso,2014,11486.08
Rio Novo,2014,9970.03
Rio Paranaíba,2014,34231.91
Rio Pardo de Minas,2014,7689.72
Rio Piracicaba,2014,40050.92
Rio Pomba,2014,13750.28
Rio Preto,2014,9230.12
Rio Vermelho,2014,6774.17
Ritápolis,2014,9677.3
Rochedo de Minas,2014,10038.19
Rodeiro,2014,47643.94
Romaria,2014,62054.89
Rosário da Limeira,2014,8690.55
Rubelita,2014,6376.19
Rubim,2014,6870.9
Sabará,2014,15955.51
Sabinópolis,2014,8866.3
Sacramento,2014,42198.23
Salinas,2014,11408.07
Salto da Divisa,2014,11554.58
Santa Bárbara,2014,23950.35
Santa Bárbara do Leste,2014,8735.17
Santa Bárbara do Monte Verde,2014,12849.12
Santa Bárbara do Tugúrio,2014,9224.43
Santa Cruz de Minas,2014,8300.07
Santa Cruz de Salinas,2014,7643.42
Santa Cruz do Escalvado,2014,8320.36
Santa Efigênia de Minas,2014,6779.93
Santa Fé de Minas,2014,8245.26
Santa Helena de Minas,2014,5733.04
Santa Juliana,2014,57398.29
Santa Luzia,2014,15083.56
Santa Margarida,2014,13321.98
Santa Maria de Itabira,2014,13517.22
Santa Maria do Salto,2014,6419.53
Santa Maria do Suaçuí,2014,7511.01
Santana da Vargem,2014,16539.94
Santana de Cataguases,2014,10934.57
Santana de Pirapama,2014,10188.82
Santana do Deserto,2014,8877.0
Santana do Garambéu,2014,9972.28
Santana do Jacaré,2014,11317.86
Santana do Manhuaçu,2014,8643.74
Santana do Paraíso,2014,14576.24
Santana do Riacho,2014,11250.35
Santana dos Montes,2014,7860.92
Santa Rita de Caldas,2014,14539.89
Santa Rita de Jacutinga,2014,9400.84
Santa Rita de Minas,2014,9812.37
Santa Rita de Ibitipoca,2014,10095.63
Santa Rita do Itueto,2014,15529.03
Santa Rita do Sapucaí,2014,33220.72
Santa Rosa da Serra,2014,14604.73
Santa Vitória,2014,26085.85
Santo Antônio do Amparo,2014,12809.8
Santo Antônio do Aventureiro,2014,9989.61
Santo Antônio do Grama,2014,11562.2
Santo Antônio do Itambé,2014,6927.1
Santo Antônio do Jacinto,2014,5933.78
Santo Antônio do Monte,2014,15595.12
Santo Antônio do Retiro,2014,6258.96
Santo Antônio do Rio Abaixo,2014,11665.81
Santo Hipólito,2014,10985.22
Santos Dumont,2014,14430.05
São Bento Abade,2014,11871.57
São Brás do Suaçuí,2014,20794.05
São Domingos das Dores,2014,9811.93
São Domingos do Prata,2014,11185.62
São Félix de Minas,2014,8660.57
São Francisco,2014,6994.91
São Francisco de Paula,2014,11718.15
São Francisco de Sales,2014,19676.69
São Francisco do Glória,2014,9534.39
São Geraldo,2014,11631.06
São Geraldo da Piedade,2014,7529.99
São Geraldo do Baixio,2014,8440.82
São Gonçalo do Abaeté,2014,24471.34
São Gonçalo do Pará,2014,13996.07
São Gonçalo do Rio Abaixo,2014,263434.65
São Gonçalo do Sapucaí,2014,21053.79
São Gotardo,2014,16675.31
São João Batista do Glória,2014,16632.76
São João da Lagoa,2014,8244.15
São João da Mata,2014,12969.02
São João da Ponte,2014,6598.21
São João das Missões,2014,4738.48
São João del Rei,2014,18132.37
São João do Manhuaçu,2014,11775.28
São João do Manteninha,2014,9890.56
São João do Oriente,2014,8388.23
São João do Pacuí,2014,6613.75
São João do Paraíso,2014,7213.84
São João Evangelista,2014,9159.4
São João Nepomuceno,2014,13418.92
São Joaquim de Bicas,2014,18594.42
São José da Barra,2014,43814.18
São José da Lapa,2014,21803.2
São José da Safira,2014,8838.95
São José da Varginha,2014,17360.73
São José do Alegre,2014,8638.59
São José do Divino,2014,8395.91
São José do Goiabal,2014,8091.19
São José do Jacuri,2014,8613.4
São José do Mantimento,2014,9287.33
São Lourenço,2014,18260.01
São Miguel do Anta,2014,8547.33
São Pedro da União,2014,15504.22
São Pedro dos Ferros,2014,12994.98
São Pedro do Suaçuí,2014,8241.55
São Romão,2014,8918.44
São Roque de Minas,2014,20409.5
São Sebastião da Bela Vista,2014,18282.64
São Sebastião da Vargem Alegre,2014,16952.04
São Sebastião do Anta,2014,8187.49
São Sebastião do Maranhão,2014,5562.14
São Sebastião do Oeste,2014,55153.21
São Sebastião do Paraíso,2014,21336.53
São Sebastião do Rio Preto,2014,10400.64
São Sebastião do Rio Verde,2014,10117.0
São Tiago,2014,11565.03
São Tomás de Aquino,2014,17020.11
São Tomé das Letras,2014,12008.18
São Vicente de Minas,2014,18113.1
Sapucaí-Mirim,2014,12273.67
Sardoá,2014,7424.28
Sarzedo,2014,32127.09
Setubinha,2014,5338.24
Sem-Peixe,2014,9692.9
Senador Amaral,2014,8940.06
Senador Cortes,2014,9132.16
Senador Firmino,2014,8206.22
Senador José Bento,2014,13169.78
Senador Modestino Gonçalves,2014,18073.42
Senhora de Oliveira,2014,8526.9
Senhora do Porto,2014,7924.69
Senhora dos Remédios,2014,6563.92
Sericita,2014,10267.27
Seritinga,2014,21228.74
Serra Azul de Minas,2014,6302.22
Serra da Saudade,2014,18620.71
Serra dos Aimorés,2014,11278.22
Serra do Salitre,2014,25850.51
Serrania,2014,12950.58
Serranópolis de Minas,2014,6167.78
Serranos,2014,13871.9
Serro,2014,9109.45
Sete Lagoas,2014,35035.78
Silveirânia,2014,10062.93
Silvianópolis,2014,14414.36
Simão Pereira,2014,12653.5
Simonésia,2014,7185.22
Sobrália,2014,7585.21
Soledade de Minas,2014,8409.08
Tabuleiro,2014,10497.98
Taiobeiras,2014,11115.23
Taparuba,2014,10542.14
Tapira,2014,108539.66
Tapiraí,2014,20456.75
Taquaraçu de Minas,2014,11609.18
Tarumirim,2014,8843.5
Teixeiras,2014,8865.49
Teófilo Otoni,2014,15225.45
Timóteo,2014,31663.28
Tiradentes,2014,16490.84
Tiros,2014,20216.05
Tocantins,2014,14456.11
Tocos do Moji,2014,10721.24
Toledo,2014,7770.25
Tombos,2014,10361.23
Três Corações,2014,23779.91
Três Marias,2014,39356.17
Três Pontas,2014,17463.95
Tumiritinga,2014,7381.44
Tupaciguara,2014,19711.73
Turmalina,2014,14822.16
Turvolândia,2014,16038.81
Ubá,2014,22672.41
Ubaí,2014,6164.75
Ubaporanga,2014,7932.29
Uberaba,2014,36272.78
Uberlândia,2014,43366.06
Umburatiba,2014,13171.26
Unaí,2014,26756.62
União de Minas,2014,24138.05
Uruana de Minas,2014,12361.29
Urucânia,2014,14137.41
Urucuia,2014,6546.8
Vargem Alegre,2014,6875.43
Vargem Bonita,2014,15824.3
Vargem Grande do Rio Pardo,2014,6845.05
Varginha,2014,34735.77
Varjão de Minas,2014,20673.39
Várzea da Palma,2014,16441.62
Varzelândia,2014,6587.17
Vazante,2014,28031.69
Verdelândia,2014,8191.32
Veredinha,2014,11008.33
Veríssimo,2014,26346.62
Vermelho Novo,2014,7897.22
Vespasiano,2014,22815.13
Viçosa,2014,17004.01
Vieiras,2014,10678.38
Mathias Lobato,2014,9481.4
Virgem da Lapa,2014,6648.74
Virgínia,2014,13827.1
Virginópolis,2014,11422.35
Virgolândia,2014,7245.85
Visconde do Rio Branco,2014,22830.73
Volta Grande,2014,10719.88
Wenceslau Braz,2014,8895.39
Abadia dos Dourados,2015,23446.96
Abaeté,2015,14429.87
Abre Campo,2015,13345.88
Acaiaca,2015,7858.53
Açucena,2015,8057.22
Água Boa,2015,8033.34
Água Comprida,2015,43206.73
Aguanil,2015,11225.9
Águas Formosas,2015,10229.89
Águas Vermelhas,2015,12541.09
Aimorés,2015,15472.55
Aiuruoca,2015,12225.21
Alagoa,2015,10844.8
Albertina,2015,25261.52
Além Paraíba,2015,22746.14
Alfenas,2015,27017.22
Alfredo Vasconcelos,2015,12229.23
Almenara,2015,11129.04
Alpercata,2015,8797.89
Alpinópolis,2015,15386.13
Alterosa,2015,12388.79
Alto Caparaó,2015,12833.96
Alto Rio Doce,2015,9984.85
Alvarenga,2015,8274.8
Alvinópolis,2015,15041.2
Alvorada de Minas,2015,13753.98
Amparo do Serra,2015,8347.43
Andradas,2015,19585.41
Cachoeira de Pajeú,2015,10382.58
