Source,Target,Weight
64,1988,1
171,1989,1
98,1990,1
83,1991,1
111,1992,1
107,1993,1
18,1994,1
171,1995,1
96,1996,1
32,1997,1
89,1998,1
68,1999,1
18,2000,1
34,2001,1
103,2002,1
114,2003,1
68,2004,1
104,2005,1
34,2006,1
18,2007,1
18,2008,1
132,2009,1
145,2010,1
81,2011,1
134,2012,1
181,2013,1
35,2014,1
177,2015,1
128,2016,1
12,2017,1
128,2018,1
66,2019,1
123,2020,1
102,2021,1
12,2022,1
50,2023,1
49,2024,1
167,2025,1
111,2026,1
155,2027,1
139,2028,1
9,2029,1
105,2030,1
34,2031,1
99,2032,1
99,2033,1
167,2034,1
127,2035,1
68,2036,1
87,2037,1
107,2038,1
49,2039,1
77,2040,1
77,2041,1
142,2042,1
42,2043,1
11,2044,1
177,2045,1
87,2046,1
18,2047,1
142,2048,1
68,2049,1
70,2050,1
12,2051,1
1,2052,1
64,2053,1
101,2054,1
1,2055,1
71,2056,1
154,2057,1
78,2058,1
70,2059,1
109,2060,1
154,2061,1
18,2062,1
18,2063,1
18,2064,1
18,2065,1
159,2066,1
50,2067,1
11,2068,1
6,2069,1
8,2070,1
29,2071,1
162,2072,1
105,2073,1
145,2074,1
49,2075,1
124,2076,1
1,2077,1
114,2078,1
159,2079,1
18,2080,1
18,2081,1
11,2082,1
52,2083,1
52,2084,1
52,2085,1
52,2086,1
18,2087,1
11,2088,1
133,2089,1
34,2090,1
145,2091,1
79,2092,1
105,2093,1
18,2094,1
46,2095,1
68,2096,1
50,2097,1
18,2098,1
128,2099,1
70,2100,1
105,2101,1
50,2102,1
107,2103,1
126,2104,1
11,2105,1
62,2106,1
18,2107,1
177,2108,1
18,2109,1
134,2110,1
75,2111,1
11,2112,1
177,2113,1
114,2114,1
98,2115,1
11,2116,1
75,2117,1
10,2118,1
168,2119,1
127,2120,1
122,2121,1
18,2122,1
156,2123,1
34,2124,1
156,2125,1
127,2126,1
18,2127,1
162,2128,1
149,2129,1
18,2130,1
125,2131,1
34,2132,1
34,2133,1
124,2134,1
18,2135,1
75,2136,1
156,2137,1
18,2138,1
14,2139,1
108,2140,1
11,2141,1
83,2142,1
139,2143,1
139,2144,1
128,2145,1
87,2146,1
18,2147,1
18,2148,1
70,2149,1
97,2150,1
12,2151,1
156,2152,1
18,2153,1
108,2154,1
147,2155,1
159,2156,1
94,2157,1
70,2158,1
70,2159,1
84,2160,1
18,2161,1
107,2162,1
79,2163,1
81,2164,1
155,2165,1
18,2166,1
18,2167,1
99,2168,1
18,2169,1
155,2170,1
107,2171,1
81,2172,1
12,2173,1
137,2174,1
111,2175,1
85,2176,1
124,2177,1
183,2178,1
125,2179,1
140,2180,1
72,2181,1
125,2182,1
103,2183,1
14,2184,1
12,2185,1
66,2186,1
26,2187,1
66,2188,1
18,2189,1
105,2190,1
171,2191,1
50,2192,1
50,2193,1
18,2194,1
1,2195,1
149,2196,1
26,2197,1
127,2198,1
26,2199,1
18,2200,1
107,2201,1
107,2202,1
72,2203,1
166,2204,1
101,2205,1
68,2206,1
172,2207,1
99,2208,1
166,2209,1
109,2210,1
111,2211,1
87,2212,1
128,2213,1
29,2214,1
64,2215,1
18,2216,1
11,2217,1
12,2218,1
70,2219,1
18,2220,1
17,2221,1
111,2222,1
29,2223,1
156,2224,1
72,2225,1
137,2226,1
133,2227,1
128,2228,1
18,2229,1
18,2230,1
18,2231,1
114,2232,1
128,2233,1
156,2234,1
12,2235,1
52,2236,1
18,2237,1
125,2238,1
158,2239,1
18,2240,1
171,2241,1
155,2242,1
165,2243,1
11,2244,1
159,2245,1
10,2246,1
77,2247,1
114,2248,1
177,2249,1
8,2250,1
78,2251,1
43,2252,1
43,2253,1
18,2254,1
171,2255,1
105,2256,1
105,2257,1
17,2258,1
96,2259,1
155,2260,1
139,2261,1
157,2262,1
12,2263,1
128,2264,1
171,2265,1
152,2266,1
154,2267,1
64,2268,1
101,2269,1
137,2270,1
142,2271,1
50,2272,1
102,2273,1
11,2274,1
50,2275,1
102,2276,1
18,2277,1
111,2278,1
109,2279,1
134,2280,1
187,2281,1
75,2282,1
97,2283,1
83,2284,1
155,2285,1
83,2286,1
142,2287,1
177,2288,1
17,2289,1
34,2290,1
113,2291,1
156,2292,1
98,2293,1
50,2294,1
77,2295,1
154,2296,1
18,2297,1
34,2298,1
109,2299,1
18,2300,1
109,2301,1
50,2302,1
50,2303,1
29,2304,1
18,2305,1
9,2306,1
18,2307,1
18,2308,1
181,2309,1
18,2310,1
87,2311,1
11,2312,1
142,2313,1
154,2314,1
18,2315,1
128,2316,1
82,2317,1
50,2318,1
172,2319,1
63,2320,1
156,2321,1
166,2322,1
18,2323,1
18,2324,1
29,2325,1
145,2326,1
18,2327,1
111,2328,1
155,2329,1
145,2330,1
18,2331,1
122,2332,1
29,2333,1
18,2334,1
99,2335,1
12,2336,1
50,2337,1
158,2338,1
83,2339,1
100,2340,1
120,2341,1
147,2342,1
17,2343,1
84,2344,1
84,2345,1
12,2346,1
18,2347,1
165,2348,1
84,2349,1
84,2350,1
83,2351,1
99,2352,1
84,2353,1
18,2354,1
114,2355,1
99,2356,1
17,2357,1
109,2358,1
109,2359,1
17,2360,1
106,2361,1
17,2362,1
9,2363,1
28,2364,1
162,2365,1
12,2366,1
70,2367,1
111,2368,1
50,2369,1
162,2370,1
124,2371,1
18,2372,1
156,2373,1
172,2374,1
18,2375,1
18,2376,1
75,2377,1
17,2378,1
87,2379,1
70,2380,1
17,2381,1
107,2382,1
65,2383,1
168,2384,1
17,2385,1
57,2386,1
128,2387,1
64,2388,1
11,2389,1
11,2390,1
9,2391,1
142,2392,1
87,2393,1
133,2394,1
142,2395,1
83,2396,1
81,2397,1
14,2398,1
142,2399,1
77,2400,1
142,2401,1
11,2402,1
142,2403,1
177,2404,1
154,2405,1
18,2406,1
171,2407,1
172,2408,1
155,2409,1
85,2410,1
109,2411,1
7,2412,1
94,2413,1
159,2414,1
128,2415,1
137,2416,1
83,2417,1
50,2418,1
87,2419,1
81,2420,1
18,2421,1
109,2422,1
105,2423,1
128,2424,1
10,2425,1
156,2426,1
12,2427,1
18,2428,1
128,2429,1
140,2430,1
18,2431,1
142,2432,1
155,2433,1
14,2434,1
158,2435,1
128,2436,1
127,2437,1
12,2438,1
11,2439,1
172,2440,1
34,2441,1
132,2442,1
1,2443,1
10,2444,1
12,2445,1
105,2446,1
83,2447,1
66,2448,1
38,2449,1
18,2450,1
143,2451,1
159,2452,1
159,2453,1
18,2454,1
70,2455,1
81,2456,1
102,2457,1
158,2458,1
127,2459,1
142,2460,1
50,2461,1
109,2462,1
154,2463,1
45,2464,1
55,2465,1
109,2466,1
70,2467,1
9,2468,1
126,2469,1
142,2470,1
124,2471,1
83,2472,1
18,2473,1
139,2474,1
177,2475,1
81,2476,1
96,2477,1
35,2478,1
11,2479,1
133,2480,1
68,2481,1
128,2482,1
111,2483,1
50,2484,1
50,2485,1
35,2486,1
18,2487,1
55,2488,1
11,2489,1
72,2490,1
68,2491,1
124,2492,1
11,2493,1
87,2494,1
11,2495,1
155,2496,1
154,2497,1
111,2498,1
128,2499,1
18,2500,1
164,2501,1
167,2502,1
154,2503,1
154,2504,1
109,2505,1
109,2506,1
137,2507,1
11,2508,1
155,2509,1
183,2510,1
128,2511,1
18,2512,1
68,2513,1
109,2514,1
132,2515,1
1,2516,1
78,2517,1
10,2518,1
128,2519,1
136,2520,1
143,2521,1
18,2522,1
17,2523,1
9,2524,1
81,2525,1
181,2526,1
68,2527,1
128,2528,1
18,2529,1
87,2530,1
126,2531,1
57,2532,1
107,2533,1
155,2534,1
101,2535,1
17,2536,1
18,2537,1
155,2538,1
143,2539,1
143,2540,1
143,2541,1
142,2542,1
18,2543,1
81,2544,1
9,2545,1
9,2546,1
109,2547,1
98,2548,1
133,2549,1
118,2550,1
83,2551,1
107,2552,1
9,2553,1
32,2554,1
132,2555,1
68,2556,1
99,2557,1
153,2558,1
99,2559,1
49,2560,1
49,2561,1
50,2562,1
70,2563,1
127,2564,1
18,2565,1
155,2566,1
105,2567,1
17,2568,1
87,2569,1
89,2570,1
18,2571,1
136,2572,1
18,2573,1
126,2574,1
18,2575,1
36,2576,1
1,2577,1
109,2578,1
17,2579,1
175,2580,1
21,2581,1
124,2582,1
153,2583,1
61,2584,1
155,2585,1
35,2586,1
128,2587,1
99,2588,1
144,2589,1
11,2590,1
83,2591,1
18,2592,1
113,2593,1
87,2594,1
106,2595,1
166,2596,1
122,2597,1
18,2598,1
120,2599,1
64,2600,1
145,2601,1
145,2602,1
183,2603,1
18,2604,1
18,2605,1
132,2606,1
4,2607,1
181,2608,1
18,2609,1
107,2610,1
155,2611,1
9,2612,1
79,2613,1
81,2614,1
17,2615,1
34,2616,1
166,2617,1
9,2618,1
47,2619,1
84,2620,1
14,2621,1
175,2622,1
65,2623,1
137,2624,1
12,2625,1
122,2626,1
139,2627,1
1,2628,1
81,2629,1
62,2630,1
62,2631,1
15,2632,1
12,2633,1
11,2634,1
57,2635,1
109,2636,1
105,2637,1
103,2638,1
103,2639,1
109,2640,1
134,2641,1
81,2642,1
177,2643,1
34,2644,1
34,2645,1
129,2646,1
122,2647,1
154,2648,1
81,2649,1
21,2650,1
132,2651,1
122,2652,1
105,2653,1
92,2654,1
159,2655,1
35,2656,1
12,2657,1
18,2658,1
35,2659,1
182,2660,1
142,2661,1
142,2662,1
18,2663,1
18,2664,1
86,2665,1
137,2666,1
11,2667,1
18,2668,1
17,2669,1
17,2670,1
11,2671,1
18,2672,1
102,2673,1
102,2674,1
167,2675,1
167,2676,1
17,2677,1
154,2678,1
18,2679,1
7,2680,1
109,2681,1
171,2682,1
132,2683,1
77,2684,1
64,2685,1
133,2686,1
107,2687,1
18,2688,1
109,2689,1
36,2690,1
50,2691,1
50,2692,1
12,2693,1
147,2694,1
11,2695,1
17,2696,1
12,2697,1
32,2698,1
18,2699,1
111,2700,1
34,2701,1
18,2702,1
18,2703,1
126,2704,1
68,2705,1
12,2706,1
129,2707,1
177,2708,1
28,2709,1
126,2710,1
177,2711,1
50,2712,1
11,2713,1
66,2714,1
128,2715,1
126,2716,1
157,2717,1
128,2718,1
10,2719,1
17,2720,1
171,2721,1
128,2722,1
167,2723,1
12,2724,1
17,2725,1
87,2726,1
121,2727,1
98,2728,1
122,2729,1
163,2730,1
98,2731,1
68,2732,1
49,2733,1
68,2734,1
9,2735,1
122,2736,1
122,2737,1
111,2738,1
12,2739,1
61,2740,1
11,2741,1
142,2742,1
127,2743,1
18,2744,1
126,2745,1
136,2746,1
75,2747,1
50,2748,1
139,2749,1
18,2750,1
81,2751,1
109,2752,1
18,2753,1
14,2754,1
142,2755,1
142,2756,1
156,2757,1
132,2758,1
145,2759,1
127,2760,1
105,2761,1
162,2762,1
109,2763,1
128,2764,1
3,2765,1
77,2766,1
96,2767,1
3,2768,1
127,2769,1
127,2770,1
81,2771,1
111,2772,1
1,2773,1
35,2774,1
155,2775,1
139,2776,1
72,2777,1
11,2778,1
91,2779,1
125,2780,1
18,2781,1
86,2782,1
66,2783,1
55,2784,1
114,2785,1
154,2786,1
145,2787,1
68,2788,1
18,2789,1
18,2790,1
109,2791,1
98,2792,1
126,2793,1
124,2794,1
18,2795,1
18,2796,1
109,2797,1
70,2798,1
109,2799,1
40,2800,1
99,2801,1
70,2802,1
50,2803,1
18,2804,1
80,2805,1
124,2806,1
18,2807,1
134,2808,1
131,2809,1
40,2810,1
168,2811,1
114,2812,1
96,2813,1
91,2814,1
108,2815,1
105,2816,1
80,2817,1
77,2818,1
18,2819,1
125,2820,1
41,2821,1
18,2822,1
144,2823,1
11,2824,1
128,2825,1
18,2826,1
159,2827,1
1,2828,1
140,2829,1
99,2830,1
47,2831,1
14,2832,1
47,2833,1
122,2834,1
49,2835,1
143,2836,1
55,2837,1
134,2838,1
128,2839,1
18,2840,1
18,2841,1
34,2842,1
72,2843,1
72,2844,1
114,2845,1
144,2846,1
18,2847,1
66,2848,1
99,2849,1
47,2850,1
11,2851,1
55,2852,1
165,2853,1
47,2854,1
153,2855,1
91,2856,1
137,2857,1
126,2858,1
109,2859,1
70,2860,1
165,2861,1
105,2862,1
111,2863,1
145,2864,1
11,2865,1
47,2866,1
77,2867,1
177,2868,1
10,2869,1
107,2870,1
145,2871,1
64,2872,1
98,2873,1
45,2874,1
111,2875,1
142,2876,1
17,2877,1
166,2878,1
68,2879,1
70,2880,1
80,2881,1
12,2882,1
3,2883,1
18,2884,1
166,2885,1
50,2886,1
167,2887,1
114,2888,1
68,2889,1
58,2890,1
18,2891,1
35,2892,1
154,2893,1
11,2894,1
10,2895,1
9,2896,1
11,2897,1
68,2898,1
83,2899,1
52,2900,1
50,2901,1
6,2902,1
108,2903,1
68,2904,1
18,2905,1
18,2906,1
18,2907,1
12,2908,1
50,2909,1
99,2910,1
9,2911,1
18,2912,1
49,2913,1
49,2914,1
145,2915,1
91,2916,1
99,2917,1
108,2918,1
128,2919,1
18,2920,1
142,2921,1
175,2922,1
175,2923,1
11,2924,1
18,2925,1
36,2926,1
128,2927,1
18,2928,1
9,2929,1
151,2930,1
162,2931,1
158,2932,1
158,2933,1
35,2934,1
162,2935,1
120,2936,1
107,2937,1
143,2938,1
11,2939,1
105,2940,1
12,2941,1
105,2942,1
105,2943,1
105,2944,1
143,2945,1
68,2946,1
11,2947,1
11,2948,1
128,2949,1
11,2950,1
68,2951,1
64,2952,1
18,2953,1
94,2954,1
177,2955,1
1,2956,1
64,2957,1
70,2958,1
143,2959,1
71,2960,1
128,2961,1
128,2962,1
113,2963,1
107,2964,1
1,2965,1
18,2966,1
70,2967,1
148,2968,1
75,2969,1
137,2970,1
105,2971,1
34,2972,1
155,2973,1
107,2974,1
87,2975,1
18,2976,1
107,2977,1
124,2978,1
142,2979,1
11,2980,1
12,2981,1
134,2982,1
18,2983,1
109,2984,1
12,2985,1
18,2986,1
101,2987,1
156,2988,1
99,2989,1
154,2990,1
128,2991,1
128,2992,1
50,2993,1
105,2994,1
68,2995,1
18,2996,1
42,2997,1
122,2998,1
18,2999,1
43,3000,1
17,3001,1
18,3002,1
177,3003,1
108,3004,1
87,3005,1
145,3006,1
64,3007,1
18,3008,1
120,3009,1
18,3010,1
18,3011,1
8,3012,1
105,3013,1
6,3014,1
18,3015,1
52,3016,1
106,3017,1
187,3018,1
4,3019,1
175,3020,1
18,3021,1
17,3022,1
18,3023,1
18,3024,1
108,3025,1
72,3026,1
89,3027,1
133,3028,1
14,3029,1
18,3030,1
142,3031,1
55,3032,1
172,3033,1
172,3034,1
172,3035,1
155,3036,1
18,3037,1
36,3038,1
70,3039,1
70,3040,1
105,3041,1
72,3042,1
127,3043,1
70,3044,1
70,3045,1
155,3046,1
107,3047,1
145,3048,1
175,3049,1
45,3050,1
11,3051,1
125,3052,1
34,3053,1
107,3054,1
127,3055,1
18,3056,1
105,3057,1
128,3058,1
162,3059,1
87,3060,1
133,3061,1
36,3062,1
11,3063,1
68,3064,1
109,3065,1
86,3066,1
78,3067,1
18,3068,1
155,3069,1
55,3070,1
111,3071,1
152,3072,1
18,3073,1
58,3074,1
175,3075,1
53,3076,1
17,3077,1
99,3078,1
49,3079,1
177,3080,1
124,3081,1
70,3082,1
85,3083,1
137,3084,1
17,3085,1
99,3086,1
18,3087,1
12,3088,1
55,3089,1
9,3090,1
18,3091,1
35,3092,1
156,3093,1
91,3094,1
100,3095,1
126,3096,1
124,3097,1
156,3098,1
75,3099,1
96,3100,1
11,3101,1
18,3102,1
18,3103,1
78,3104,1
66,3105,1
139,3106,1
162,3107,1
75,3108,1
154,3109,1
184,3110,1
140,3111,1
9,3112,1
11,3113,1
11,3114,1
162,3115,1
107,3116,1
68,3117,1
157,3118,1
36,3119,1
103,3120,1
29,3121,1
36,3122,1
137,3123,1
128,3124,1
127,3125,1
136,3126,1
75,3127,1
109,3128,1
147,3129,1
83,3130,1
155,3131,1
68,3132,1
155,3133,1
18,3134,1
139,3135,1
66,3136,1
66,3137,1
18,3138,1
142,3139,1
1,3140,1
40,3141,1
11,3142,1
75,3143,1
17,3144,1
122,3145,1
29,3146,1
96,3147,1
105,3148,1
172,3149,1
128,3150,1
18,3151,1
49,3152,1
145,3153,1
158,3154,1
70,3155,1
97,3156,1
18,3157,1
64,3158,1
92,3159,1
137,3160,1
17,3161,1
109,3162,1
156,3163,1
81,3164,1
99,3165,1
128,3166,1
126,3167,1
122,3168,1
181,3169,1
137,3170,1
18,3171,1
98,3172,1
18,3173,1
68,3174,1
123,3175,1
18,3176,1
34,3177,1
18,3178,1
138,3179,1
91,3180,1
66,3181,1
44,3182,1
11,3183,1
105,3184,1
68,3185,1
68,3186,1
154,3187,1
124,3188,1
18,3189,1
111,3190,1
91,3191,1
11,3192,1
154,3193,1
168,3194,1
127,3195,1
50,3196,1
96,3197,1
128,3198,1
12,3199,1
128,3200,1
17,3201,1
34,3202,1
128,3203,1
101,3204,1
111,3205,1
154,3206,1
168,3207,1
172,3208,1
126,3209,1
128,3210,1
145,3211,1
111,3212,1
107,3213,1
126,3214,1
18,3215,1
18,3216,1
75,3217,1
103,3218,1
140,3219,1
29,3220,1
29,3221,1
145,3222,1
9,3223,1
140,3224,1
125,3225,1
98,3226,1
11,3227,1
18,3228,1
127,3229,1
128,3230,1
140,3231,1
18,3232,1
155,3233,1
105,3234,1
34,3235,1
81,3236,1
18,3237,1
142,3238,1
18,3239,1
142,3240,1
171,3241,1
12,3242,1
159,3243,1
120,3244,1
87,3245,1
12,3246,1
68,3247,1
70,3248,1
70,3249,1
44,3250,1
17,3251,1
62,3252,1
140,3253,1
152,3254,1
127,3255,1
109,3256,1
55,3257,1
128,3258,1
99,3259,1
50,3260,1
167,3261,1
167,3262,1
124,3263,1
98,3264,1
49,3265,1
103,3266,1
64,3267,1
14,3268,1
1,3269,1
18,3270,1
18,3271,1
114,3272,1
87,3273,1
159,3274,1
139,3275,1
128,3276,1
139,3277,1
105,3278,1
128,3279,1
68,3280,1
18,3281,1
18,3282,1
120,3283,1
155,3284,1
134,3285,1
57,3286,1
122,3287,1
8,3288,1
1,3289,1
167,3290,1
47,3291,1
108,3292,1
11,3293,1
111,3294,1
81,3295,1
18,3296,1
18,3297,1
70,3298,1
18,3299,1
18,3300,1
184,3301,1
32,3302,1
108,3303,1
18,3304,1
155,3305,1
17,3306,1
75,3307,1
177,3308,1
55,3309,1
17,3310,1
68,3311,1
114,3312,1
50,3313,1
18,3314,1
128,3315,1
115,3316,1
115,3317,1
115,3318,1
53,3319,1
107,3320,1
68,3321,1
152,3322,1
111,3323,1
134,3324,1
128,3325,1
49,3326,1
105,3327,1
34,3328,1
55,3329,1
18,3330,1
12,3331,1
18,3332,1
168,3333,1
128,3334,1
9,3335,1
18,3336,1
109,3337,1
105,3338,1
50,3339,1
1,3340,1
95,3341,1
155,3342,1
11,3343,1
80,3344,1
87,3345,1
18,3346,1
18,3347,1
158,3348,1
18,3349,1
17,3350,1
136,3351,1
99,3352,1
163,3353,1
11,3354,1
34,3355,1
99,3356,1
89,3357,1
109,3358,1
175,3359,1
18,3360,1
84,3361,1
158,3362,1
137,3363,1
18,3364,1
78,3365,1
147,3366,1
11,3367,1
68,3368,1
77,3369,1
18,3370,1
12,3371,1
12,3372,1
12,3373,1
70,3374,1
105,3375,1
50,3376,1
155,3377,1
151,3378,1
177,3379,1
129,3380,1
18,3381,1
181,3382,1
167,3383,1
68,3384,1
122,3385,1
18,3386,1
99,3387,1
156,3388,1
18,3389,1
109,3390,1
155,3391,1
17,3392,1
12,3393,1
73,3394,1
18,3395,1
72,3396,1
18,3397,1
83,3398,1
155,3399,1
151,3400,1
154,3401,1
52,3402,1
12,3403,1
12,3404,1
108,3405,1
107,3406,1
154,3407,1
108,3408,1
137,3409,1
91,3410,1
143,3411,1
70,3412,1
70,3413,1
109,3414,1
70,3415,1
11,3416,1
87,3417,1
18,3418,1
154,3419,1
139,3420,1
17,3421,1
87,3422,1
101,3423,1
156,3424,1
15,3425,1
111,3426,1
137,3427,1
113,3428,1
18,3429,1
181,3430,1
9,3431,1
111,3432,1
138,3433,1
46,3434,1
154,3435,1
47,3436,1
140,3437,1
10,3438,1
18,3439,1
139,3440,1
11,3441,1
18,3442,1
111,3443,1
103,3444,1
68,3445,1
61,3446,1
18,3447,1
128,3448,1
139,3449,1
12,3450,1
18,3451,1
175,3452,1
128,3453,1
99,3454,1
128,3455,1
142,3456,1
162,3457,1
172,3458,1
177,3459,1
111,3460,1
118,3461,1
114,3462,1
96,3463,1
78,3464,1
154,3465,1
29,3466,1
108,3467,1
94,3468,1
18,3469,1
113,3470,1
78,3471,1
109,3472,1
12,3473,1
126,3474,1
36,3475,1
175,3476,1
91,3477,1
43,3478,1
36,3479,1
102,3480,1
35,3481,1
122,3482,1
83,3483,1
128,3484,1
34,3485,1
128,3486,1
57,3487,1
98,3488,1
64,3489,1
138,3490,1
50,3491,1
43,3492,1
137,3493,1
124,3494,1
140,3495,1
1,3496,1
155,3497,1
12,3498,1
109,3499,1
12,3500,1
125,3501,1
137,3502,1
11,3503,1
126,3504,1
99,3505,1
175,3506,1
113,3507,1
43,3508,1
81,3509,1
96,3510,1
18,3511,1
96,3512,1
139,3513,1
159,3514,1
68,3515,1
12,3516,1
66,3517,1
177,3518,1
128,3519,1
172,3520,1
18,3521,1
147,3522,1
55,3523,1
149,3524,1
14,3525,1
82,3526,1
142,3527,1
58,3528,1
142,3529,1
18,3530,1
109,3531,1
120,3532,1
87,3533,1
18,3534,1
32,3535,1
17,3536,1
175,3537,1
6,3538,1
144,3539,1
76,3540,1
142,3541,1
17,3542,1
11,3543,1
139,3544,1
109,3545,1
113,3546,1
57,3547,1
18,3548,1
145,3549,1
145,3550,1
111,3551,1
1,3552,1
87,3553,1
87,3554,1
105,3555,1
98,3556,1
158,3557,1
113,3558,1
175,3559,1
175,3560,1
128,3561,1
66,3562,1
163,3563,1
81,3564,1
127,3565,1
18,3566,1
75,3567,1
154,3568,1
17,3569,1
142,3570,1
142,3571,1
26,3572,1
134,3573,1
156,3574,1
162,3575,1
31,3576,1
167,3577,1
8,3578,1
12,3579,1
17,3580,1
18,3581,1
9,3582,1
12,3583,1
127,3584,1
18,3585,1
137,3586,1
127,3587,1
158,3588,1
103,3589,1
18,3590,1
120,3591,1
76,3592,1
18,3593,1
92,3594,1
122,3595,1
128,3596,1
21,3597,1
155,3598,1
144,3599,1
143,3600,1
18,3601,1
36,3602,1
11,3603,1
145,3604,1
137,3605,1
97,3606,1
18,3607,1
171,3608,1
162,3609,1
128,3610,1
128,3611,1
162,3612,1
68,3613,1
145,3614,1
142,3615,1
18,3616,1
94,3617,1
8,3618,1
58,3619,1
18,3620,1
1,3621,1
18,3622,1
75,3623,1
105,3624,1
155,3625,1
34,3626,1
155,3627,1
80,3628,1
159,3629,1
124,3630,1
134,3631,1
80,3632,1
50,3633,1
18,3634,1
18,3635,1
11,3636,1
81,3637,1
1,3638,1
113,3639,1
18,3640,1
18,3641,1
77,3642,1
77,3643,1
113,3644,1
147,3645,1
81,3646,1
168,3647,1
168,3648,1
55,3649,1
68,3650,1
49,3651,1
128,3652,1
83,3653,1
134,3654,1
18,3655,1
140,3656,1
137,3657,1
17,3658,1
18,3659,1
127,3660,1
143,3661,1
81,3662,1
133,3663,1
142,3664,1
50,3665,1
139,3666,1
114,3667,1
106,3668,1
11,3669,1
80,3670,1
158,3671,1
151,3672,1
14,3673,1
128,3674,1
109,3675,1
87,3676,1
11,3677,1
11,3678,1
77,3679,1
34,3680,1
24,3681,1
134,3682,1
11,3683,1
107,3684,1
17,3685,1
68,3686,1
126,3687,1
155,3688,1
103,3689,1
107,3690,1
9,3691,1
163,3692,1
163,3693,1
163,3694,1
156,3695,1
101,3696,1
58,3697,1
155,3698,1
17,3699,1
18,3700,1
127,3701,1
42,3702,1
141,3703,1
18,3704,1
11,3705,1
34,3706,1
149,3707,1
155,3708,1
126,3709,1
81,3710,1
17,3711,1
154,3712,1
84,3713,1
11,3714,1
87,3715,1
68,3716,1
106,3717,1
107,3718,1
109,3719,1
49,3720,1
18,3721,1
83,3722,1
49,3723,1
57,3724,1
11,3725,1
83,3726,1
132,3727,1
36,3728,1
89,3729,1
18,3730,1
18,3731,1
18,3732,1
177,3733,1
17,3734,1
134,3735,1
155,3736,1
17,3737,1
18,3738,1
109,3739,1
11,3740,1
83,3741,1
83,3742,1
35,3743,1
34,3744,1
162,3745,1
68,3746,1
66,3747,1
12,3748,1
34,3749,1
68,3750,1
18,3751,1
133,3752,1
14,3753,1
14,3754,1
105,3755,1
108,3756,1
11,3757,1
11,3758,1
11,3759,1
143,3760,1
128,3761,1
107,3762,1
154,3763,1
113,3764,1
113,3765,1
139,3766,1
18,3767,1
128,3768,1
128,3769,1
128,3770,1
78,3771,1
158,3772,1
68,3773,1
158,3774,1
68,3775,1
18,3776,1
34,3777,1
127,3778,1
120,3779,1
70,3780,1
128,3781,1
122,3782,1
18,3783,1
105,3784,1
18,3785,1
18,3786,1
81,3787,1
57,3788,1
97,3789,1
18,3790,1
68,3791,1
71,3792,1
128,3793,1
99,3794,1
156,3795,1
68,3796,1
34,3797,1
57,3798,1
18,3799,1
111,3800,1
111,3801,1
111,3802,1
101,3803,1
11,3804,1
142,3805,1
155,3806,1
77,3807,1
77,3808,1
18,3809,1
18,3810,1
68,3811,1
99,3812,1
6,3813,1
151,3814,1
12,3815,1
64,3816,1
64,3817,1
107,3818,1
142,3819,1
43,3820,1
85,3821,1
168,3822,1
107,3823,1
154,3824,1
128,3825,1
17,3826,1
11,3827,1
11,3828,1
36,3829,1
152,3830,1
109,3831,1
142,3832,1
18,3833,1
11,3834,1
10,3835,1
18,3836,1
1,3837,1
122,3838,1
154,3839,1
8,3840,1
172,3841,1
8,3842,1
81,3843,1
35,3844,1
128,3845,1
64,3846,1
143,3847,1
98,3848,1
120,3849,1
94,3850,1
18,3851,1
50,3852,1
109,3853,1
87,3854,1
106,3855,1
61,3856,1
55,3857,1
18,3858,1
17,3859,1
18,3860,1
109,3861,1
96,3862,1
11,3863,1
128,3864,1
18,3865,1
6,3866,1
134,3867,1
109,3868,1
142,3869,1
136,3870,1
87,3871,1
127,3872,1
34,3873,1
80,3874,1
70,3875,1
154,3876,1
62,3877,1
100,3878,1
65,3879,1
66,3880,1
34,3881,1
18,3882,1
6,3883,1
78,3884,1
55,3885,1
94,3886,1
145,3887,1
34,3888,1
107,3889,1
70,3890,1
128,3891,1
166,3892,1
127,3893,1
86,3894,1
86,3895,1
18,3896,1
14,3897,1
34,3898,1
17,3899,1
70,3900,1
142,3901,1
107,3902,1
168,3903,1
107,3904,1
126,3905,1
156,3906,1
96,3907,1
113,3908,1
128,3909,1
102,3910,1
181,3911,1
87,3912,1
66,3913,1
99,3914,1
127,3915,1
139,3916,1
137,3917,1
124,3918,1
142,3919,1
18,3920,1
35,3921,1
94,3922,1
81,3923,1
168,3924,1
168,3925,1
111,3926,1
134,3927,1
1,3928,1
17,3929,1
111,3930,1
114,3931,1
17,3932,1
47,3933,1
68,3934,1
8,3935,1
18,3936,1
18,3937,1
90,3938,1
18,3939,1
17,3940,1
87,3941,1
81,3942,1
154,3943,1
154,3944,1
142,3945,1
171,3946,1
171,3947,1
11,3948,1
68,3949,1
5,3950,1
143,3951,1
163,3952,1
159,3953,1
125,3954,1
177,3955,1
158,3956,1
70,3957,1
70,3958,1
155,3959,1
10,3960,1
12,3961,1
11,3962,1
70,3963,1
55,3964,1
11,3965,1
103,3966,1
159,3967,1
139,3968,1
109,3969,1
139,3970,1
12,3971,1
18,3972,1
17,3973,1
105,3974,1
42,3975,1
137,3976,1
154,3977,1
36,3978,1
122,3979,1
21,3980,1
17,3981,1
18,3982,1
99,3983,1
124,3984,1
128,3985,1
