Município,Ano,RISP,RMBH,Número de Vítimas
CANAPOLIS,2017,9º RISP - Uberlândia,3) Interior de MG,49
CANAPOLIS,2018,9º RISP - Uberlândia,3) Interior de MG,56
CANAPOLIS,2019,9º RISP - Uberlândia,3) Interior de MG,71
CANAPOLIS,2020,9º Departamento - Uberlândia,3) Interior de MG,75
CANAPOLIS,2021,9º Departamento - Uberlândia,3) Interior de MG,57
CANDEIAS,2014,6º RISP - Lavras,3) Interior de MG,75
CANDEIAS,2015,6º RISP - Lavras,3) Interior de MG,77
CANDEIAS,2016,6º RISP - Lavras,3) Interior de MG,66
CANDEIAS,2017,6º RISP - Lavras,3) Interior de MG,39
CANDEIAS,2018,6º RISP - Lavras,3) Interior de MG,74
CANDEIAS,2019,6º RISP - Lavras,3) Interior de MG,41
CANDEIAS,2020,6º Departamento - Lavras,3) Interior de MG,50
CANDEIAS,2021,6º Departamento - Lavras,3) Interior de MG,62
CANTAGALO,2014,8º RISP - Governador Valadares,3) Interior de MG,25
CANTAGALO,2015,8º RISP - Governador Valadares,3) Interior de MG,30
CANTAGALO,2016,8º RISP - Governador Valadares,3) Interior de MG,15
CANTAGALO,2017,8º RISP - Governador Valadares,3) Interior de MG,28
CANTAGALO,2018,8º RISP - Governador Valadares,3) Interior de MG,35
CANTAGALO,2019,8º RISP - Governador Valadares,3) Interior de MG,24
CANTAGALO,2020,8º Departamento - Governador Valadares,3) Interior de MG,23
CANTAGALO,2021,8º Departamento - Governador Valadares,3) Interior de MG,23
CAPARAO,2014,12º RISP - Ipatinga,3) Interior de MG,21
CAPARAO,2015,12º RISP - Ipatinga,3) Interior de MG,21
CAPARAO,2016,12º RISP - Ipatinga,3) Interior de MG,18
CAPARAO,2017,12º RISP - Ipatinga,3) Interior de MG,23
CAPARAO,2018,12º RISP - Ipatinga,3) Interior de MG,31
CAPARAO,2019,12º RISP - Ipatinga,3) Interior de MG,27
CAPARAO,2020,12º Departamento - Ipatinga,3) Interior de MG,31
CAPARAO,2021,12º Departamento - Ipatinga,3) Interior de MG,24
CAPELA NOVA,2014,13º RISP - Barbacena,3) Interior de MG,27
CAPELA NOVA,2015,13º RISP - Barbacena,3) Interior de MG,17
CAPELA NOVA,2016,13º RISP - Barbacena,3) Interior de MG,20
CAPELA NOVA,2017,13º RISP - Barbacena,3) Interior de MG,15
CAPELA NOVA,2018,13º RISP - Barbacena,3) Interior de MG,14
CAPELA NOVA,2019,13º RISP - Barbacena,3) Interior de MG,12
CAPELA NOVA,2020,13º Departamento - Barbacena,3) Interior de MG,9
CAPELA NOVA,2021,13º Departamento - Barbacena,3) Interior de MG,14
CAPELINHA,2014,14º RISP - Curvelo,3) Interior de MG,288
CAPELINHA,2015,14º RISP - Curvelo,3) Interior de MG,334
CAPELINHA,2016,14º RISP - Curvelo,3) Interior de MG,326
CAPELINHA,2017,14º RISP - Curvelo,3) Interior de MG,347
CAPELINHA,2018,14º RISP - Curvelo,3) Interior de MG,327
CAPELINHA,2019,14º RISP - Curvelo,3) Interior de MG,310
CAPELINHA,2020,14º Departamento - Curvelo,3) Interior de MG,356
CAPELINHA,2021,14º Departamento - Curvelo,3) Interior de MG,343
CAPETINGA,2014,18º RISP - Poços de Caldas,3) Interior de MG,53
CAPETINGA,2015,18º RISP - Poços de Caldas,3) Interior de MG,56
CAPETINGA,2016,18º RISP - Poços de Caldas,3) Interior de MG,57
CAPETINGA,2017,18º RISP - Poços de Caldas,3) Interior de MG,45
CAPETINGA,2018,18º RISP - Poços de Caldas,3) Interior de MG,53
CAPETINGA,2019,18º RISP - Poços de Caldas,3) Interior de MG,64
CAPETINGA,2020,18º Departamento - Poços de Caldas,3) Interior de MG,51
CAPETINGA,2021,18º Departamento - Poços de Caldas,3) Interior de MG,52
CAPIM BRANCO,2014,19º RISP - Sete Lagoas,2) RMBH (sem BH),75
CAPIM BRANCO,2015,19º RISP - Sete Lagoas,2) RMBH (sem BH),61
CAPIM BRANCO,2016,19º RISP - Sete Lagoas,2) RMBH (sem BH),56
CAPIM BRANCO,2017,19º RISP - Sete Lagoas,2) RMBH (sem BH),51
CAPIM BRANCO,2018,19º RISP - Sete Lagoas,2) RMBH (sem BH),61
CAPIM BRANCO,2019,19º RISP - Sete Lagoas,2) RMBH (sem BH),73
CAPIM BRANCO,2020,19º Departamento - Sete Lagoas,2) RMBH (sem BH),74
CAPIM BRANCO,2021,19º Departamento - Sete Lagoas,2) RMBH (sem BH),47
CAPINOPOLIS,2014,9º RISP - Uberlândia,3) Interior de MG,93
CAPINOPOLIS,2015,9º RISP - Uberlândia,3) Interior de MG,88
CAPINOPOLIS,2016,9º RISP - Uberlândia,3) Interior de MG,63
CAPINOPOLIS,2017,9º RISP - Uberlândia,3) Interior de MG,91
CAPINOPOLIS,2018,9º RISP - Uberlândia,3) Interior de MG,95
CAPINOPOLIS,2019,9º RISP - Uberlândia,3) Interior de MG,82
CAPINOPOLIS,2020,9º Departamento - Uberlândia,3) Interior de MG,96
CAPINOPOLIS,2021,9º Departamento - Uberlândia,3) Interior de MG,119
CAPITAO ANDRADE,2014,8º RISP - Governador Valadares,3) Interior de MG,18
CAPITAO ANDRADE,2015,8º RISP - Governador Valadares,3) Interior de MG,25
CAPITAO ANDRADE,2016,8º RISP - Governador Valadares,3) Interior de MG,39
CAPITAO ANDRADE,2017,8º RISP - Governador Valadares,3) Interior de MG,33
CAPITAO ANDRADE,2018,8º RISP - Governador Valadares,3) Interior de MG,53
CAPITAO ANDRADE,2019,8º RISP - Governador Valadares,3) Interior de MG,35
CAPITAO ANDRADE,2020,8º Departamento - Governador Valadares,3) Interior de MG,32
CAPITAO ANDRADE,2021,8º Departamento - Governador Valadares,3) Interior de MG,56
CAPITAO ENEIAS,2014,11º RISP - Montes Claros,3) Interior de MG,108
CAPITAO ENEIAS,2015,11º RISP - Montes Claros,3) Interior de MG,117
CAPITAO ENEIAS,2016,11º RISP - Montes Claros,3) Interior de MG,129
CAPITAO ENEIAS,2017,11º RISP - Montes Claros,3) Interior de MG,165
CAPITAO ENEIAS,2018,11º RISP - Montes Claros,3) Interior de MG,152
CAPITAO ENEIAS,2019,11º RISP - Montes Claros,3) Interior de MG,167
CAPITAO ENEIAS,2020,11º Departamento - Montes Claros,3) Interior de MG,146
CAPITAO ENEIAS,2021,11º Departamento - Montes Claros,3) Interior de MG,146
CAPITOLIO,2014,18º RISP - Poços de Caldas,3) Interior de MG,50
CAPITOLIO,2015,18º RISP - Poços de Caldas,3) Interior de MG,44
CAPITOLIO,2016,18º RISP - Poços de Caldas,3) Interior de MG,53
CAPITOLIO,2017,18º RISP - Poços de Caldas,3) Interior de MG,70
CAPITOLIO,2018,18º RISP - Poços de Caldas,3) Interior de MG,86
CAPITOLIO,2019,18º RISP - Poços de Caldas,3) Interior de MG,54
CAPITOLIO,2020,18º Departamento - Poços de Caldas,3) Interior de MG,77
CAPITOLIO,2021,18º Departamento - Poços de Caldas,3) Interior de MG,51
CAPUTIRA,2014,12º RISP - Ipatinga,3) Interior de MG,36
CAPUTIRA,2015,12º RISP - Ipatinga,3) Interior de MG,27
CAPUTIRA,2016,12º RISP - Ipatinga,3) Interior de MG,38
CAPUTIRA,2017,12º RISP - Ipatinga,3) Interior de MG,39
CAPUTIRA,2018,12º RISP - Ipatinga,3) Interior de MG,30
CAPUTIRA,2019,12º RISP - Ipatinga,3) Interior de MG,53
CAPUTIRA,2020,12º Departamento - Ipatinga,3) Interior de MG,35
CAPUTIRA,2021,12º Departamento - Ipatinga,3) Interior de MG,62
CARAI,2014,15º RISP - Teófilo Otoni,3) Interior de MG,134
CARAI,2015,15º RISP - Teófilo Otoni,3) Interior de MG,98
CARAI,2016,15º RISP - Teófilo Otoni,3) Interior de MG,111
CARAI,2017,15º RISP - Teófilo Otoni,3) Interior de MG,78
CARAI,2018,15º RISP - Teófilo Otoni,3) Interior de MG,105
CARAI,2019,15º RISP - Teófilo Otoni,3) Interior de MG,98
CARAI,2020,15º Departamento - Teófilo Otoni,3) Interior de MG,115
CARAI,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,105
CARANAIBA,2014,13º RISP - Barbacena,3) Interior de MG,22
CARANAIBA,2015,13º RISP - Barbacena,3) Interior de MG,14
CARANAIBA,2016,13º RISP - Barbacena,3) Interior de MG,16
CARANAIBA,2017,13º RISP - Barbacena,3) Interior de MG,10
CARANAIBA,2018,13º RISP - Barbacena,3) Interior de MG,7
CARANAIBA,2019,13º RISP - Barbacena,3) Interior de MG,5
CARANAIBA,2020,13º Departamento - Barbacena,3) Interior de MG,10
CARANAIBA,2021,13º Departamento - Barbacena,3) Interior de MG,5
CARANDAI,2014,13º RISP - Barbacena,3) Interior de MG,119
CARANDAI,2015,13º RISP - Barbacena,3) Interior de MG,124
CARANDAI,2016,13º RISP - Barbacena,3) Interior de MG,111
CARANDAI,2017,13º RISP - Barbacena,3) Interior de MG,144
CARANDAI,2018,13º RISP - Barbacena,3) Interior de MG,139
CARANDAI,2019,13º RISP - Barbacena,3) Interior de MG,116
CARANDAI,2020,13º Departamento - Barbacena,3) Interior de MG,125
CARANDAI,2021,13º Departamento - Barbacena,3) Interior de MG,81
CARANGOLA,2014,4º RISP - Juiz de Fora,3) Interior de MG,267
CARANGOLA,2015,4º RISP - Juiz de Fora,3) Interior de MG,286
CARANGOLA,2016,4º RISP - Juiz de Fora,3) Interior de MG,257
CARANGOLA,2017,4º RISP - Juiz de Fora,3) Interior de MG,272
CARANGOLA,2018,4º RISP - Juiz de Fora,3) Interior de MG,250
CARANGOLA,2019,4º RISP - Juiz de Fora,3) Interior de MG,265
CARANGOLA,2020,4º Departamento - Juiz de Fora,3) Interior de MG,274
CARANGOLA,2021,4º Departamento - Juiz de Fora,3) Interior de MG,244
CARATINGA,2014,12º RISP - Ipatinga,3) Interior de MG,777
CARATINGA,2015,12º RISP - Ipatinga,3) Interior de MG,743
CARATINGA,2016,12º RISP - Ipatinga,3) Interior de MG,772
CARATINGA,2017,12º RISP - Ipatinga,3) Interior de MG,818
CARATINGA,2018,12º RISP - Ipatinga,3) Interior de MG,697
CARATINGA,2019,12º RISP - Ipatinga,3) Interior de MG,671
CARATINGA,2020,12º Departamento - Ipatinga,3) Interior de MG,784
CARATINGA,2021,12º Departamento - Ipatinga,3) Interior de MG,788
CARBONITA,2014,14º RISP - Curvelo,3) Interior de MG,63
CARBONITA,2015,14º RISP - Curvelo,3) Interior de MG,63
CARBONITA,2016,14º RISP - Curvelo,3) Interior de MG,45
CARBONITA,2017,14º RISP - Curvelo,3) Interior de MG,43
CARBONITA,2018,14º RISP - Curvelo,3) Interior de MG,69
CARBONITA,2019,14º RISP - Curvelo,3) Interior de MG,43
CARBONITA,2020,14º Departamento - Curvelo,3) Interior de MG,37
CARBONITA,2021,14º Departamento - Curvelo,3) Interior de MG,47
CAREACU,2014,17º RISP - Pouso Alegre,3) Interior de MG,32
CAREACU,2015,17º RISP - Pouso Alegre,3) Interior de MG,39
CAREACU,2016,17º RISP - Pouso Alegre,3) Interior de MG,38
CAREACU,2017,17º RISP - Pouso Alegre,3) Interior de MG,40
CAREACU,2018,17º RISP - Pouso Alegre,3) Interior de MG,39
CAREACU,2019,17º RISP - Pouso Alegre,3) Interior de MG,50
CAREACU,2020,17º Departamento - Pouso Alegre,3) Interior de MG,54
CAREACU,2021,17º Departamento - Pouso Alegre,3) Interior de MG,49
CARLOS CHAGAS,2014,15º RISP - Teófilo Otoni,3) Interior de MG,206
CARLOS CHAGAS,2015,15º RISP - Teófilo Otoni,3) Interior de MG,202
CARLOS CHAGAS,2016,15º RISP - Teófilo Otoni,3) Interior de MG,194
CARLOS CHAGAS,2017,15º RISP - Teófilo Otoni,3) Interior de MG,174
CARLOS CHAGAS,2018,15º RISP - Teófilo Otoni,3) Interior de MG,181
CARLOS CHAGAS,2019,15º RISP - Teófilo Otoni,3) Interior de MG,146
CARLOS CHAGAS,2020,15º Departamento - Teófilo Otoni,3) Interior de MG,113
CARLOS CHAGAS,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,117
CARMESIA,2014,12º RISP - Ipatinga,3) Interior de MG,13
CARMESIA,2015,12º RISP - Ipatinga,3) Interior de MG,13
CARMESIA,2016,12º RISP - Ipatinga,3) Interior de MG,20
CARMESIA,2017,12º RISP - Ipatinga,3) Interior de MG,17
CARMESIA,2018,12º RISP - Ipatinga,3) Interior de MG,12
CARMESIA,2019,12º RISP - Ipatinga,3) Interior de MG,8
CARMESIA,2020,12º Departamento - Ipatinga,3) Interior de MG,7
CARMESIA,2021,12º Departamento - Ipatinga,3) Interior de MG,3
CARMO DA CACHOEIRA,2014,6º RISP - Lavras,3) Interior de MG,73
CARMO DA CACHOEIRA,2015,6º RISP - Lavras,3) Interior de MG,62
CARMO DA CACHOEIRA,2016,6º RISP - Lavras,3) Interior de MG,68
CARMO DA CACHOEIRA,2017,6º RISP - Lavras,3) Interior de MG,81
CARMO DA CACHOEIRA,2018,6º RISP - Lavras,3) Interior de MG,87
CARMO DA CACHOEIRA,2019,6º RISP - Lavras,3) Interior de MG,106
CARMO DA CACHOEIRA,2020,6º Departamento - Lavras,3) Interior de MG,67
CARMO DA CACHOEIRA,2021,6º Departamento - Lavras,3) Interior de MG,72
CARMO DA MATA,2014,6º RISP - Lavras,3) Interior de MG,70
CARMO DA MATA,2015,6º RISP - Lavras,3) Interior de MG,68
CARMO DA MATA,2016,6º RISP - Lavras,3) Interior de MG,70
CARMO DA MATA,2017,6º RISP - Lavras,3) Interior de MG,63
CARMO DA MATA,2018,6º RISP - Lavras,3) Interior de MG,69
CARMO DA MATA,2019,6º RISP - Lavras,3) Interior de MG,67
CARMO DA MATA,2020,6º Departamento - Lavras,3) Interior de MG,52
CARMO DA MATA,2021,6º Departamento - Lavras,3) Interior de MG,71
CARMO DE MINAS,2014,17º RISP - Pouso Alegre,3) Interior de MG,94
CARMO DE MINAS,2015,17º RISP - Pouso Alegre,3) Interior de MG,87
CARMO DE MINAS,2016,17º RISP - Pouso Alegre,3) Interior de MG,86
CARMO DE MINAS,2017,17º RISP - Pouso Alegre,3) Interior de MG,94
CARMO DE MINAS,2018,17º RISP - Pouso Alegre,3) Interior de MG,65
CARMO DE MINAS,2019,17º RISP - Pouso Alegre,3) Interior de MG,74
CARMO DE MINAS,2020,17º Departamento - Pouso Alegre,3) Interior de MG,62
CARMO DE MINAS,2021,17º Departamento - Pouso Alegre,3) Interior de MG,63
CARMO DO CAJURU,2014,7º RISP - Divinópolis,3) Interior de MG,185
CARMO DO CAJURU,2015,7º RISP - Divinópolis,3) Interior de MG,238
CARMO DO CAJURU,2016,7º RISP - Divinópolis,3) Interior de MG,211
CARMO DO CAJURU,2017,7º RISP - Divinópolis,3) Interior de MG,195
CARMO DO CAJURU,2018,7º RISP - Divinópolis,3) Interior de MG,216
CARMO DO CAJURU,2019,7º RISP - Divinópolis,3) Interior de MG,261
CARMO DO CAJURU,2020,7º Departamento - Divinópolis,3) Interior de MG,262
CARMO DO CAJURU,2021,7º Departamento - Divinópolis,3) Interior de MG,231
CARMO DO PARANAIBA,2014,10º RISP - Patos de Minas,3) Interior de MG,390
CARMO DO PARANAIBA,2015,10º RISP - Patos de Minas,3) Interior de MG,459
CARMO DO PARANAIBA,2016,10º RISP - Patos de Minas,3) Interior de MG,501
CARMO DO PARANAIBA,2017,10º RISP - Patos de Minas,3) Interior de MG,453
CARMO DO PARANAIBA,2018,10º RISP - Patos de Minas,3) Interior de MG,372
CARMO DO PARANAIBA,2019,10º RISP - Patos de Minas,3) Interior de MG,381
CARMO DO PARANAIBA,2020,10º Departamento - Patos de Minas,3) Interior de MG,333
CARMO DO PARANAIBA,2021,10º Departamento - Patos de Minas,3) Interior de MG,350
CARMO DO RIO CLARO,2014,18º RISP - Poços de Caldas,3) Interior de MG,155
CARMO DO RIO CLARO,2015,18º RISP - Poços de Caldas,3) Interior de MG,131
CARMO DO RIO CLARO,2016,18º RISP - Poços de Caldas,3) Interior de MG,137
CARMO DO RIO CLARO,2017,18º RISP - Poços de Caldas,3) Interior de MG,170
CARMO DO RIO CLARO,2018,18º RISP - Poços de Caldas,3) Interior de MG,139
CARMO DO RIO CLARO,2019,18º RISP - Poços de Caldas,3) Interior de MG,149
CARMO DO RIO CLARO,2020,18º Departamento - Poços de Caldas,3) Interior de MG,130
CARMO DO RIO CLARO,2021,18º Departamento - Poços de Caldas,3) Interior de MG,130
CARMOPOLIS DE MINAS,2014,6º RISP - Lavras,3) Interior de MG,84
CARMOPOLIS DE MINAS,2015,6º RISP - Lavras,3) Interior de MG,69
CARMOPOLIS DE MINAS,2016,6º RISP - Lavras,3) Interior de MG,56
CARMOPOLIS DE MINAS,2017,6º RISP - Lavras,3) Interior de MG,48
CARMOPOLIS DE MINAS,2018,6º RISP - Lavras,3) Interior de MG,64
CARMOPOLIS DE MINAS,2019,6º RISP - Lavras,3) Interior de MG,69
CARMOPOLIS DE MINAS,2020,6º Departamento - Lavras,3) Interior de MG,72
CARMOPOLIS DE MINAS,2021,6º Departamento - Lavras,3) Interior de MG,68
CARNEIRINHO,2014,5º RISP - Uberaba,3) Interior de MG,75
CARNEIRINHO,2015,5º RISP - Uberaba,3) Interior de MG,56
CARNEIRINHO,2016,5º RISP - Uberaba,3) Interior de MG,59
CARNEIRINHO,2017,5º RISP - Uberaba,3) Interior de MG,53
CARNEIRINHO,2018,5º RISP - Uberaba,3) Interior de MG,69
CARNEIRINHO,2019,5º RISP - Uberaba,3) Interior de MG,47
CARNEIRINHO,2020,5º Departamento - Uberaba,3) Interior de MG,69
CARNEIRINHO,2021,5º Departamento - Uberaba,3) Interior de MG,56
CARRANCAS,2014,6º RISP - Lavras,3) Interior de MG,13
CARRANCAS,2015,6º RISP - Lavras,3) Interior de MG,12
CARRANCAS,2016,6º RISP - Lavras,3) Interior de MG,23
CARRANCAS,2017,6º RISP - Lavras,3) Interior de MG,15
CARRANCAS,2018,6º RISP - Lavras,3) Interior de MG,17
CARRANCAS,2019,6º RISP - Lavras,3) Interior de MG,20
CARRANCAS,2020,6º Departamento - Lavras,3) Interior de MG,32
CARRANCAS,2021,6º Departamento - Lavras,3) Interior de MG,22
CARVALHOPOLIS,2014,18º RISP - Poços de Caldas,3) Interior de MG,12
CARVALHOPOLIS,2015,18º RISP - Poços de Caldas,3) Interior de MG,12
CARVALHOPOLIS,2016,18º RISP - Poços de Caldas,3) Interior de MG,14
CARVALHOPOLIS,2017,18º RISP - Poços de Caldas,3) Interior de MG,9
CARVALHOPOLIS,2018,18º RISP - Poços de Caldas,3) Interior de MG,15
CARVALHOPOLIS,2019,18º RISP - Poços de Caldas,3) Interior de MG,6
CARVALHOPOLIS,2020,18º Departamento - Poços de Caldas,3) Interior de MG,12
CARVALHOPOLIS,2021,18º Departamento - Poços de Caldas,3) Interior de MG,7
CARVALHOS,2014,17º RISP - Pouso Alegre,3) Interior de MG,27
CARVALHOS,2015,17º RISP - Pouso Alegre,3) Interior de MG,8
CARVALHOS,2016,17º RISP - Pouso Alegre,3) Interior de MG,19
CARVALHOS,2017,17º RISP - Pouso Alegre,3) Interior de MG,18
CARVALHOS,2018,17º RISP - Pouso Alegre,3) Interior de MG,16
CARVALHOS,2019,17º RISP - Pouso Alegre,3) Interior de MG,9
CARVALHOS,2020,17º Departamento - Pouso Alegre,3) Interior de MG,17
CARVALHOS,2021,17º Departamento - Pouso Alegre,3) Interior de MG,19
CASA GRANDE,2014,13º RISP - Barbacena,3) Interior de MG,3
CASA GRANDE,2015,13º RISP - Barbacena,3) Interior de MG,4
CASA GRANDE,2016,13º RISP - Barbacena,3) Interior de MG,3
CASA GRANDE,2017,13º RISP - Barbacena,3) Interior de MG,7
CASA GRANDE,2018,13º RISP - Barbacena,3) Interior de MG,6
CASA GRANDE,2019,13º RISP - Barbacena,3) Interior de MG,3
CASA GRANDE,2020,13º Departamento - Barbacena,3) Interior de MG,11
CASA GRANDE,2021,13º Departamento - Barbacena,3) Interior de MG,10
CASCALHO RICO,2014,9º RISP - Uberlândia,3) Interior de MG,15
CASCALHO RICO,2015,9º RISP - Uberlândia,3) Interior de MG,15
CASCALHO RICO,2016,9º RISP - Uberlândia,3) Interior de MG,13
CASCALHO RICO,2017,9º RISP - Uberlândia,3) Interior de MG,12
CASCALHO RICO,2018,9º RISP - Uberlândia,3) Interior de MG,8
CASCALHO RICO,2019,9º RISP - Uberlândia,3) Interior de MG,6
CASCALHO RICO,2020,9º Departamento - Uberlândia,3) Interior de MG,14
CASCALHO RICO,2021,9º Departamento - Uberlândia,3) Interior de MG,12
CASSIA,2014,18º RISP - Poços de Caldas,3) Interior de MG,141
CASSIA,2015,18º RISP - Poços de Caldas,3) Interior de MG,150
CASSIA,2016,18º RISP - Poços de Caldas,3) Interior de MG,177
CASSIA,2017,18º RISP - Poços de Caldas,3) Interior de MG,162
CASSIA,2018,18º RISP - Poços de Caldas,3) Interior de MG,138
CASSIA,2019,18º RISP - Poços de Caldas,3) Interior de MG,153
CASSIA,2020,18º Departamento - Poços de Caldas,3) Interior de MG,163
CASSIA,2021,18º Departamento - Poços de Caldas,3) Interior de MG,155
CATAGUASES,2014,4º RISP - Juiz de Fora,3) Interior de MG,560
CATAGUASES,2015,4º RISP - Juiz de Fora,3) Interior de MG,570
CATAGUASES,2016,4º RISP - Juiz de Fora,3) Interior de MG,518
CATAGUASES,2017,4º RISP - Juiz de Fora,3) Interior de MG,588
CATAGUASES,2018,4º RISP - Juiz de Fora,3) Interior de MG,553
CATAGUASES,2019,4º RISP - Juiz de Fora,3) Interior de MG,552
CATAGUASES,2020,4º Departamento - Juiz de Fora,3) Interior de MG,533
CATAGUASES,2021,4º Departamento - Juiz de Fora,3) Interior de MG,532
CATAS ALTAS,2014,12º RISP - Ipatinga,3) Interior de MG,24
CATAS ALTAS,2015,12º RISP - Ipatinga,3) Interior de MG,35
CATAS ALTAS,2016,12º RISP - Ipatinga,3) Interior de MG,34
CATAS ALTAS,2017,12º RISP - Ipatinga,3) Interior de MG,25
CATAS ALTAS,2018,12º RISP - Ipatinga,3) Interior de MG,39
CATAS ALTAS,2019,12º RISP - Ipatinga,3) Interior de MG,32
CATAS ALTAS,2020,12º Departamento - Ipatinga,3) Interior de MG,33
CATAS ALTAS,2021,12º Departamento - Ipatinga,3) Interior de MG,27
CATAS ALTAS DA NORUEGA,2014,13º RISP - Barbacena,3) Interior de MG,21
CATAS ALTAS DA NORUEGA,2015,13º RISP - Barbacena,3) Interior de MG,20
CATAS ALTAS DA NORUEGA,2016,13º RISP - Barbacena,3) Interior de MG,21
CATAS ALTAS DA NORUEGA,2017,13º RISP - Barbacena,3) Interior de MG,35
CATAS ALTAS DA NORUEGA,2018,13º RISP - Barbacena,3) Interior de MG,21
CATAS ALTAS DA NORUEGA,2019,13º RISP - Barbacena,3) Interior de MG,30
CATAS ALTAS DA NORUEGA,2020,13º Departamento - Barbacena,3) Interior de MG,21
CATAS ALTAS DA NORUEGA,2021,13º Departamento - Barbacena,3) Interior de MG,19
CATUJI,2014,15º RISP - Teófilo Otoni,3) Interior de MG,48
CATUJI,2015,15º RISP - Teófilo Otoni,3) Interior de MG,52
CATUJI,2016,15º RISP - Teófilo Otoni,3) Interior de MG,41
CATUJI,2017,15º RISP - Teófilo Otoni,3) Interior de MG,47
CATUJI,2018,15º RISP - Teófilo Otoni,3) Interior de MG,51
CATUJI,2019,15º RISP - Teófilo Otoni,3) Interior de MG,41
CATUJI,2020,15º Departamento - Teófilo Otoni,3) Interior de MG,34
CATUJI,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,61
CATUTI,2014,11º RISP - Montes Claros,3) Interior de MG,15
CATUTI,2015,11º RISP - Montes Claros,3) Interior de MG,23
CATUTI,2016,11º RISP - Montes Claros,3) Interior de MG,23
CATUTI,2017,11º RISP - Montes Claros,3) Interior de MG,29
CATUTI,2018,11º RISP - Montes Claros,3) Interior de MG,24
CATUTI,2019,11º RISP - Montes Claros,3) Interior de MG,26
CATUTI,2020,11º Departamento - Montes Claros,3) Interior de MG,32
CATUTI,2021,11º Departamento - Montes Claros,3) Interior de MG,27
CAXAMBU,2014,17º RISP - Pouso Alegre,3) Interior de MG,172
CAXAMBU,2015,17º RISP - Pouso Alegre,3) Interior de MG,162
CAXAMBU,2016,17º RISP - Pouso Alegre,3) Interior de MG,135
CAXAMBU,2017,17º RISP - Pouso Alegre,3) Interior de MG,151
CAXAMBU,2018,17º RISP - Pouso Alegre,3) Interior de MG,139
CAXAMBU,2019,17º RISP - Pouso Alegre,3) Interior de MG,166
CAXAMBU,2020,17º Departamento - Pouso Alegre,3) Interior de MG,169
CAXAMBU,2021,17º Departamento - Pouso Alegre,3) Interior de MG,170
CEDRO DO ABAETE,2014,7º RISP - Divinópolis,3) Interior de MG,5
CEDRO DO ABAETE,2015,7º RISP - Divinópolis,3) Interior de MG,23
CEDRO DO ABAETE,2016,7º RISP - Divinópolis,3) Interior de MG,17
CEDRO DO ABAETE,2017,7º RISP - Divinópolis,3) Interior de MG,24
CEDRO DO ABAETE,2018,7º RISP - Divinópolis,3) Interior de MG,17
CEDRO DO ABAETE,2019,7º RISP - Divinópolis,3) Interior de MG,5
CEDRO DO ABAETE,2020,7º Departamento - Divinópolis,3) Interior de MG,13
CEDRO DO ABAETE,2021,7º Departamento - Divinópolis,3) Interior de MG,12
CENTRAL DE MINAS,2014,8º RISP - Governador Valadares,3) Interior de MG,31
CENTRAL DE MINAS,2015,8º RISP - Governador Valadares,3) Interior de MG,22
CENTRAL DE MINAS,2016,8º RISP - Governador Valadares,3) Interior de MG,35
CENTRAL DE MINAS,2017,8º RISP - Governador Valadares,3) Interior de MG,22
CENTRAL DE MINAS,2018,8º RISP - Governador Valadares,3) Interior de MG,25
CENTRAL DE MINAS,2019,8º RISP - Governador Valadares,3) Interior de MG,28
CENTRAL DE MINAS,2020,8º Departamento - Governador Valadares,3) Interior de MG,34
CENTRAL DE MINAS,2021,8º Departamento - Governador Valadares,3) Interior de MG,21
CENTRALINA,2014,9º RISP - Uberlândia,3) Interior de MG,64
CENTRALINA,2015,9º RISP - Uberlândia,3) Interior de MG,43
CENTRALINA,2016,9º RISP - Uberlândia,3) Interior de MG,56
CENTRALINA,2017,9º RISP - Uberlândia,3) Interior de MG,50
CENTRALINA,2018,9º RISP - Uberlândia,3) Interior de MG,57
CENTRALINA,2019,9º RISP - Uberlândia,3) Interior de MG,45
CENTRALINA,2020,9º Departamento - Uberlândia,3) Interior de MG,56
CENTRALINA,2021,9º Departamento - Uberlândia,3) Interior de MG,46
CHACARA,2014,4º RISP - Juiz de Fora,3) Interior de MG,32
CHACARA,2015,4º RISP - Juiz de Fora,3) Interior de MG,33
CHACARA,2016,4º RISP - Juiz de Fora,3) Interior de MG,22
CHACARA,2017,4º RISP - Juiz de Fora,3) Interior de MG,27
CHACARA,2018,4º RISP - Juiz de Fora,3) Interior de MG,19
CHACARA,2019,4º RISP - Juiz de Fora,3) Interior de MG,24
CHACARA,2020,4º Departamento - Juiz de Fora,3) Interior de MG,34
CHACARA,2021,4º Departamento - Juiz de Fora,3) Interior de MG,26
CHALE,2014,12º RISP - Ipatinga,3) Interior de MG,9
CHALE,2015,12º RISP - Ipatinga,3) Interior de MG,13
CHALE,2016,12º RISP - Ipatinga,3) Interior de MG,9
CHALE,2017,12º RISP - Ipatinga,3) Interior de MG,8
CHALE,2018,12º RISP - Ipatinga,3) Interior de MG,12
CHALE,2019,12º RISP - Ipatinga,3) Interior de MG,15
CHALE,2020,12º Departamento - Ipatinga,3) Interior de MG,16
CHALE,2021,12º Departamento - Ipatinga,3) Interior de MG,9
CHAPADA DO NORTE,2014,14º RISP - Curvelo,3) Interior de MG,32
