Município,Ano,RISP,RMBH,Número de Vítimas
SANTO ANTONIO DO RIO ABAIXO,2020,14º Departamento - Curvelo,3) Interior de MG,14
SANTO ANTONIO DO RIO ABAIXO,2021,14º Departamento - Curvelo,3) Interior de MG,6
SANTO HIPOLITO,2014,14º RISP - Curvelo,3) Interior de MG,12
SANTO HIPOLITO,2015,14º RISP - Curvelo,3) Interior de MG,27
SANTO HIPOLITO,2016,14º RISP - Curvelo,3) Interior de MG,23
SANTO HIPOLITO,2017,14º RISP - Curvelo,3) Interior de MG,15
SANTO HIPOLITO,2018,14º RISP - Curvelo,3) Interior de MG,27
SANTO HIPOLITO,2019,14º RISP - Curvelo,3) Interior de MG,22
SANTO HIPOLITO,2020,14º Departamento - Curvelo,3) Interior de MG,29
SANTO HIPOLITO,2021,14º Departamento - Curvelo,3) Interior de MG,16
SANTOS DUMONT,2014,13º RISP - Barbacena,3) Interior de MG,314
SANTOS DUMONT,2015,13º RISP - Barbacena,3) Interior de MG,309
SANTOS DUMONT,2016,13º RISP - Barbacena,3) Interior de MG,342
SANTOS DUMONT,2017,13º RISP - Barbacena,3) Interior de MG,400
SANTOS DUMONT,2018,13º RISP - Barbacena,3) Interior de MG,360
SANTOS DUMONT,2019,13º RISP - Barbacena,3) Interior de MG,416
SANTOS DUMONT,2020,13º Departamento - Barbacena,3) Interior de MG,334
SANTOS DUMONT,2021,13º Departamento - Barbacena,3) Interior de MG,367
SAO BENTO ABADE,2014,6º RISP - Lavras,3) Interior de MG,68
SAO BENTO ABADE,2015,6º RISP - Lavras,3) Interior de MG,54
SAO BENTO ABADE,2016,6º RISP - Lavras,3) Interior de MG,64
SAO BENTO ABADE,2017,6º RISP - Lavras,3) Interior de MG,65
SAO BENTO ABADE,2018,6º RISP - Lavras,3) Interior de MG,55
SAO BENTO ABADE,2019,6º RISP - Lavras,3) Interior de MG,42
SAO BENTO ABADE,2020,6º Departamento - Lavras,3) Interior de MG,32
SAO BENTO ABADE,2021,6º Departamento - Lavras,3) Interior de MG,37
SAO BRAS DO SUACUI,2014,13º RISP - Barbacena,3) Interior de MG,24
SAO BRAS DO SUACUI,2015,13º RISP - Barbacena,3) Interior de MG,29
SAO BRAS DO SUACUI,2016,13º RISP - Barbacena,3) Interior de MG,37
SAO BRAS DO SUACUI,2017,13º RISP - Barbacena,3) Interior de MG,28
SAO BRAS DO SUACUI,2018,13º RISP - Barbacena,3) Interior de MG,14
SAO BRAS DO SUACUI,2019,13º RISP - Barbacena,3) Interior de MG,31
SAO BRAS DO SUACUI,2020,13º Departamento - Barbacena,3) Interior de MG,18
SAO BRAS DO SUACUI,2021,13º Departamento - Barbacena,3) Interior de MG,33
SAO DOMINGOS DAS DORES,2014,12º RISP - Ipatinga,3) Interior de MG,13
SAO DOMINGOS DAS DORES,2015,12º RISP - Ipatinga,3) Interior de MG,19
SAO DOMINGOS DAS DORES,2016,12º RISP - Ipatinga,3) Interior de MG,17
SAO DOMINGOS DAS DORES,2017,12º RISP - Ipatinga,3) Interior de MG,15
SAO DOMINGOS DAS DORES,2018,12º RISP - Ipatinga,3) Interior de MG,20
SAO DOMINGOS DAS DORES,2019,12º RISP - Ipatinga,3) Interior de MG,14
SAO DOMINGOS DAS DORES,2020,12º Departamento - Ipatinga,3) Interior de MG,12
SAO DOMINGOS DAS DORES,2021,12º Departamento - Ipatinga,3) Interior de MG,17
SAO DOMINGOS DO PRATA,2014,12º RISP - Ipatinga,3) Interior de MG,102
SAO DOMINGOS DO PRATA,2015,12º RISP - Ipatinga,3) Interior de MG,105
SAO DOMINGOS DO PRATA,2016,12º RISP - Ipatinga,3) Interior de MG,91
SAO DOMINGOS DO PRATA,2017,12º RISP - Ipatinga,3) Interior de MG,106
SAO DOMINGOS DO PRATA,2018,12º RISP - Ipatinga,3) Interior de MG,131
SAO DOMINGOS DO PRATA,2019,12º RISP - Ipatinga,3) Interior de MG,115
SAO DOMINGOS DO PRATA,2020,12º Departamento - Ipatinga,3) Interior de MG,114
SAO DOMINGOS DO PRATA,2021,12º Departamento - Ipatinga,3) Interior de MG,98
SAO FELIX DE MINAS,2014,8º RISP - Governador Valadares,3) Interior de MG,29
SAO FELIX DE MINAS,2015,8º RISP - Governador Valadares,3) Interior de MG,28
SAO FELIX DE MINAS,2016,8º RISP - Governador Valadares,3) Interior de MG,22
SAO FELIX DE MINAS,2017,8º RISP - Governador Valadares,3) Interior de MG,24
SAO FELIX DE MINAS,2018,8º RISP - Governador Valadares,3) Interior de MG,22
SAO FELIX DE MINAS,2019,8º RISP - Governador Valadares,3) Interior de MG,23
SAO FELIX DE MINAS,2020,8º Departamento - Governador Valadares,3) Interior de MG,17
SAO FELIX DE MINAS,2021,8º Departamento - Governador Valadares,3) Interior de MG,14
SAO FRANCISCO,2014,11º RISP - Montes Claros,3) Interior de MG,387
SAO FRANCISCO,2015,11º RISP - Montes Claros,3) Interior de MG,372
SAO FRANCISCO,2016,11º RISP - Montes Claros,3) Interior de MG,320
SAO FRANCISCO,2017,11º RISP - Montes Claros,3) Interior de MG,400
SAO FRANCISCO,2018,11º RISP - Montes Claros,3) Interior de MG,368
SAO FRANCISCO,2019,11º RISP - Montes Claros,3) Interior de MG,362
SAO FRANCISCO,2020,11º Departamento - Montes Claros,3) Interior de MG,322
SAO FRANCISCO,2021,11º Departamento - Montes Claros,3) Interior de MG,293
SAO FRANCISCO DE PAULA,2014,6º RISP - Lavras,3) Interior de MG,33
SAO FRANCISCO DE PAULA,2015,6º RISP - Lavras,3) Interior de MG,38
SAO FRANCISCO DE PAULA,2016,6º RISP - Lavras,3) Interior de MG,52
SAO FRANCISCO DE PAULA,2017,6º RISP - Lavras,3) Interior de MG,57
SAO FRANCISCO DE PAULA,2018,6º RISP - Lavras,3) Interior de MG,32
SAO FRANCISCO DE PAULA,2019,6º RISP - Lavras,3) Interior de MG,36
SAO FRANCISCO DE PAULA,2020,6º Departamento - Lavras,3) Interior de MG,31
SAO FRANCISCO DE PAULA,2021,6º Departamento - Lavras,3) Interior de MG,24
SAO FRANCISCO DE SALES,2014,5º RISP - Uberaba,3) Interior de MG,43
SAO FRANCISCO DE SALES,2015,5º RISP - Uberaba,3) Interior de MG,38
SAO FRANCISCO DE SALES,2016,5º RISP - Uberaba,3) Interior de MG,41
SAO FRANCISCO DE SALES,2017,5º RISP - Uberaba,3) Interior de MG,51
SAO FRANCISCO DE SALES,2018,5º RISP - Uberaba,3) Interior de MG,50
SAO FRANCISCO DE SALES,2019,5º RISP - Uberaba,3) Interior de MG,32
SAO FRANCISCO DE SALES,2020,5º Departamento - Uberaba,3) Interior de MG,40
SAO FRANCISCO DE SALES,2021,5º Departamento - Uberaba,3) Interior de MG,42
SAO FRANCISCO DO GLORIA,2014,4º RISP - Juiz de Fora,3) Interior de MG,25
SAO FRANCISCO DO GLORIA,2015,4º RISP - Juiz de Fora,3) Interior de MG,18
SAO FRANCISCO DO GLORIA,2016,4º RISP - Juiz de Fora,3) Interior de MG,22
SAO FRANCISCO DO GLORIA,2017,4º RISP - Juiz de Fora,3) Interior de MG,27
SAO FRANCISCO DO GLORIA,2018,4º RISP - Juiz de Fora,3) Interior de MG,26
SAO FRANCISCO DO GLORIA,2019,4º RISP - Juiz de Fora,3) Interior de MG,29
SAO FRANCISCO DO GLORIA,2020,4º Departamento - Juiz de Fora,3) Interior de MG,27
SAO FRANCISCO DO GLORIA,2021,4º Departamento - Juiz de Fora,3) Interior de MG,34
SAO GERALDO,2014,4º RISP - Juiz de Fora,3) Interior de MG,61
SAO GERALDO,2015,4º RISP - Juiz de Fora,3) Interior de MG,47
SAO GERALDO,2016,4º RISP - Juiz de Fora,3) Interior de MG,53
SAO GERALDO,2017,4º RISP - Juiz de Fora,3) Interior de MG,50
SAO GERALDO,2018,4º RISP - Juiz de Fora,3) Interior de MG,37
SAO GERALDO,2019,4º RISP - Juiz de Fora,3) Interior de MG,36
SAO GERALDO,2020,4º Departamento - Juiz de Fora,3) Interior de MG,36
SAO GERALDO,2021,4º Departamento - Juiz de Fora,3) Interior de MG,47
SAO GERALDO DA PIEDADE,2014,8º RISP - Governador Valadares,3) Interior de MG,14
SAO GERALDO DA PIEDADE,2015,8º RISP - Governador Valadares,3) Interior de MG,24
SAO GERALDO DA PIEDADE,2016,8º RISP - Governador Valadares,3) Interior de MG,21
SAO GERALDO DA PIEDADE,2017,8º RISP - Governador Valadares,3) Interior de MG,17
SAO GERALDO DA PIEDADE,2018,8º RISP - Governador Valadares,3) Interior de MG,21
SAO GERALDO DA PIEDADE,2019,8º RISP - Governador Valadares,3) Interior de MG,34
SAO GERALDO DA PIEDADE,2020,8º Departamento - Governador Valadares,3) Interior de MG,22
SAO GERALDO DA PIEDADE,2021,8º Departamento - Governador Valadares,3) Interior de MG,21
SAO GERALDO DO BAIXIO,2014,8º RISP - Governador Valadares,3) Interior de MG,33
SAO GERALDO DO BAIXIO,2015,8º RISP - Governador Valadares,3) Interior de MG,24
SAO GERALDO DO BAIXIO,2016,8º RISP - Governador Valadares,3) Interior de MG,29
SAO GERALDO DO BAIXIO,2017,8º RISP - Governador Valadares,3) Interior de MG,19
SAO GERALDO DO BAIXIO,2018,8º RISP - Governador Valadares,3) Interior de MG,15
SAO GERALDO DO BAIXIO,2019,8º RISP - Governador Valadares,3) Interior de MG,15
SAO GERALDO DO BAIXIO,2020,8º Departamento - Governador Valadares,3) Interior de MG,22
SAO GERALDO DO BAIXIO,2021,8º Departamento - Governador Valadares,3) Interior de MG,18
SAO GONCALO DO ABAETE,2014,10º RISP - Patos de Minas,3) Interior de MG,93
SAO GONCALO DO ABAETE,2015,10º RISP - Patos de Minas,3) Interior de MG,59
SAO GONCALO DO ABAETE,2016,10º RISP - Patos de Minas,3) Interior de MG,51
SAO GONCALO DO ABAETE,2017,10º RISP - Patos de Minas,3) Interior de MG,43
SAO GONCALO DO ABAETE,2018,10º RISP - Patos de Minas,3) Interior de MG,47
SAO GONCALO DO ABAETE,2019,10º RISP - Patos de Minas,3) Interior de MG,49
SAO GONCALO DO ABAETE,2020,10º Departamento - Patos de Minas,3) Interior de MG,44
SAO GONCALO DO ABAETE,2021,10º Departamento - Patos de Minas,3) Interior de MG,59
SAO GONCALO DO PARA,2014,7º RISP - Divinópolis,3) Interior de MG,92
SAO GONCALO DO PARA,2015,7º RISP - Divinópolis,3) Interior de MG,65
SAO GONCALO DO PARA,2016,7º RISP - Divinópolis,3) Interior de MG,82
SAO GONCALO DO PARA,2017,7º RISP - Divinópolis,3) Interior de MG,92
SAO GONCALO DO PARA,2018,7º RISP - Divinópolis,3) Interior de MG,67
SAO GONCALO DO PARA,2019,7º RISP - Divinópolis,3) Interior de MG,94
SAO GONCALO DO PARA,2020,7º Departamento - Divinópolis,3) Interior de MG,69
SAO GONCALO DO PARA,2021,7º Departamento - Divinópolis,3) Interior de MG,100
SAO GONCALO DO RIO ABAIXO,2014,12º RISP - Ipatinga,3) Interior de MG,71
SAO GONCALO DO RIO ABAIXO,2015,12º RISP - Ipatinga,3) Interior de MG,70
SAO GONCALO DO RIO ABAIXO,2016,12º RISP - Ipatinga,3) Interior de MG,63
SAO GONCALO DO RIO ABAIXO,2017,12º RISP - Ipatinga,3) Interior de MG,49
SAO GONCALO DO RIO ABAIXO,2018,12º RISP - Ipatinga,3) Interior de MG,62
SAO GONCALO DO RIO ABAIXO,2019,12º RISP - Ipatinga,3) Interior de MG,73
SAO GONCALO DO RIO ABAIXO,2020,12º Departamento - Ipatinga,3) Interior de MG,76
SAO GONCALO DO RIO ABAIXO,2021,12º Departamento - Ipatinga,3) Interior de MG,83
SAO GONCALO DO RIO PRETO,2014,14º RISP - Curvelo,3) Interior de MG,13
SAO GONCALO DO RIO PRETO,2015,14º RISP - Curvelo,3) Interior de MG,13
SAO GONCALO DO RIO PRETO,2016,14º RISP - Curvelo,3) Interior de MG,21
SAO GONCALO DO RIO PRETO,2017,14º RISP - Curvelo,3) Interior de MG,25
SAO GONCALO DO RIO PRETO,2018,14º RISP - Curvelo,3) Interior de MG,26
SAO GONCALO DO RIO PRETO,2019,14º RISP - Curvelo,3) Interior de MG,31
SAO GONCALO DO RIO PRETO,2020,14º Departamento - Curvelo,3) Interior de MG,31
SAO GONCALO DO RIO PRETO,2021,14º Departamento - Curvelo,3) Interior de MG,28
SAO GONCALO DO SAPUCAI,2014,17º RISP - Pouso Alegre,3) Interior de MG,194
SAO GONCALO DO SAPUCAI,2015,17º RISP - Pouso Alegre,3) Interior de MG,184
SAO GONCALO DO SAPUCAI,2016,17º RISP - Pouso Alegre,3) Interior de MG,208
SAO GONCALO DO SAPUCAI,2017,17º RISP - Pouso Alegre,3) Interior de MG,210
SAO GONCALO DO SAPUCAI,2018,17º RISP - Pouso Alegre,3) Interior de MG,197
SAO GONCALO DO SAPUCAI,2019,17º RISP - Pouso Alegre,3) Interior de MG,142
SAO GONCALO DO SAPUCAI,2020,17º Departamento - Pouso Alegre,3) Interior de MG,140
SAO GONCALO DO SAPUCAI,2021,17º Departamento - Pouso Alegre,3) Interior de MG,137
SAO GOTARDO,2014,10º RISP - Patos de Minas,3) Interior de MG,359
SAO GOTARDO,2015,10º RISP - Patos de Minas,3) Interior de MG,378
SAO GOTARDO,2016,10º RISP - Patos de Minas,3) Interior de MG,433
SAO GOTARDO,2017,10º RISP - Patos de Minas,3) Interior de MG,503
SAO GOTARDO,2018,10º RISP - Patos de Minas,3) Interior de MG,431
SAO GOTARDO,2019,10º RISP - Patos de Minas,3) Interior de MG,453
SAO GOTARDO,2020,10º Departamento - Patos de Minas,3) Interior de MG,432
SAO GOTARDO,2021,10º Departamento - Patos de Minas,3) Interior de MG,410
SAO JOAO BATISTA GLORIA,2014,18º RISP - Poços de Caldas,3) Interior de MG,33
SAO JOAO BATISTA GLORIA,2015,18º RISP - Poços de Caldas,3) Interior de MG,40
SAO JOAO BATISTA GLORIA,2016,18º RISP - Poços de Caldas,3) Interior de MG,36
SAO JOAO BATISTA GLORIA,2017,18º RISP - Poços de Caldas,3) Interior de MG,35
SAO JOAO BATISTA GLORIA,2018,18º RISP - Poços de Caldas,3) Interior de MG,41
SAO JOAO BATISTA GLORIA,2019,18º RISP - Poços de Caldas,3) Interior de MG,55
SAO JOAO BATISTA GLORIA,2020,18º Departamento - Poços de Caldas,3) Interior de MG,52
SAO JOAO BATISTA GLORIA,2021,18º Departamento - Poços de Caldas,3) Interior de MG,46
SAO JOAO DA LAGOA,2014,11º RISP - Montes Claros,3) Interior de MG,12
SAO JOAO DA LAGOA,2015,11º RISP - Montes Claros,3) Interior de MG,11
SAO JOAO DA LAGOA,2016,11º RISP - Montes Claros,3) Interior de MG,30
SAO JOAO DA LAGOA,2017,11º RISP - Montes Claros,3) Interior de MG,29
SAO JOAO DA LAGOA,2018,11º RISP - Montes Claros,3) Interior de MG,20
SAO JOAO DA LAGOA,2019,11º RISP - Montes Claros,3) Interior de MG,35
SAO JOAO DA LAGOA,2020,11º Departamento - Montes Claros,3) Interior de MG,28
SAO JOAO DA LAGOA,2021,11º Departamento - Montes Claros,3) Interior de MG,28
SAO JOAO DA MATA,2014,17º RISP - Pouso Alegre,3) Interior de MG,8
SAO JOAO DA MATA,2015,17º RISP - Pouso Alegre,3) Interior de MG,6
SAO JOAO DA MATA,2016,17º RISP - Pouso Alegre,3) Interior de MG,8
SAO JOAO DA MATA,2017,17º RISP - Pouso Alegre,3) Interior de MG,11
SAO JOAO DA MATA,2018,17º RISP - Pouso Alegre,3) Interior de MG,8
SAO JOAO DA MATA,2019,17º RISP - Pouso Alegre,3) Interior de MG,7
SAO JOAO DA MATA,2020,17º Departamento - Pouso Alegre,3) Interior de MG,8
SAO JOAO DA MATA,2021,17º Departamento - Pouso Alegre,3) Interior de MG,6
SAO JOAO DA PONTE,2014,11º RISP - Montes Claros,3) Interior de MG,101
SAO JOAO DA PONTE,2015,11º RISP - Montes Claros,3) Interior de MG,84
SAO JOAO DA PONTE,2016,11º RISP - Montes Claros,3) Interior de MG,103
SAO JOAO DA PONTE,2017,11º RISP - Montes Claros,3) Interior de MG,85
SAO JOAO DA PONTE,2018,11º RISP - Montes Claros,3) Interior de MG,108
SAO JOAO DA PONTE,2019,11º RISP - Montes Claros,3) Interior de MG,86
SAO JOAO DA PONTE,2020,11º Departamento - Montes Claros,3) Interior de MG,84
SAO JOAO DA PONTE,2021,11º Departamento - Montes Claros,3) Interior de MG,115
SAO JOAO DAS MISSOES,2014,11º RISP - Montes Claros,3) Interior de MG,38
SAO JOAO DAS MISSOES,2015,11º RISP - Montes Claros,3) Interior de MG,27
SAO JOAO DAS MISSOES,2016,11º RISP - Montes Claros,3) Interior de MG,26
SAO JOAO DAS MISSOES,2017,11º RISP - Montes Claros,3) Interior de MG,43
SAO JOAO DAS MISSOES,2018,11º RISP - Montes Claros,3) Interior de MG,41
SAO JOAO DAS MISSOES,2019,11º RISP - Montes Claros,3) Interior de MG,33
SAO JOAO DAS MISSOES,2020,11º Departamento - Montes Claros,3) Interior de MG,43
SAO JOAO DAS MISSOES,2021,11º Departamento - Montes Claros,3) Interior de MG,40
SAO JOAO DEL REI,2014,13º RISP - Barbacena,3) Interior de MG,700
SAO JOAO DEL REI,2015,13º RISP - Barbacena,3) Interior de MG,636
SAO JOAO DEL REI,2016,13º RISP - Barbacena,3) Interior de MG,565
SAO JOAO DEL REI,2017,13º RISP - Barbacena,3) Interior de MG,599
SAO JOAO DEL REI,2018,13º RISP - Barbacena,3) Interior de MG,564
SAO JOAO DEL REI,2019,13º RISP - Barbacena,3) Interior de MG,545
SAO JOAO DEL REI,2020,13º Departamento - Barbacena,3) Interior de MG,503
SAO JOAO DEL REI,2021,13º Departamento - Barbacena,3) Interior de MG,552
SAO JOAO DO MANHUACU,2014,12º RISP - Ipatinga,3) Interior de MG,32
SAO JOAO DO MANHUACU,2015,12º RISP - Ipatinga,3) Interior de MG,28
SAO JOAO DO MANHUACU,2016,12º RISP - Ipatinga,3) Interior de MG,43
SAO JOAO DO MANHUACU,2017,12º RISP - Ipatinga,3) Interior de MG,43
SAO JOAO DO MANHUACU,2018,12º RISP - Ipatinga,3) Interior de MG,57
SAO JOAO DO MANHUACU,2019,12º RISP - Ipatinga,3) Interior de MG,55
SAO JOAO DO MANHUACU,2020,12º Departamento - Ipatinga,3) Interior de MG,64
SAO JOAO DO MANHUACU,2021,12º Departamento - Ipatinga,3) Interior de MG,46
SAO JOAO DO MANTENINHA,2014,8º RISP - Governador Valadares,3) Interior de MG,12
SAO JOAO DO MANTENINHA,2015,8º RISP - Governador Valadares,3) Interior de MG,18
SAO JOAO DO MANTENINHA,2016,8º RISP - Governador Valadares,3) Interior de MG,32
SAO JOAO DO MANTENINHA,2017,8º RISP - Governador Valadares,3) Interior de MG,23
SAO JOAO DO MANTENINHA,2018,8º RISP - Governador Valadares,3) Interior de MG,32
SAO JOAO DO MANTENINHA,2019,8º RISP - Governador Valadares,3) Interior de MG,25
SAO JOAO DO MANTENINHA,2020,8º Departamento - Governador Valadares,3) Interior de MG,15
SAO JOAO DO MANTENINHA,2021,8º Departamento - Governador Valadares,3) Interior de MG,28
SAO JOAO DO ORIENTE,2014,12º RISP - Ipatinga,3) Interior de MG,54
SAO JOAO DO ORIENTE,2015,12º RISP - Ipatinga,3) Interior de MG,45
SAO JOAO DO ORIENTE,2016,12º RISP - Ipatinga,3) Interior de MG,56
SAO JOAO DO ORIENTE,2017,12º RISP - Ipatinga,3) Interior de MG,58
SAO JOAO DO ORIENTE,2018,12º RISP - Ipatinga,3) Interior de MG,55
SAO JOAO DO ORIENTE,2019,12º RISP - Ipatinga,3) Interior de MG,43
SAO JOAO DO ORIENTE,2020,12º Departamento - Ipatinga,3) Interior de MG,37
SAO JOAO DO ORIENTE,2021,12º Departamento - Ipatinga,3) Interior de MG,44
SAO JOAO DO PACUI,2014,11º RISP - Montes Claros,3) Interior de MG,25
SAO JOAO DO PACUI,2015,11º RISP - Montes Claros,3) Interior de MG,19
SAO JOAO DO PACUI,2016,11º RISP - Montes Claros,3) Interior de MG,28
SAO JOAO DO PACUI,2017,11º RISP - Montes Claros,3) Interior de MG,17
SAO JOAO DO PACUI,2018,11º RISP - Montes Claros,3) Interior de MG,13
SAO JOAO DO PACUI,2019,11º RISP - Montes Claros,3) Interior de MG,15
SAO JOAO DO PACUI,2020,11º Departamento - Montes Claros,3) Interior de MG,25
SAO JOAO DO PACUI,2021,11º Departamento - Montes Claros,3) Interior de MG,17
SAO JOAO DO PARAISO,2014,11º RISP - Montes Claros,3) Interior de MG,79
SAO JOAO DO PARAISO,2015,11º RISP - Montes Claros,3) Interior de MG,50
SAO JOAO DO PARAISO,2016,11º RISP - Montes Claros,3) Interior de MG,57
SAO JOAO DO PARAISO,2017,11º RISP - Montes Claros,3) Interior de MG,61
SAO JOAO DO PARAISO,2018,11º RISP - Montes Claros,3) Interior de MG,96
SAO JOAO DO PARAISO,2019,11º RISP - Montes Claros,3) Interior de MG,88
SAO JOAO DO PARAISO,2020,11º Departamento - Montes Claros,3) Interior de MG,75
SAO JOAO DO PARAISO,2021,11º Departamento - Montes Claros,3) Interior de MG,95
SAO JOAO EVANGELISTA,2014,8º RISP - Governador Valadares,3) Interior de MG,154
SAO JOAO EVANGELISTA,2015,8º RISP - Governador Valadares,3) Interior de MG,141
SAO JOAO EVANGELISTA,2016,8º RISP - Governador Valadares,3) Interior de MG,145
SAO JOAO EVANGELISTA,2017,8º RISP - Governador Valadares,3) Interior de MG,134
SAO JOAO EVANGELISTA,2018,8º RISP - Governador Valadares,3) Interior de MG,160
SAO JOAO EVANGELISTA,2019,8º RISP - Governador Valadares,3) Interior de MG,134
SAO JOAO EVANGELISTA,2020,8º Departamento - Governador Valadares,3) Interior de MG,145
SAO JOAO EVANGELISTA,2021,8º Departamento - Governador Valadares,3) Interior de MG,139
SAO JOAO NEPOMUCENO,2014,4º RISP - Juiz de Fora,3) Interior de MG,212
SAO JOAO NEPOMUCENO,2015,4º RISP - Juiz de Fora,3) Interior de MG,187
SAO JOAO NEPOMUCENO,2016,4º RISP - Juiz de Fora,3) Interior de MG,191
SAO JOAO NEPOMUCENO,2017,4º RISP - Juiz de Fora,3) Interior de MG,197
SAO JOAO NEPOMUCENO,2018,4º RISP - Juiz de Fora,3) Interior de MG,170
SAO JOAO NEPOMUCENO,2019,4º RISP - Juiz de Fora,3) Interior de MG,224
SAO JOAO NEPOMUCENO,2020,4º Departamento - Juiz de Fora,3) Interior de MG,125
SAO JOAO NEPOMUCENO,2021,4º Departamento - Juiz de Fora,3) Interior de MG,152
SAO JOAQUIM DE BICAS,2014,2º RISP - Contagem,2) RMBH (sem BH),239
SAO JOAQUIM DE BICAS,2015,2º RISP - Contagem,2) RMBH (sem BH),229
SAO JOAQUIM DE BICAS,2016,2º RISP - Contagem,2) RMBH (sem BH),246
SAO JOAQUIM DE BICAS,2017,2º RISP - Contagem,2) RMBH (sem BH),252
SAO JOAQUIM DE BICAS,2018,2º RISP - Contagem,2) RMBH (sem BH),233
SAO JOAQUIM DE BICAS,2019,2º RISP - Contagem,2) RMBH (sem BH),267
SAO JOAQUIM DE BICAS,2020,2º Departamento - Contagem,2) RMBH (sem BH),287
SAO JOAQUIM DE BICAS,2021,2º Departamento - Contagem,2) RMBH (sem BH),316
SAO JOSE DA BARRA,2014,18º RISP - Poços de Caldas,3) Interior de MG,35
SAO JOSE DA BARRA,2015,18º RISP - Poços de Caldas,3) Interior de MG,33
SAO JOSE DA BARRA,2016,18º RISP - Poços de Caldas,3) Interior de MG,52
SAO JOSE DA BARRA,2017,18º RISP - Poços de Caldas,3) Interior de MG,51
SAO JOSE DA BARRA,2018,18º RISP - Poços de Caldas,3) Interior de MG,49
SAO JOSE DA BARRA,2019,18º RISP - Poços de Caldas,3) Interior de MG,57
SAO JOSE DA BARRA,2020,18º Departamento - Poços de Caldas,3) Interior de MG,62
SAO JOSE DA BARRA,2021,18º Departamento - Poços de Caldas,3) Interior de MG,33
SAO JOSE DA LAPA,2014,3º RISP - Vespasiano,2) RMBH (sem BH),152
SAO JOSE DA LAPA,2015,3º RISP - Vespasiano,2) RMBH (sem BH),173
SAO JOSE DA LAPA,2016,3º RISP - Vespasiano,2) RMBH (sem BH),154
SAO JOSE DA LAPA,2017,3º RISP - Vespasiano,2) RMBH (sem BH),158
SAO JOSE DA LAPA,2018,3º RISP - Vespasiano,2) RMBH (sem BH),190
SAO JOSE DA LAPA,2019,3º RISP - Vespasiano,2) RMBH (sem BH),212
SAO JOSE DA LAPA,2020,3º Departamento - Vespasiano,2) RMBH (sem BH),179
SAO JOSE DA LAPA,2021,3º Departamento - Vespasiano,2) RMBH (sem BH),175
SAO JOSE DA SAFIRA,2014,8º RISP - Governador Valadares,3) Interior de MG,32
SAO JOSE DA SAFIRA,2015,8º RISP - Governador Valadares,3) Interior de MG,26
SAO JOSE DA SAFIRA,2016,8º RISP - Governador Valadares,3) Interior de MG,29
SAO JOSE DA SAFIRA,2017,8º RISP - Governador Valadares,3) Interior de MG,28
SAO JOSE DA SAFIRA,2018,8º RISP - Governador Valadares,3) Interior de MG,22
SAO JOSE DA SAFIRA,2019,8º RISP - Governador Valadares,3) Interior de MG,11
SAO JOSE DA SAFIRA,2020,8º Departamento - Governador Valadares,3) Interior de MG,18
SAO JOSE DA SAFIRA,2021,8º Departamento - Governador Valadares,3) Interior de MG,11
SAO JOSE DA VARGINHA,2014,7º RISP - Divinópolis,3) Interior de MG,16
SAO JOSE DA VARGINHA,2015,7º RISP - Divinópolis,3) Interior de MG,23
SAO JOSE DA VARGINHA,2016,7º RISP - Divinópolis,3) Interior de MG,32
SAO JOSE DA VARGINHA,2017,7º RISP - Divinópolis,3) Interior de MG,27
SAO JOSE DA VARGINHA,2018,7º RISP - Divinópolis,3) Interior de MG,25
SAO JOSE DA VARGINHA,2019,7º RISP - Divinópolis,3) Interior de MG,28
SAO JOSE DA VARGINHA,2020,7º Departamento - Divinópolis,3) Interior de MG,28
SAO JOSE DA VARGINHA,2021,7º Departamento - Divinópolis,3) Interior de MG,34
SAO JOSE DO ALEGRE,2014,17º RISP - Pouso Alegre,3) Interior de MG,19
SAO JOSE DO ALEGRE,2015,17º RISP - Pouso Alegre,3) Interior de MG,28
SAO JOSE DO ALEGRE,2016,17º RISP - Pouso Alegre,3) Interior de MG,24
SAO JOSE DO ALEGRE,2017,17º RISP - Pouso Alegre,3) Interior de MG,26
SAO JOSE DO ALEGRE,2018,17º RISP - Pouso Alegre,3) Interior de MG,21
SAO JOSE DO ALEGRE,2019,17º RISP - Pouso Alegre,3) Interior de MG,17
SAO JOSE DO ALEGRE,2020,17º Departamento - Pouso Alegre,3) Interior de MG,26
SAO JOSE DO ALEGRE,2021,17º Departamento - Pouso Alegre,3) Interior de MG,23
SAO JOSE DO DIVINO,2014,15º RISP - Teófilo Otoni,3) Interior de MG,14
SAO JOSE DO DIVINO,2015,15º RISP - Teófilo Otoni,3) Interior de MG,22
SAO JOSE DO DIVINO,2016,15º RISP - Teófilo Otoni,3) Interior de MG,14
SAO JOSE DO DIVINO,2017,15º RISP - Teófilo Otoni,3) Interior de MG,18
SAO JOSE DO DIVINO,2018,15º RISP - Teófilo Otoni,3) Interior de MG,5
SAO JOSE DO DIVINO,2019,15º RISP - Teófilo Otoni,3) Interior de MG,6
SAO JOSE DO DIVINO,2020,15º Departamento - Teófilo Otoni,3) Interior de MG,9
SAO JOSE DO DIVINO,2021,15º Departamento - Teófilo Otoni,3) Interior de MG,11
SAO JOSE DO GOIABAL,2014,12º RISP - Ipatinga,3) Interior de MG,19
SAO JOSE DO GOIABAL,2015,12º RISP - Ipatinga,3) Interior de MG,41
SAO JOSE DO GOIABAL,2016,12º RISP - Ipatinga,3) Interior de MG,41
