Município,Ano,População,Número de Vítimas,Índice de Violência,RISP,RMBH,PIB per capita
JANUARIA,2021,67958.0,515.0,75.7821007092616,11º Departamento - Montes Claros,3) Interior de MG,12133.95
JAPARAIBA,2014,4206.0,38.0,90.3471231573942,7º RISP - Divinópolis,3) Interior de MG,12880.62
JAPARAIBA,2015,4241.0,30.0,70.73803348266918,7º RISP - Divinópolis,3) Interior de MG,13957.87
JAPARAIBA,2016,4275.0,21.0,49.12280701754386,7º RISP - Divinópolis,3) Interior de MG,13782.87
JAPARAIBA,2017,4308.0,22.0,51.0677808727948,7º RISP - Divinópolis,3) Interior de MG,15881.19
JAPARAIBA,2018,4314.0,17.0,39.406583217431624,7º RISP - Divinópolis,3) Interior de MG,16729.08
JAPARAIBA,2019,4350.0,24.0,55.172413793103445,7º RISP - Divinópolis,3) Interior de MG,17084.69
JAPARAIBA,2020,4384.0,27.0,61.587591240875916,7º Departamento - Divinópolis,3) Interior de MG,18657.73
JAPARAIBA,2021,4418.0,20.0,45.269352648257126,7º Departamento - Divinópolis,3) Interior de MG,22937.4
JAPONVAR,2014,8622.0,49.0,56.831361633031776,11º RISP - Montes Claros,3) Interior de MG,6036.96
JAPONVAR,2015,8643.0,35.0,40.495198426472285,11º RISP - Montes Claros,3) Interior de MG,6238.44
JAPONVAR,2016,8664.0,44.0,50.78485687903971,11º RISP - Montes Claros,3) Interior de MG,6612.52
JAPONVAR,2017,8683.0,42.0,48.37037890130139,11º RISP - Montes Claros,3) Interior de MG,6639.85
JAPONVAR,2018,8556.0,36.0,42.07573632538569,11º RISP - Montes Claros,3) Interior de MG,7002.42
JAPONVAR,2019,7969.0,33.0,41.41046555402183,11º RISP - Montes Claros,3) Interior de MG,8508.7
JAPONVAR,2020,7982.0,21.0,26.309195690303184,11º Departamento - Montes Claros,3) Interior de MG,8883.48
JAPONVAR,2021,7991.0,36.0,45.05068201726942,11º Departamento - Montes Claros,3) Interior de MG,9688.75
JECEABA,2014,5340.0,27.0,50.561797752808985,13º RISP - Barbacena,3) Interior de MG,135226.46
JECEABA,2015,5294.0,33.0,62.334718549301094,13º RISP - Barbacena,3) Interior de MG,116020.02
JECEABA,2016,5250.0,51.0,97.14285714285714,13º RISP - Barbacena,3) Interior de MG,113040.96
JECEABA,2017,5209.0,46.0,88.30869648684968,13º RISP - Barbacena,3) Interior de MG,147919.89
JECEABA,2018,4973.0,41.0,82.44520410215162,13º RISP - Barbacena,3) Interior de MG,204398.19
JECEABA,2019,4912.0,59.0,120.11400651465799,13º RISP - Barbacena,3) Interior de MG,249431.42
JECEABA,2020,4852.0,43.0,88.6232481450948,13º Departamento - Barbacena,3) Interior de MG,256356.81
JECEABA,2021,4795.0,45.0,93.84775808133473,13º Departamento - Barbacena,3) Interior de MG,407353.2
JENIPAPO DE MINAS,2014,7531.0,38.0,50.4581064931616,14º RISP - Curvelo,3) Interior de MG,5548.77
JENIPAPO DE MINAS,2015,7580.0,57.0,75.19788918205805,14º RISP - Curvelo,3) Interior de MG,6013.73
JENIPAPO DE MINAS,2016,7627.0,42.0,55.06752327258424,14º RISP - Curvelo,3) Interior de MG,6068.23
JENIPAPO DE MINAS,2017,7672.0,52.0,67.77893639207508,14º RISP - Curvelo,3) Interior de MG,9092.86
JENIPAPO DE MINAS,2018,7645.0,45.0,58.862001308044476,14º RISP - Curvelo,3) Interior de MG,9281.2
JENIPAPO DE MINAS,2019,7692.0,39.0,50.702028081123245,14º RISP - Curvelo,3) Interior de MG,9535.09
JENIPAPO DE MINAS,2020,7738.0,36.0,46.52364952184027,14º Departamento - Curvelo,3) Interior de MG,9930.99
JENIPAPO DE MINAS,2021,7781.0,23.0,29.559182624341343,14º Departamento - Curvelo,3) Interior de MG,10214.67
JEQUERI,2014,12993.0,62.0,47.7180020010775,12º RISP - Ipatinga,3) Interior de MG,10362.66
JEQUERI,2015,12946.0,70.0,54.070755445697515,12º RISP - Ipatinga,3) Interior de MG,10424.55
JEQUERI,2016,12901.0,65.0,50.383691186729706,12º RISP - Ipatinga,3) Interior de MG,11845.94
JEQUERI,2017,12859.0,93.0,72.32288669414417,12º RISP - Ipatinga,3) Interior de MG,11312.93
JEQUERI,2018,12460.0,84.0,67.41573033707866,12º RISP - Ipatinga,3) Interior de MG,11177.22
JEQUERI,2019,12386.0,82.0,66.2037784595511,12º RISP - Ipatinga,3) Interior de MG,12264.77
JEQUERI,2020,12315.0,72.0,58.4652862362972,12º Departamento - Ipatinga,3) Interior de MG,14739.96
JEQUERI,2021,12246.0,92.0,75.12657194185857,12º Departamento - Ipatinga,3) Interior de MG,15840.35
JEQUITAI,2014,8021.0,86.0,107.21855130283008,14º RISP - Curvelo,3) Interior de MG,8650.66
JEQUITAI,2015,7975.0,59.0,73.98119122257053,14º RISP - Curvelo,3) Interior de MG,8845.85
JEQUITAI,2016,7932.0,77.0,97.07513867876953,14º RISP - Curvelo,3) Interior de MG,9428.69
JEQUITAI,2017,7890.0,72.0,91.25475285171103,14º RISP - Curvelo,3) Interior de MG,9967.93
JEQUITAI,2018,7597.0,46.0,60.55021719099644,14º RISP - Curvelo,3) Interior de MG,10308.62
JEQUITAI,2019,7531.0,53.0,70.37578010888329,14º RISP - Curvelo,3) Interior de MG,13046.7
JEQUITAI,2020,7468.0,60.0,80.34279592929833,14º Departamento - Curvelo,3) Interior de MG,15953.97
JEQUITAI,2021,7407.0,44.0,59.403267179694886,14º Departamento - Curvelo,3) Interior de MG,17614.92
JEQUITIBA,2014,5310.0,44.0,82.86252354048965,19º RISP - Sete Lagoas,3) Interior de MG,16209.67
JEQUITIBA,2015,5313.0,33.0,62.11180124223602,19º RISP - Sete Lagoas,3) Interior de MG,16840.48
JEQUITIBA,2016,5316.0,37.0,69.60120391271633,19º RISP - Sete Lagoas,3) Interior de MG,19588.81
JEQUITIBA,2017,5319.0,55.0,103.40289528106787,19º RISP - Sete Lagoas,3) Interior de MG,16770.46
JEQUITIBA,2018,5215.0,49.0,93.95973154362416,19º RISP - Sete Lagoas,3) Interior de MG,17307.8
JEQUITIBA,2019,5211.0,48.0,92.11283822682788,19º RISP - Sete Lagoas,3) Interior de MG,18067.97
JEQUITIBA,2020,5207.0,40.0,76.81966583445362,19º Departamento - Sete Lagoas,3) Interior de MG,21353.12
JEQUITIBA,2021,5203.0,42.0,80.72266000384394,19º Departamento - Sete Lagoas,3) Interior de MG,24253.55
JEQUITINHONHA,2014,25260.0,230.0,91.05304829770388,15º RISP - Teófilo Otoni,3) Interior de MG,7466.28
JEQUITINHONHA,2015,25365.0,279.0,109.99408633944411,15º RISP - Teófilo Otoni,3) Interior de MG,8229.34
JEQUITINHONHA,2016,25465.0,259.0,101.70822697820539,15º RISP - Teófilo Otoni,3) Interior de MG,9362.63
JEQUITINHONHA,2017,25560.0,225.0,88.02816901408451,15º RISP - Teófilo Otoni,3) Interior de MG,8806.66
JEQUITINHONHA,2018,25305.0,265.0,104.72238688006323,15º RISP - Teófilo Otoni,3) Interior de MG,9025.54
JEQUITINHONHA,2019,25391.0,210.0,82.706470796739,15º RISP - Teófilo Otoni,3) Interior de MG,9879.42
JEQUITINHONHA,2020,25474.0,191.0,74.97840935856168,15º Departamento - Teófilo Otoni,3) Interior de MG,9990.33
JEQUITINHONHA,2021,25555.0,199.0,77.87125807082762,15º Departamento - Teófilo Otoni,3) Interior de MG,10754.52
JESUANIA,2014,4899.0,21.0,42.86589099816289,6º RISP - Lavras,3) Interior de MG,10256.54
JESUANIA,2015,4899.0,31.0,63.27822004490713,6º RISP - Lavras,3) Interior de MG,10513.49
JESUANIA,2016,4899.0,28.0,57.15452133088385,6º RISP - Lavras,3) Interior de MG,13562.45
JESUANIA,2017,4898.0,29.0,59.20783993466721,6º RISP - Lavras,3) Interior de MG,13148.53
JESUANIA,2018,4795.0,32.0,66.7361835245047,6º RISP - Lavras,3) Interior de MG,12794.28
JESUANIA,2019,4787.0,30.0,62.669730520158765,6º RISP - Lavras,3) Interior de MG,13445.17
JESUANIA,2020,4780.0,37.0,77.40585774058577,6º Departamento - Lavras,3) Interior de MG,17045.28
JESUANIA,2021,4774.0,33.0,69.12442396313365,6º Departamento - Lavras,3) Interior de MG,21827.32
JOAIMA,2014,15523.0,81.0,52.180635186497454,15º RISP - Teófilo Otoni,3) Interior de MG,6664.9
JOAIMA,2015,15562.0,82.0,52.69245598252152,15º RISP - Teófilo Otoni,3) Interior de MG,7308.99
JOAIMA,2016,15599.0,76.0,48.721071863580995,15º RISP - Teófilo Otoni,3) Interior de MG,7995.5
JOAIMA,2017,15634.0,81.0,51.81015734936676,15º RISP - Teófilo Otoni,3) Interior de MG,8431.54
JOAIMA,2018,15410.0,60.0,38.93575600259572,15º RISP - Teófilo Otoni,3) Interior de MG,8743.25
JOAIMA,2019,15432.0,67.0,43.41627786417833,15º RISP - Teófilo Otoni,3) Interior de MG,9350.15
JOAIMA,2020,15455.0,59.0,38.17534778388871,15º Departamento - Teófilo Otoni,3) Interior de MG,10359.74
JOAIMA,2021,15476.0,76.0,49.108296717498064,15º Departamento - Teófilo Otoni,3) Interior de MG,10509.42
JOANESIA,2014,5222.0,16.0,30.639601685178093,12º RISP - Ipatinga,3) Interior de MG,9334.94
JOANESIA,2015,5143.0,18.0,34.9990278047832,12º RISP - Ipatinga,3) Interior de MG,15986.96
JOANESIA,2016,5067.0,20.0,39.47108742845865,12º RISP - Ipatinga,3) Interior de MG,17397.29
JOANESIA,2017,4996.0,24.0,48.03843074459567,12º RISP - Ipatinga,3) Interior de MG,15441.24
JOANESIA,2018,4674.0,22.0,47.068891741548995,12º RISP - Ipatinga,3) Interior de MG,17236.84
JOANESIA,2019,4573.0,31.0,67.78919746337196,12º RISP - Ipatinga,3) Interior de MG,15919.03
JOANESIA,2020,4476.0,18.0,40.21447721179625,12º Departamento - Ipatinga,3) Interior de MG,23825.91
JOANESIA,2021,4382.0,17.0,38.795070743952536,12º Departamento - Ipatinga,3) Interior de MG,25154.48
JOAO MONLEVADE,2014,78040.0,617.0,79.06201947719119,12º RISP - Ipatinga,3) Interior de MG,30429.44
JOAO MONLEVADE,2015,78583.0,654.0,83.22410699515162,12º RISP - Ipatinga,3) Interior de MG,29771.06
JOAO MONLEVADE,2016,79100.0,607.0,76.73830594184577,12º RISP - Ipatinga,3) Interior de MG,29310.42
JOAO MONLEVADE,2017,79590.0,604.0,75.88893077019726,12º RISP - Ipatinga,3) Interior de MG,32551.27
JOAO MONLEVADE,2018,79387.0,613.0,77.21667275498507,12º RISP - Ipatinga,3) Interior de MG,36853.59
JOAO MONLEVADE,2019,79910.0,571.0,71.45538731072457,12º RISP - Ipatinga,3) Interior de MG,38969.87
JOAO MONLEVADE,2020,80416.0,601.0,74.73637087146837,12º Departamento - Ipatinga,3) Interior de MG,41465.59
JOAO MONLEVADE,2021,80903.0,634.0,78.36544998331335,12º Departamento - Ipatinga,3) Interior de MG,59963.67
JOAO PINHEIRO,2014,47870.0,378.0,78.96386045540004,16º RISP - Unaí,3) Interior de MG,22509.59
JOAO PINHEIRO,2015,48179.0,382.0,79.28765644782997,16º RISP - Unaí,3) Interior de MG,24441.69
JOAO PINHEIRO,2016,48472.0,395.0,81.49034494140948,16º RISP - Unaí,3) Interior de MG,27504.89
JOAO PINHEIRO,2017,48751.0,345.0,70.76777912247954,16º RISP - Unaí,3) Interior de MG,29989.82
JOAO PINHEIRO,2018,48561.0,278.0,57.24758551100677,16º RISP - Unaí,3) Interior de MG,30240.0
JOAO PINHEIRO,2019,47452.0,285.0,60.06069291073084,16º RISP - Unaí,3) Interior de MG,32032.45
JOAO PINHEIRO,2020,47726.0,254.0,53.22046683149646,16º Departamento - Unaí,3) Interior de MG,38706.92
JOAO PINHEIRO,2021,47990.0,279.0,58.13711189831215,16º Departamento - Unaí,3) Interior de MG,44929.59
JOAQUIM FELICIO,2014,4573.0,25.0,54.66870763175159,14º RISP - Curvelo,3) Interior de MG,9557.85
JOAQUIM FELICIO,2015,4607.0,18.0,39.070978945083574,14º RISP - Curvelo,3) Interior de MG,9643.03
JOAQUIM FELICIO,2016,4639.0,18.0,38.8014658331537,14º RISP - Curvelo,3) Interior de MG,9351.5
JOAQUIM FELICIO,2017,4669.0,22.0,47.11929749411009,14º RISP - Curvelo,3) Interior de MG,8648.06
JOAQUIM FELICIO,2018,4662.0,24.0,51.48005148005148,14º RISP - Curvelo,3) Interior de MG,9452.36
JOAQUIM FELICIO,2019,4695.0,22.0,46.8583599574015,14º RISP - Curvelo,3) Interior de MG,10928.45
JOAQUIM FELICIO,2020,4727.0,14.0,29.617093293843876,14º Departamento - Curvelo,3) Interior de MG,14117.98
JOAQUIM FELICIO,2021,4757.0,24.0,50.45196552449023,14º Departamento - Curvelo,3) Interior de MG,15206.06
JORDANIA,2014,10786.0,31.0,28.740960504357503,15º RISP - Teófilo Otoni,3) Interior de MG,6550.88
JORDANIA,2015,10826.0,27.0,24.93995935710327,15º RISP - Teófilo Otoni,3) Interior de MG,6995.14
JORDANIA,2016,10865.0,32.0,29.45236999539807,15º RISP - Teófilo Otoni,3) Interior de MG,7623.07
JORDANIA,2017,10901.0,29.0,26.603063939088155,15º RISP - Teófilo Otoni,3) Interior de MG,7523.64
JORDANIA,2018,10780.0,36.0,33.39517625231911,15º RISP - Teófilo Otoni,3) Interior de MG,8420.23
JORDANIA,2019,10812.0,44.0,40.69552349241583,15º RISP - Teófilo Otoni,3) Interior de MG,8625.84
JORDANIA,2020,10842.0,29.0,26.747832503228185,15º Departamento - Teófilo Otoni,3) Interior de MG,8766.86
JORDANIA,2021,10872.0,39.0,35.8719646799117,15º Departamento - Teófilo Otoni,3) Interior de MG,9857.64
JOSE GONCALVES DE MINAS,2014,4650.0,15.0,32.25806451612903,14º RISP - Curvelo,3) Interior de MG,7189.43
JOSE GONCALVES DE MINAS,2015,4643.0,4.0,8.615119534783545,14º RISP - Curvelo,3) Interior de MG,7394.9
JOSE GONCALVES DE MINAS,2016,4637.0,12.0,25.878800948889367,14º RISP - Curvelo,3) Interior de MG,7565.24
JOSE GONCALVES DE MINAS,2017,4631.0,13.0,28.07169077952926,14º RISP - Curvelo,3) Interior de MG,9715.23
JOSE GONCALVES DE MINAS,2018,4516.0,14.0,31.000885739592558,14º RISP - Curvelo,3) Interior de MG,9913.75
JOSE GONCALVES DE MINAS,2019,4501.0,10.0,22.217285047767163,14º RISP - Curvelo,3) Interior de MG,10269.24
JOSE GONCALVES DE MINAS,2020,4487.0,17.0,37.88722977490528,14º Departamento - Curvelo,3) Interior de MG,10629.62
JOSE GONCALVES DE MINAS,2021,4474.0,18.0,40.23245417970496,14º Departamento - Curvelo,3) Interior de MG,11565.81
JOSE RAYDAN,2014,4738.0,23.0,48.543689320388346,8º RISP - Governador Valadares,3) Interior de MG,8974.07
JOSE RAYDAN,2015,4793.0,26.0,54.245775088670975,8º RISP - Governador Valadares,3) Interior de MG,8511.93
JOSE RAYDAN,2016,4845.0,28.0,57.79153766769866,8º RISP - Governador Valadares,3) Interior de MG,10476.46
JOSE RAYDAN,2017,4894.0,17.0,34.73641193297916,8º RISP - Governador Valadares,3) Interior de MG,11157.76
JOSE RAYDAN,2018,4938.0,9.0,18.226002430133658,8º RISP - Governador Valadares,3) Interior de MG,10441.95
JOSE RAYDAN,2019,4995.0,26.0,52.052052052052055,8º RISP - Governador Valadares,3) Interior de MG,12001.33
JOSE RAYDAN,2020,5050.0,21.0,41.584158415841586,8º Departamento - Governador Valadares,3) Interior de MG,13906.2
JOSE RAYDAN,2021,5104.0,26.0,50.940438871473354,8º Departamento - Governador Valadares,3) Interior de MG,14172.89
JOSENOPOLIS,2014,4804.0,11.0,22.89758534554538,11º RISP - Montes Claros,3) Interior de MG,5789.17
JOSENOPOLIS,2015,4830.0,16.0,33.126293995859214,11º RISP - Montes Claros,3) Interior de MG,8139.72
JOSENOPOLIS,2016,4854.0,24.0,49.44375772558714,11º RISP - Montes Claros,3) Interior de MG,7875.16
JOSENOPOLIS,2017,4877.0,24.0,49.210580274759074,11º RISP - Montes Claros,3) Interior de MG,7427.34
JOSENOPOLIS,2018,4844.0,28.0,57.80346820809248,11º RISP - Montes Claros,3) Interior de MG,7665.41
JOSENOPOLIS,2019,4867.0,11.0,22.601191699198687,11º RISP - Montes Claros,3) Interior de MG,10545.76
JOSENOPOLIS,2020,4889.0,25.0,51.13520147269381,11º Departamento - Montes Claros,3) Interior de MG,10112.84
JOSENOPOLIS,2021,4911.0,11.0,22.398696803095092,11º Departamento - Montes Claros,3) Interior de MG,11815.85
JUATUBA,2014,24662.0,229.0,92.85540507663613,2º RISP - Contagem,2) RMBH (sem BH),41299.54
JUATUBA,2015,25087.0,235.0,93.67401442978435,2º RISP - Contagem,2) RMBH (sem BH),45053.2
JUATUBA,2016,25490.0,248.0,97.29305610043154,2º RISP - Contagem,2) RMBH (sem BH),42659.99
JUATUBA,2017,25874.0,218.0,84.25446394063539,2º RISP - Contagem,2) RMBH (sem BH),46468.17
JUATUBA,2018,26484.0,242.0,91.37592508684489,2º RISP - Contagem,2) RMBH (sem BH),45508.02
JUATUBA,2019,26946.0,241.0,89.4381355303199,2º RISP - Contagem,2) RMBH (sem BH),50141.21
JUATUBA,2020,27392.0,327.0,119.37792056074765,2º Departamento - Contagem,2) RMBH (sem BH),48327.7
JUATUBA,2021,27823.0,260.0,93.4478668727312,2º Departamento - Contagem,2) RMBH (sem BH),51653.48
JUIZ DE FORA,2014,550710.0,6027.0,109.44054039331046,4º RISP - Juiz de Fora,3) Interior de MG,25341.28
JUIZ DE FORA,2015,555284.0,5412.0,97.46364022734313,4º RISP - Juiz de Fora,3) Interior de MG,25998.36
JUIZ DE FORA,2016,559636.0,5177.0,92.50655783402068,4º RISP - Juiz de Fora,3) Interior de MG,25954.13
JUIZ DE FORA,2017,563769.0,5020.0,89.043562168193,4º RISP - Juiz de Fora,3) Interior de MG,28362.7
JUIZ DE FORA,2018,564310.0,5145.0,91.17329127607167,4º RISP - Juiz de Fora,3) Interior de MG,30048.91
JUIZ DE FORA,2019,568873.0,5001.0,87.91065844221822,4º RISP - Juiz de Fora,3) Interior de MG,32878.83
JUIZ DE FORA,2020,573285.0,4459.0,77.7798128330586,4º Departamento - Juiz de Fora,3) Interior de MG,29432.45
JUIZ DE FORA,2021,577532.0,4580.0,79.30296503050913,4º Departamento - Juiz de Fora,3) Interior de MG,35145.34
JURAMENTO,2014,4307.0,27.0,62.688646389598325,11º RISP - Montes Claros,3) Interior de MG,8005.89
JURAMENTO,2015,4325.0,38.0,87.86127167630059,11º RISP - Montes Claros,3) Interior de MG,9158.71
JURAMENTO,2016,4342.0,32.0,73.69875633348687,11º RISP - Montes Claros,3) Interior de MG,9087.49
JURAMENTO,2017,4358.0,16.0,36.7140890316659,11º RISP - Montes Claros,3) Interior de MG,8433.92
JURAMENTO,2018,4316.0,35.0,81.09360518999073,11º RISP - Montes Claros,3) Interior de MG,8951.53
JURAMENTO,2019,4331.0,26.0,60.03232509812976,11º RISP - Montes Claros,3) Interior de MG,9550.19
JURAMENTO,2020,4345.0,26.0,59.83889528193326,11º Departamento - Montes Claros,3) Interior de MG,10535.11
JURAMENTO,2021,4359.0,29.0,66.52902041752695,11º Departamento - Montes Claros,3) Interior de MG,11839.64
JURUAIA,2014,10008.0,31.0,30.975219824140687,18º RISP - Poços de Caldas,3) Interior de MG,14795.5
JURUAIA,2015,10125.0,43.0,42.46913580246914,18º RISP - Poços de Caldas,3) Interior de MG,15225.29
JURUAIA,2016,10235.0,51.0,49.82901807523205,18º RISP - Poços de Caldas,3) Interior de MG,17329.85
JURUAIA,2017,10341.0,42.0,40.61502756019728,18º RISP - Poços de Caldas,3) Interior de MG,15923.85
JURUAIA,2018,10441.0,42.0,40.226031989273054,18º RISP - Poços de Caldas,3) Interior de MG,14700.55
JURUAIA,2019,10563.0,47.0,44.49493515099877,18º RISP - Poços de Caldas,3) Interior de MG,16252.82
JURUAIA,2020,10681.0,49.0,45.87585432075649,18º Departamento - Poços de Caldas,3) Interior de MG,18449.81
JURUAIA,2021,10795.0,27.0,25.011579434923576,18º Departamento - Poços de Caldas,3) Interior de MG,25392.25
JUVENILIA,2014,5862.0,36.0,61.41248720573183,11º RISP - Montes Claros,3) Interior de MG,7138.23
JUVENILIA,2015,5861.0,9.0,15.355741341068077,11º RISP - Montes Claros,3) Interior de MG,7607.72
JUVENILIA,2016,5861.0,12.0,20.47432178809077,11º RISP - Montes Claros,3) Interior de MG,8492.98
JUVENILIA,2017,5860.0,23.0,39.24914675767918,11º RISP - Montes Claros,3) Interior de MG,8557.34
JUVENILIA,2018,5733.0,15.0,26.16431187859759,11º RISP - Montes Claros,3) Interior de MG,8918.87
JUVENILIA,2019,5724.0,16.0,27.95248078266946,11º RISP - Montes Claros,3) Interior de MG,8791.79
JUVENILIA,2020,5715.0,14.0,24.496937882764655,11º Departamento - Montes Claros,3) Interior de MG,10202.81
JUVENILIA,2021,5706.0,24.0,42.06098843322818,11º Departamento - Montes Claros,3) Interior de MG,11502.41
LADAINHA,2014,17881.0,95.0,53.12901962977462,15º RISP - Teófilo Otoni,3) Interior de MG,5169.69
LADAINHA,2015,17976.0,77.0,42.834890965732086,15º RISP - Teófilo Otoni,3) Interior de MG,5654.42
LADAINHA,2016,18066.0,78.0,43.17502490866822,15º RISP - Teófilo Otoni,3) Interior de MG,6091.62
LADAINHA,2017,18152.0,64.0,35.257822829440286,15º RISP - Teófilo Otoni,3) Interior de MG,6234.15
LADAINHA,2018,18026.0,84.0,46.59935648507711,15º RISP - Teófilo Otoni,3) Interior de MG,6572.21
LADAINHA,2019,18111.0,95.0,52.45430953564132,15º RISP - Teófilo Otoni,3) Interior de MG,6798.39
LADAINHA,2020,18193.0,74.0,40.67498488429615,15º Departamento - Teófilo Otoni,3) Interior de MG,7307.88
LADAINHA,2021,18272.0,79.0,43.235551663747806,15º Departamento - Teófilo Otoni,3) Interior de MG,8063.14
LAGAMAR,2014,7800.0,15.0,19.230769230769234,10º RISP - Patos de Minas,3) Interior de MG,17250.8
LAGAMAR,2015,7799.0,24.0,30.77317604821131,10º RISP - Patos de Minas,3) Interior de MG,17461.42
LAGAMAR,2016,7797.0,25.0,32.06361421059382,10º RISP - Patos de Minas,3) Interior de MG,20795.79
LAGAMAR,2017,7795.0,25.0,32.07184092366902,10º RISP - Patos de Minas,3) Interior de MG,33690.17
LAGAMAR,2018,7627.0,10.0,13.11131506490101,10º RISP - Patos de Minas,3) Interior de MG,21896.05
LAGAMAR,2019,7613.0,25.0,32.838565611454094,10º RISP - Patos de Minas,3) Interior de MG,18552.81
LAGAMAR,2020,7600.0,36.0,47.36842105263158,10º Departamento - Patos de Minas,3) Interior de MG,25099.86
LAGAMAR,2021,7588.0,36.0,47.44333157617291,10º Departamento - Patos de Minas,3) Interior de MG,31961.94
LAGOA DA PRATA,2014,49654.0,470.0,94.65501268779958,7º RISP - Divinópolis,3) Interior de MG,26083.78
LAGOA DA PRATA,2015,50197.0,427.0,85.06484451262028,7º RISP - Divinópolis,3) Interior de MG,26713.56
LAGOA DA PRATA,2016,50714.0,470.0,92.67657845959695,7º RISP - Divinópolis,3) Interior de MG,27160.87
LAGOA DA PRATA,2017,51204.0,397.0,77.5330052339661,7º RISP - Divinópolis,3) Interior de MG,31867.78
LAGOA DA PRATA,2018,51601.0,440.0,85.26966531656363,7º RISP - Divinópolis,3) Interior de MG,31138.72
LAGOA DA PRATA,2019,52165.0,472.0,90.48212402952171,7º RISP - Divinópolis,3) Interior de MG,31591.38
LAGOA DA PRATA,2020,52711.0,537.0,101.87626871051583,7º Departamento - Divinópolis,3) Interior de MG,36736.32
LAGOA DA PRATA,2021,53236.0,473.0,88.84965061236757,7º Departamento - Divinópolis,3) Interior de MG,37310.73
LAGOA DOS PATOS,2014,4285.0,24.0,56.00933488914819,11º RISP - Montes Claros,3) Interior de MG,8598.63
LAGOA DOS PATOS,2015,4272.0,28.0,65.54307116104869,11º RISP - Montes Claros,3) Interior de MG,9174.32
LAGOA DOS PATOS,2016,4260.0,21.0,49.29577464788733,11º RISP - Montes Claros,3) Interior de MG,10105.19
LAGOA DOS PATOS,2017,4248.0,26.0,61.20527306967985,11º RISP - Montes Claros,3) Interior de MG,10517.45
LAGOA DOS PATOS,2018,4124.0,34.0,82.44422890397672,11º RISP - Montes Claros,3) Interior de MG,10121.66
LAGOA DOS PATOS,2019,4102.0,17.0,41.44319843978547,11º RISP - Montes Claros,3) Interior de MG,10850.2
LAGOA DOS PATOS,2020,4082.0,29.0,71.04360607545321,11º Departamento - Montes Claros,3) Interior de MG,12966.32
LAGOA DOS PATOS,2021,4062.0,22.0,54.16051206302315,11º Departamento - Montes Claros,3) Interior de MG,14675.29
LAGOA DOURADA,2014,12874.0,52.0,40.39148671741494,13º RISP - Barbacena,3) Interior de MG,10562.9
LAGOA DOURADA,2015,12938.0,40.0,30.91667954861648,13º RISP - Barbacena,3) Interior de MG,11720.35
LAGOA DOURADA,2016,12999.0,46.0,35.38733748749904,13º RISP - Barbacena,3) Interior de MG,17823.65
LAGOA DOURADA,2017,13056.0,44.0,33.700980392156865,13º RISP - Barbacena,3) Interior de MG,15476.01
LAGOA DOURADA,2018,12953.0,41.0,31.652898942329962,13º RISP - Barbacena,3) Interior de MG,17189.65
LAGOA DOURADA,2019,13009.0,65.0,49.96540856330233,13º RISP - Barbacena,3) Interior de MG,20867.55
LAGOA DOURADA,2020,13063.0,62.0,47.462298093852866,13º Departamento - Barbacena,3) Interior de MG,20518.98
LAGOA DOURADA,2021,13115.0,31.0,23.637056805184905,13º Departamento - Barbacena,3) Interior de MG,26337.64
LAGOA FORMOSA,2014,17962.0,125.0,69.59135953679991,10º RISP - Patos de Minas,3) Interior de MG,14368.66
LAGOA FORMOSA,2015,18037.0,151.0,83.71680434662083,10º RISP - Patos de Minas,3) Interior de MG,15879.95
LAGOA FORMOSA,2016,18107.0,143.0,78.97498205114044,10º RISP - Patos de Minas,3) Interior de MG,18673.98
LAGOA FORMOSA,2017,18175.0,133.0,73.17744154057772,10º RISP - Patos de Minas,3) Interior de MG,18366.64
LAGOA FORMOSA,2018,17991.0,123.0,68.36751709187928,10º RISP - Patos de Minas,3) Interior de MG,19166.18
LAGOA FORMOSA,2019,18052.0,134.0,74.23000221582096,10º RISP - Patos de Minas,3) Interior de MG,21948.67
LAGOA FORMOSA,2020,18111.0,124.0,68.4666777096792,10º Departamento - Patos de Minas,3) Interior de MG,27593.95
LAGOA FORMOSA,2021,18168.0,125.0,68.80228974020255,10º Departamento - Patos de Minas,3) Interior de MG,31130.75
LAGOA GRANDE,2014,9216.0,98.0,106.33680555555556,10º RISP - Patos de Minas,3) Interior de MG,19202.08
LAGOA GRANDE,2015,9294.0,93.0,100.0645577792124,10º RISP - Patos de Minas,3) Interior de MG,19576.99
LAGOA GRANDE,2016,9369.0,94.0,100.33087842886114,10º RISP - Patos de Minas,3) Interior de MG,22125.14
LAGOA GRANDE,2017,9440.0,91.0,96.39830508474577,10º RISP - Patos de Minas,3) Interior de MG,24127.69
LAGOA GRANDE,2018,9454.0,76.0,80.38925322614767,10º RISP - Patos de Minas,3) Interior de MG,25440.99
LAGOA GRANDE,2019,9532.0,62.0,65.04406210658833,10º RISP - Patos de Minas,3) Interior de MG,22069.83
LAGOA GRANDE,2020,9608.0,71.0,73.89675270607827,10º Departamento - Patos de Minas,3) Interior de MG,23988.69
LAGOA GRANDE,2021,9681.0,61.0,63.01001962607169,10º Departamento - Patos de Minas,3) Interior de MG,30214.48
LAGOA SANTA,2014,58702.0,504.0,85.85738134986883,3º RISP - Vespasiano,2) RMBH (sem BH),28351.08
LAGOA SANTA,2015,59770.0,598.0,100.05019240421618,3º RISP - Vespasiano,2) RMBH (sem BH),27869.13
