ID,Bairro,Idade Aparente,Raca Cor,Escolaridade,Classificacao,Tipo,N de casos Total,N de casos Fatais,N de bairros Divisa,Media Idade,Cor Predominante,Escolaridade Predominante
1318,105,26.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,ALTO RISCO DE FATALIDADE,1,,,,,,
1319,18,35.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
1320,172,61.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
1321,155,37.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1322,42,20.0,BRANCA,ALFABETIZADO,ALTO RISCO DE FATALIDADE,1,,,,,,
1323,134,21.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,ALTO RISCO DE FATALIDADE,1,,,,,,
1324,45,46.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1325,186,38.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1326,154,58.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1327,18,24.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
1328,165,32.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
1329,3,49.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
1330,18,54.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1331,8,28.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1332,167,40.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
1333,109,69.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1334,18,24.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
1335,111,60.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
1336,114,20.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1337,50,69.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1338,137,25.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1339,171,63.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
1340,177,49.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
1341,36,66.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
1342,158,41.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1343,12,49.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1344,129,20.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
1345,18,34.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
1346,84,56.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1347,172,30.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1348,66,24.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1349,111,62.0,PRETO,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
1350,9,45.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1351,12,41.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1352,34,67.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
1353,70,59.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
1354,18,51.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
1355,142,37.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
1356,50,19.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1357,18,39.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1358,145,23.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
1359,128,27.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1360,1,17.0,PRETO,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1361,134,52.0,BRANCA,POS GRADUACAO,POSSIVEL FATAL,1,,,,,,
1362,128,52.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1363,3,32.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1364,137,46.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1365,139,34.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
1366,109,64.0,BRANCA,ALFABETIZADO,ALTO RISCO DE FATALIDADE,1,,,,,,
1367,127,25.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1368,18,56.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
1369,12,23.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
1370,52,22.0,PRETO,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
1371,53,38.0,PRETO,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1372,125,34.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
1373,128,39.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
1374,127,55.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1375,109,87.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
1376,136,56.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1377,125,23.0,PRETO,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
1378,18,18.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1379,1,44.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
1380,122,35.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1381,167,33.0,PARDA,ALFABETIZADO,ALTO RISCO DE FATALIDADE,1,,,,,,
1382,128,63.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
1383,18,65.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1384,126,34.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
1385,12,20.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
1386,77,64.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
1387,11,29.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
1388,3,62.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
1389,3,36.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1390,18,49.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
1391,11,18.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1392,11,24.0,PRETO,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
1393,68,54.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
1394,147,35.0,PARDA,POS GRADUACAO,POSSIVEL FATAL,1,,,,,,
1395,154,22.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1396,149,21.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1397,156,73.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1398,168,65.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1399,81,49.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1400,75,22.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1401,152,27.0,PRETO,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
1402,158,28.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
1403,122,67.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
1404,113,39.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1405,18,37.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1406,172,35.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1407,175,52.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1408,18,34.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
1409,111,62.0,PRETO,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
1410,167,40.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1411,110,22.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
1412,18,31.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
1413,97,40.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
1414,137,64.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
1415,98,67.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1416,109,26.0,PARDA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
1417,124,64.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
1418,145,24.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
1419,107,39.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1420,163,32.0,PARDA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
1421,12,63.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
1422,14,37.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1423,18,69.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1424,172,24.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1425,168,43.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
1426,128,59.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1427,50,52.0,BRANCA,POS GRADUACAO,POSSIVEL FATAL,1,,,,,,
1428,18,46.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1429,43,35.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1430,128,28.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
1431,120,49.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1432,99,53.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1433,18,59.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1434,128,43.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1435,18,44.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1436,111,60.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
1437,18,65.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1438,87,54.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1439,8,24.0,BRANCA,ESCOLARIDADE   IGNORADA,POSSIVEL FATAL,1,,,,,,
1440,11,32.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
1441,18,39.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
1442,64,34.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1443,113,27.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1444,11,47.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1445,66,43.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1446,105,43.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1447,155,19.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
1448,18,39.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
1449,132,31.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1450,40,31.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
1451,70,68.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1452,50,34.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1453,83,52.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
1454,18,57.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1455,81,75.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
1456,83,59.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1457,109,21.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
1458,18,36.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1459,156,35.0,PRETO,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1460,170,26.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1461,43,40.0,BRANCA,POS GRADUACAO,NAO FATAL,1,,,,,,
1462,113,24.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1463,47,46.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1464,28,63.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
1465,36,49.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1466,18,77.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1467,11,17.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
1468,120,20.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1469,11,17.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
1470,36,50.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,ALTO RISCO DE FATALIDADE,1,,,,,,
1471,137,47.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
1472,109,15.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1473,109,51.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1474,128,35.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
1475,159,32.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1476,11,38.0,AMARELA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1477,18,34.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
1478,17,42.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1479,29,50.0,PRETO,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1480,139,40.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
1481,12,44.0,BRANCA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
1482,154,56.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1483,3,25.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1484,66,25.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1485,166,42.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1486,139,29.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1487,47,36.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
1488,52,29.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
1489,68,50.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
1490,44,42.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1491,18,77.0,BRANCA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
1492,18,90.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1493,18,42.0,PARDA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
1494,91,70.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1495,137,45.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1496,9,36.0,PARDA,POS GRADUACAO,POSSIVEL FATAL,1,,,,,,
1497,1,54.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1498,47,60.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
1499,91,44.0,PRETO,ANALFABETO,POSSIVEL FATAL,1,,,,,,
1500,49,20.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1501,34,35.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1502,18,36.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1503,105,33.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1504,18,41.0,BRANCA,SUPERIOR INCOMPLETO,NAO FATAL,1,,,,,,
1505,109,57.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1506,139,38.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
1507,138,34.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1508,170,35.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1509,132,55.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,ALTO RISCO DE FATALIDADE,1,,,,,,
1510,158,28.0,PARDA,POS GRADUACAO,POSSIVEL FATAL,1,,,,,,
1511,18,81.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1512,9,34.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1513,18,48.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1514,85,29.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1515,127,26.0,PRETO,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
1516,81,61.0,PRETO,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
1517,18,76.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
1518,11,19.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
1519,55,53.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1520,55,51.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1521,9,28.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1522,142,36.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1523,159,28.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,POSSIVEL FATAL,1,,,,,,
1524,154,60.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1525,140,56.0,PRETO,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
1526,113,40.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
1527,43,30.0,PARDA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
1528,44,29.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1529,17,46.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
1530,128,27.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
1531,83,25.0,PRETO,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1532,18,48.0,BRANCA,POS GRADUACAO,POSSIVEL FATAL,1,,,,,,
1533,80,4.0,BRANCA,ANALFABETO,POSSIVEL FATAL,1,,,,,,
1534,156,49.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1535,152,35.0,BRANCA,ALFABETIZADO,POSSIVEL FATAL,1,,,,,,
1536,154,61.0,PARDA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
1537,97,38.0,PARDA,ALFABETIZADO,NAO FATAL,1,,,,,,
1538,73,35.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1539,105,25.0,BRANCA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
1540,18,49.0,PARDA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1541,45,62.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1542,137,54.0,PARDA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1543,74,30.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1544,78,22.0,PARDA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
1545,134,58.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1546,1,26.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1547,70,58.0,PARDA,SUPERIOR INCOMPLETO,POSSIVEL FATAL,1,,,,,,
1548,89,47.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1549,81,35.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
1550,55,21.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,NAO FATAL,1,,,,,,
1551,159,56.0,BRANCA,ENSINO FUNDAMENTAL INCOMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1552,147,43.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1553,68,30.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1554,11,41.0,BRANCA,SUPERIOR COMPLETO,POSSIVEL FATAL,1,,,,,,
1555,1,17.0,PARDA,ENSINO MEDIO INCOMPLETO   2o GRAU ,POSSIVEL FATAL,1,,,,,,
1556,99,21.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1557,101,34.0,PARDA,POS GRADUACAO,NAO FATAL,1,,,,,,
1558,11,33.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1559,53,49.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1560,137,38.0,PARDA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1561,128,22.0,PARDA,ESCOLARIDADE   IGNORADA,NAO FATAL,1,,,,,,
1562,156,33.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1563,18,32.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1564,18,29.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1565,128,43.0,BRANCA,POS GRADUACAO,NAO FATAL,1,,,,,,
1566,58,31.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1567,128,40.0,PARDA,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
1568,18,63.0,BRANCA,SUPERIOR COMPLETO,NAO FATAL,1,,,,,,
1569,109,57.0,BRANCA,ALFABETIZADO,NAO FATAL,1,,,,,,
1570,18,20.0,BRANCA,ENSINO FUNDAMENTAL COMPLETO  8 ANOS ESTUDO ,NAO FATAL,1,,,,,,
1571,126,20.0,BRANCA,ENSINO MEDIO COMPLETO  2o GRAU ,POSSIVEL FATAL,1,,,,,,
1572,171,39.0,PRETO,ENSINO MEDIO COMPLETO  2o GRAU ,NAO FATAL,1,,,,,,
